branch_id,year_month,active_customers,active_accounts,average_deposits,average_loan_balance,transaction_count,transaction_volume,branch_transaction_count,interest_income,interest_expense,net_interest_income,fee_income,total_revenue,personnel_cost,fixed_cost,variable_cost,operational_cost,total_operating_cost,credit_loss,pre_provision_profit,net_income
020,2024-03,161,296,521023107.69,527495792.98,2803,160051820.95,629,5120190.95,134801.36,4985389.59,335641.11,5321030.7,1640937.89,588459.77,385337.86,395833.02,3010568.53,-1010403.65,2310462.16,3320865.81
021,2024-03,114,213,490975898.83,352768954.68,1991,224056031.1,411,2852455.57,112912.76,2739542.82,140836.54,2880379.35,1675675.62,553177.97,280907.37,387952.73,2897713.69,2644186.4,-17334.33,-2661520.73
022,2024-03,127,259,563303820.34,416290359.39,2656,264318875.66,485,3972138.99,205878.43,3766260.56,206405.27,3972665.83,1725647.04,528542.53,348982.57,431541.54,3034713.68,3362454.49,937952.15,-2424502.34
023,2024-03,168,294,676844495.1,424337168.95,3101,400165896.97,716,3818442.7,192793.41,3625649.28,302977.14,3928626.42,1228482.29,489021.28,321543.06,345521.43,2384568.06,3195756.87,1544058.36,-1651698.51
024,2024-03,125,226,304893440.06,242237355.33,2191,87351158.48,495,2326411.21,57048.82,2269362.4,173422.14,2442784.54,1591837.2,533836.07,294044.4,399854.18,2819571.84,-73915.39,-376787.31,-302871.91
025,2024-03,169,331,602431628.01,439093685.88,3137,236673051.72,896,3718783.56,368136.62,3350646.94,359496.1,3710143.04,636559.41,280482.18,183659.03,157361.95,1258062.57,1720437.2,2452080.47,731643.28
026,2024-03,198,320,647174928.32,580262157.74,3665,551640126.03,828,6095747.37,227336.0,5868411.37,343912.38,6212323.76,591885.32,299197.2,184831.13,147963.32,1223876.96,605695.52,4988446.79,4382751.27
027,2024-03,128,222,415245247.67,395557824.2,2187,210017669.99,470,3672143.32,168593.56,3503549.76,225133.3,3728683.06,1568071.05,480140.83,279956.57,369216.78,2697385.24,-1080960.92,1031297.81,2112258.73
028,2024-03,116,194,296230068.77,392729531.49,1659,86326176.8,454,2912208.3,80164.53,2832043.77,191031.14,3023074.9,616120.66,259515.3,105576.7,162438.62,1143651.28,-906032.68,1879423.62,2785456.3
029,2024-03,95,169,304683823.63,309424853.76,1933,57471061.77,397,2606579.85,110021.45,2496558.4,85869.77,2582428.17,1618565.43,517583.79,249113.66,324894.22,2710157.1,-2269402.98,-127728.93,2141674.05
030,2024-03,103,163,347221913.36,318221226.25,1573,122853434.38,408,3036489.12,180727.15,2855761.97,139518.51,2995280.47,1687113.88,557167.9,249355.59,377188.97,2870826.33,1702314.26,124454.14,-1577860.12
031,2024-03,90,161,306326100.52,233161774.66,1626,68246634.97,419,2023194.85,105878.9,1917315.95,92591.93,2009907.88,1614140.45,520693.18,241940.92,360733.78,2737508.32,-673578.18,-727600.44,-54022.26
032,2024-03,87,166,259493518.68,245739738.88,1791,92715250.14,429,2365221.09,94941.74,2270279.35,151395.73,2421675.08,1656821.87,489351.03,247220.09,373156.76,2766549.74,-270200.48,-344874.67,-74674.18
033,2024-03,86,147,264171075.59,293566861.45,1414,72808450.61,364,2666932.34,372129.53,2294802.81,59008.02,2353810.84,1172059.37,412819.81,157424.82,248832.58,1991136.58,-167144.12,362674.26,529818.37
034,2024-03,82,130,122954054.24,302177436.06,1316,81102407.76,411,2483884.9,31279.94,2452604.96,88335.96,2540940.91,1663631.48,463471.54,218869.3,424112.28,2770084.59,2787135.56,-229143.68,-3016279.23
035,2024-03,66,114,149434427.11,262302989.2,1372,151384351.89,349,2359427.11,42136.77,2317290.33,65779.51,2383069.85,1505630.4,476554.81,181164.28,298670.38,2462019.87,778631.34,-78950.02,-857581.37
036,2024-03,64,109,162078582.88,172147979.28,967,36639090.96,220,1730520.65,66817.39,1663703.25,71975.54,1735678.8,788391.98,303912.57,82725.26,197258.09,1372287.9,1141729.02,363390.9,-778338.12
037,2024-03,125,199,286795480.53,311055337.71,1873,107794282.52,798,3260003.47,65152.82,3194850.65,171860.91,3366711.56,640758.72,277048.0,143440.67,193973.03,1255220.41,2534565.78,2111491.15,-423074.63
001,2024-04,173,335,672011782.29,555366449.86,3387,220768771.35,711,3980435.34,206888.41,3773546.93,301093.38,4074640.31,3080296.8,801921.82,765770.48,781315.67,5429304.76,-2695561.54,-1354664.45,1340897.08
002,2024-04,152,294,452442182.06,292940198.64,2822,92675198.82,268,2581803.2,294499.64,2287303.56,175726.3,2463029.86,622977.72,249740.45,128713.71,155483.4,1156915.28,-1215513.29,1306114.58,2521627.87
003,2024-04,173,295,451113755.27,438027993.8,3130,184053693.19,442,3888092.85,169743.92,3718348.92,223782.45,3942131.38,1642779.73,460986.92,347087.24,358500.68,2809354.56,1919636.31,1132776.82,-786859.49
004,2024-04,164,316,622848413.97,391686390.68,3255,314575448.55,262,3171414.93,165353.82,3006061.11,200464.58,3206525.69,651554.79,268947.01,152728.63,175318.81,1248549.24,753954.24,1957976.45,1204022.21
005,2024-04,183,336,560592575.76,575829096.09,3087,168867017.07,751,4628046.83,154688.9,4473357.92,251192.0,4724549.92,2845629.16,734280.11,627190.82,483417.25,4690517.34,676690.16,34032.58,-642657.58
006,2024-04,160,287,564129557.76,258256079.73,3035,268220073.09,258,2604259.89,230071.84,2374188.04,152572.2,2526760.25,679055.8,215706.64,136431.86,153647.12,1184841.43,207744.37,1341918.82,1134174.45
007,2024-04,163,282,500987640.73,371020495.58,3024,540740878.5,250,2963632.48,103181.06,2860451.42,161819.56,3022270.98,607186.03,235729.88,126408.72,154014.86,1123339.5,2499363.63,1898931.48,-600432.14
008,2024-04,161,287,512060642.79,357181975.02,2776,85970331.73,485,3030716.9,268269.9,2762447.0,209573.08,2972020.08,1757682.72,492993.36,373418.7,474212.88,3098307.66,1164991.86,-126287.58,-1291279.44
009,2024-04,145,276,863631923.85,369766891.85,2614,158573507.18,251,2763600.18,2132709.97,630890.21,148717.13,779607.34,653424.52,245430.35,124710.1,180973.08,1204538.04,-2860303.78,-424930.7,2435373.08
010,2024-04,139,257,660674710.18,344622705.99,2393,164945509.09,260,3212437.22,1522367.65,1690069.57,187757.8,1877827.38,599859.23,251977.31,108883.18,147818.35,1108538.07,-205664.57,769289.3,974953.87
011,2024-04,122,258,548046238.97,345297806.6,2788,142803505.03,247,2962455.04,479871.72,2482583.31,150910.32,2633493.64,611293.78,256323.01,126817.94,180356.56,1174791.29,1134288.31,1458702.35,324414.04
012,2024-04,146,261,611537387.83,456490082.82,2370,142666805.6,404,3335921.98,156138.73,3179783.25,174267.51,3354050.76,1470136.88,473123.61,260235.58,267971.76,2471467.82,2641219.03,882582.94,-1758636.09
013,2024-04,175,300,672391702.6,401031170.61,3291,242333209.48,778,3482104.79,298075.95,3184028.84,240812.6,3424841.45,2992651.2,977583.7,761003.67,601313.82,5332552.39,-489504.35,-1907710.94,-1418206.59
014,2024-04,153,293,357710423.01,367185301.79,3101,138768386.8,304,2817524.32,91243.0,2726281.32,173595.73,2899877.05,647824.85,233174.79,143122.03,187338.81,1211460.49,3133770.26,1688416.56,-1445353.7
015,2024-04,163,281,571268159.91,546021701.73,2414,115813756.13,504,4922337.27,684956.04,4237381.23,181845.89,4419227.12,1249800.94,619379.46,286670.75,332712.5,2488563.65,-4587556.35,1930663.47,6518219.82
016,2024-04,125,237,478934259.64,259122814.33,2644,205072087.94,216,2074657.89,132513.5,1942144.4,127253.88,2069398.27,647050.91,235010.41,122648.51,190038.46,1194748.29,-143091.22,874649.99,1017741.2
017,2024-04,235,441,778406475.08,980645238.17,4498,747427375.56,1429,8775499.66,190922.8,8584576.85,767120.7,9351697.55,3121417.96,975005.18,1089579.5,640026.28,5826028.91,3601033.26,3525668.64,-75364.62
018,2024-04,190,331,708883550.55,523664597.54,3640,395633291.32,510,3618383.78,147629.24,3470754.54,342450.46,3813205.0,590825.27,240771.91,151445.92,154654.12,1137697.22,-601080.82,2675507.78,3276588.6
019,2024-04,233,438,932294719.31,663749221.09,4095,332231726.31,1060,5998395.69,762802.45,5235593.24,591279.96,5826873.2,1285469.4,599560.61,460014.21,341701.58,2686745.79,3948023.59,3140127.41,-807896.18
020,2024-04,162,296,495723611.4,523401753.62,3091,197795953.39,629,4713455.94,132471.85,4580984.1,358556.94,4939541.04,1650515.35,590455.9,403704.91,397887.93,3042564.09,3932894.85,1896976.95,-2035917.9
021,2024-04,111,211,541332340.44,355508911.51,2064,230971794.01,451,2841078.47,116844.55,2724233.92,157630.5,2881864.42,1685455.82,555054.42,292949.39,389981.68,2923441.31,758857.04,-41576.89,-800433.93
022,2024-04,127,258,536440145.25,418724073.46,2771,216588131.77,528,3992885.19,202748.71,3790136.49,184024.96,3974161.45,1735718.91,530335.42,364144.65,433812.93,3064011.91,150780.46,910149.54,759369.08
023,2024-04,172,297,649304100.15,408125736.87,2781,366314513.9,637,3571568.45,191572.78,3379995.67,294529.88,3674525.55,1235652.42,490680.1,299983.35,347297.61,2373613.49,-117828.16,1300912.07,1418740.23
024,2024-04,125,228,323245122.96,258973137.9,2334,156859734.66,546,2495304.19,58785.76,2436518.43,175748.22,2612266.64,1601128.08,535646.91,311794.99,401942.49,2850512.47,824100.9,-238245.83,-1062346.72
025,2024-04,173,338,615908561.78,440408348.84,3366,209038051.93,854,3769354.24,370746.22,3398608.02,366676.8,3765284.82,640274.74,281433.61,187718.52,158162.75,1267589.62,-235085.88,2497695.2,2732781.08
026,2024-04,200,319,660855540.45,579904177.38,3693,440272136.5,849,5875851.65,235671.02,5640180.64,339686.24,5979866.87,595339.9,300212.11,187541.92,148705.48,1231799.41,2624453.25,4748067.46,2123614.22
027,2024-04,128,225,416154969.58,395381713.24,2383,241291408.76,500,3447616.48,170813.72,3276802.76,229373.2,3506175.96,1577223.22,481769.54,296560.9,371160.17,2726713.82,4790369.5,779462.14,-4010907.37
028,2024-04,118,201,284180842.59,402716090.03,1908,73724390.66,427,3086211.6,79636.78,3006574.82,190932.05,3197506.87,619716.7,260395.61,110890.73,163269.02,1154272.05,-403526.21,2043234.82,2446761.03
029,2024-04,96,171,306212818.78,300600846.16,1648,54612384.26,383,2509943.11,111546.95,2398396.15,90020.5,2488416.66,1628012.31,519339.5,232405.96,326598.06,2706355.83,290338.54,-217939.17,-508277.71
030,2024-04,107,166,329858871.19,303746236.71,1543,197873785.21,435,2757957.55,179326.7,2578630.85,155957.7,2734588.55,1696960.85,559057.88,253783.32,379161.56,2888963.61,1125747.04,-154375.06,-1280122.1
031,2024-04,94,164,323933903.41,239565694.38,1768,84833263.09,431,2138658.77,108808.07,2029850.7,92285.82,2122136.51,1623561.5,522459.44,254481.76,362624.15,2763126.85,-633229.75,-640990.34,-7760.59
032,2024-04,91,168,255622294.54,242825372.8,1671,70169170.73,440,2225915.91,95168.55,2130747.36,142427.38,2273174.75,1666492.03,491010.97,243495.92,375126.74,2776125.66,1480909.44,-502950.91,-1983860.35
033,2024-04,90,149,271733842.89,299298373.05,1727,101366277.43,391,2690591.79,375749.2,2314842.59,69752.23,2384594.82,1178900.19,414220.14,175179.69,250126.47,2018426.49,1228587.03,366168.33,-862418.7
034,2024-04,80,133,122437449.11,302547272.64,1420,74633764.28,453,2704103.08,31214.15,2672888.93,89357.23,2762246.16,1673341.39,465043.69,234043.75,426361.75,2798790.58,-1833656.86,-36544.42,1797112.44
035,2024-04,70,120,139929426.47,260994402.61,1071,97857593.82,343,2417235.64,41123.18,2376112.46,53567.41,2429679.87,1514418.12,478171.34,166063.6,300238.07,2458891.13,-979256.02,-29211.26,950044.76
036,2024-04,66,110,170519840.66,173091247.28,931,47449799.65,222,1779696.57,68117.26,1711579.31,66149.18,1777728.49,792993.49,304943.48,82191.43,198275.24,1378403.64,1593560.44,399324.85,-1194235.59
037,2024-04,130,201,289604934.36,334925262.81,2012,127930536.53,762,3263284.22,66329.39,3196954.83,184345.5,3381300.32,644498.56,277987.78,145442.59,194962.04,1262890.97,4333320.71,2118409.36,-2214911.36
001,2024-05,171,333,678750912.14,587997852.84,3335,161861969.28,746,4417287.27,209201.01,4208086.26,291096.75,4499183.01,3098170.86,804632.85,773676.66,785458.52,5461938.89,-921446.06,-962755.88,-41309.82
002,2024-05,153,299,452831397.11,305362240.25,2649,98627218.68,243,2598142.92,297059.79,2301083.13,175041.81,2476124.94,626592.67,250584.74,124178.35,156277.86,1157633.63,1711205.94,1318491.32,-392714.62
003,2024-05,171,298,465226574.28,437271789.32,2960,145564035.65,444,3791412.45,172964.86,3618447.59,219038.98,3837486.57,1652312.3,462545.36,340644.41,360390.69,2815892.75,850746.62,1021593.82,170847.2
004,2024-05,168,318,573484361.34,387114840.24,3297,330549321.87,265,3418438.57,151386.83,3267051.74,194511.25,3461562.99,655335.57,269856.23,154923.52,176212.07,1256327.39,-3936435.97,2205235.6,6141671.57
005,2024-05,187,335,563087654.46,571858704.5,3154,206967314.24,778,4136999.81,156009.83,3980989.98,252328.57,4233318.55,2862141.52,736762.47,641089.73,485982.22,4725975.94,7413349.0,-492657.38,-7906006.39
006,2024-05,161,286,592805123.83,263895563.56,3205,331611778.31,287,2605966.4,233083.23,2372883.17,169675.59,2542558.76,682996.17,216435.87,143003.71,154448.97,1196884.72,925400.55,1345674.04,420273.49
007,2024-05,164,282,487996955.61,373944491.19,3131,649691044.55,235,2884290.86,102204.03,2782086.83,181799.74,2963886.56,610709.35,236526.8,128593.03,154804.25,1130633.43,1531903.87,1833253.13,301349.26
008,2024-05,163,287,531689872.46,381905621.06,2682,111520617.47,474,3195630.04,272352.62,2923277.42,204885.96,3128163.38,1767882.04,494660.01,367878.08,476713.01,3107133.14,1981160.87,21030.24,-1960130.63
009,2024-05,142,275,862064841.35,384463814.87,2708,195224538.39,278,3005863.7,2142421.84,863441.86,143636.22,1007078.08,657216.15,246260.07,129272.07,181903.53,1214651.82,-151167.38,-207573.73,-56406.35
010,2024-05,136,261,658453917.22,342739521.14,2513,145503500.16,272,3122708.08,1533313.4,1589394.68,191366.79,1780761.47,603340.04,252829.16,113110.98,148570.19,1117850.37,1049709.48,662911.1,-386798.38
011,2024-05,128,260,577173549.53,353467892.45,2815,193036199.96,253,2994030.16,484989.56,2509040.6,150584.41,2659625.01,614840.94,257189.56,128827.06,181274.06,1182131.62,1091400.94,1477493.39,386092.45
012,2024-05,150,264,644738998.13,467286397.86,2278,239823324.09,463,3649288.7,161359.48,3487929.23,181293.81,3669223.04,1478667.65,474723.08,265405.86,269368.7,2488165.29,213007.69,1181057.75,968050.06
013,2024-05,179,302,684027542.99,405643374.41,3084,283758166.44,790,3612976.44,300312.25,3312664.19,240951.67,3553615.85,3010016.68,980888.58,748456.66,604444.46,5343806.38,-1505171.42,-1790190.52,-285019.11
014,2024-05,155,296,361329960.65,353321090.34,3213,114783227.62,308,2672558.98,92085.64,2580473.35,162181.1,2742654.45,651583.99,233963.07,146935.34,188305.79,1220788.2,-608808.93,1521866.25,2130675.18
015,2024-05,163,285,586459600.87,540021962.32,2501,120603860.48,513,4479216.23,691158.26,3788057.97,180568.99,3968626.96,1257053.17,621473.37,293799.19,334376.1,2506701.84,6641526.87,1461925.12,-5179601.75
016,2024-05,128,236,469622446.17,253984816.44,2606,315655180.96,255,2303193.91,130162.79,2173031.12,148818.85,2321849.97,650805.55,235804.9,124927.9,191018.56,1202556.92,-2740689.35,1119293.06,3859982.4
017,2024-05,234,439,876780799.46,987960243.04,4403,382993110.46,1419,9069407.91,205179.17,8864228.74,759332.37,9623561.11,3139530.64,978301.35,1083459.9,643371.2,5844663.08,-2794920.73,3778898.03,6573818.77
018,2024-05,193,333,749905332.78,526649046.22,3736,840657724.56,471,3486366.68,152910.2,3333456.48,356058.44,3689514.92,594253.66,241585.88,152194.51,155443.08,1143477.12,1965742.52,2546037.8,580295.28
019,2024-05,235,439,972773785.83,646988783.4,3989,616795206.51,1146,5892040.02,766487.96,5125552.06,583243.86,5708795.92,1292928.6,601587.52,468110.86,343421.14,2706048.12,-1982068.18,3002747.8,4984815.98
020,2024-05,165,298,500674185.65,534449982.34,3266,180228178.23,569,4740574.56,133325.37,4607249.19,349365.86,4956615.05,1660092.81,592452.03,406889.26,399942.84,3059376.93,1187992.31,1897238.11,709245.8
021,2024-05,110,211,590158589.58,354706144.32,2007,267646380.11,439,3039000.29,121234.62,2917765.67,146239.26,3064004.93,1695236.03,556930.87,289655.5,392010.63,2933833.04,-2903088.06,130171.89,3033259.95
022,2024-05,129,259,529510684.42,419723034.32,2470,194648285.9,455,3896265.44,203510.8,3692754.64,178088.63,3870843.27,1745790.78,532128.3,336847.26,436084.32,3050850.65,1259398.84,819992.61,-439406.22
023,2024-05,172,299,676848829.7,401477626.54,2932,536662138.21,636,3776276.77,195623.89,3580652.89,297685.1,3878337.99,1242822.55,492338.92,308318.29,349073.79,2392553.56,-4203155.72,1485784.43,5688940.15
024,2024-05,123,228,321745115.6,270273599.2,2323,98019463.84,450,2594717.29,58028.99,2536688.31,172062.34,2708750.65,1610418.96,537457.75,298739.42,404030.8,2850646.93,827609.03,-141896.29,-969505.32
025,2024-05,176,339,624777428.76,439141319.05,3474,169927815.99,869,3727927.18,373772.92,3354154.26,361192.35,3715346.61,643990.07,282385.04,192152.28,158963.55,1277490.94,803504.88,2437855.67,1634350.79
026,2024-05,203,322,695348708.04,594790407.92,3840,601618231.07,847,6092518.11,239959.69,5852558.42,352736.48,6205294.9,598794.48,301227.03,191958.14,149447.64,1241427.28,31231.44,4963867.62,4932636.18
027,2024-05,130,225,492227359.7,383396215.66,2459,401474149.96,529,3353318.6,184569.03,3168749.57,236930.59,3405680.16,1586375.38,483398.24,306445.07,373103.56,2749322.25,-1054391.37,656357.9,1710749.27
028,2024-05,117,200,283283770.57,422227141.1,1788,85489066.36,398,3093626.61,79714.27,3013912.34,197721.08,3211633.41,623312.73,261275.92,106678.41,164099.43,1155366.48,3290502.16,2056266.93,-1234235.23
029,2024-05,95,172,307898296.67,284298343.17,1641,45482694.78,438,2206009.54,112843.54,2093166.0,80765.4,2173931.4,1637459.19,521095.21,241805.72,328301.9,2728662.03,579706.34,-554730.63,-1134436.96
030,2024-05,107,168,319085053.76,315688129.64,1666,168833108.47,415,2924545.29,178756.7,2745788.59,139151.61,2884940.2,1706807.82,560947.87,259477.12,381134.15,2908366.95,48200.93,-23426.75,-71627.68
031,2024-05,96,163,341636341.6,231111500.0,1600,60909092.62,428,2058582.66,112241.48,1946341.18,89722.6,2036063.79,1632982.55,524225.7,244696.41,364514.53,2766419.19,-868429.52,-730355.41,138074.11
032,2024-05,95,172,258681988.57,256921482.31,2008,102961231.25,479,2426015.32,95775.84,2330239.48,146556.84,2476796.32,1676162.2,492670.91,270941.33,377096.71,2816871.16,-74808.9,-340074.84,-265265.94
033,2024-05,88,149,276075415.05,292918335.73,1673,98455675.09,367,2728180.46,377939.72,2350240.75,61278.71,2411519.45,1185741.0,415620.48,170824.84,251420.37,2023606.69,-1300380.56,387912.76,1688293.33
034,2024-05,85,135,130522568.76,301707188.68,1280,64578924.17,407,2620280.61,32737.26,2587543.35,84800.3,2672343.65,1683051.3,466615.85,219499.37,428611.23,2797777.75,892936.28,-125434.1,-1018370.38
035,2024-05,69,119,138887056.73,274526226.4,1060,45931737.43,360,2503737.39,41459.04,2462278.35,49635.47,2511913.82,1523205.85,479787.88,168613.93,301805.76,2473413.41,998699.48,38500.41,-960199.07
036,2024-05,65,111,176661994.68,153141055.37,1089,45072356.01,208,1598442.88,69089.29,1529353.58,78340.6,1607694.19,797595.0,305974.39,86738.06,199292.4,1389599.85,-979205.33,218094.34,1197299.67
037,2024-05,131,201,308782923.87,346825516.85,2069,153301386.16,776,3305295.12,69151.45,3236143.67,170347.78,3406491.45,648238.39,278927.56,148603.76,195951.05,1271720.77,2288953.13,2134770.67,-154182.46
001,2024-06,175,333,684679837.92,595370547.92,3084,136738529.0,769,4443088.72,211803.75,4231284.97,278440.27,4509725.24,3116044.93,807343.87,760033.81,789601.37,5473023.98,2067388.31,-963298.74,-3030687.05
002,2024-06,156,304,471498082.16,304580962.6,2846,128301592.44,252,2594335.66,302571.14,2291764.53,176143.99,2467908.52,630207.63,251429.03,130305.73,157072.32,1169014.71,450931.97,1298893.81,847961.83
003,2024-06,174,299,471714042.07,445301241.35,3282,131780845.31,472,4036522.2,174789.88,3861732.32,210631.63,4072363.95,1661844.87,464103.8,363918.17,362280.69,2852147.54,-1154159.41,1220216.41,2374375.82
004,2024-06,168,319,530465276.4,383801291.79,3159,359758389.26,256,3099850.47,146618.75,2953231.72,200624.69,3153856.41,659116.35,270765.45,151669.62,177105.33,1258656.76,2960821.03,1895199.65,-1065621.38
005,2024-06,187,335,599428485.3,560667602.84,3118,223687822.3,710,3983612.38,162695.04,3820917.34,244001.56,4064918.9,2878653.87,739244.82,626912.12,488547.19,4733358.0,-87276.45,-668439.1,-581162.65
006,2024-06,158,285,616125571.03,274437635.74,3056,196816599.98,240,3082548.02,235866.08,2846681.94,150853.59,2997535.53,686936.53,217165.1,137211.26,155250.83,1196563.72,-4013362.19,1800971.81,5814334.0
007,2024-06,159,281,510858023.61,397190496.62,3052,531277588.8,214,2942614.42,105873.9,2836740.51,160749.56,2997490.07,614232.68,237323.73,126130.52,155593.63,1133280.55,3596568.17,1864209.52,-1732358.65
008,2024-06,158,285,552375919.39,383209916.53,2831,119240729.18,479,3345675.78,276529.55,3069146.23,210554.51,3279700.74,1778081.36,496326.65,379167.52,479213.15,3132788.68,-1073067.6,146912.06,1219979.66
009,2024-06,139,273,861454037.24,382795835.69,2560,147772838.31,235,2963233.02,2153997.76,809235.25,144140.52,953375.77,661007.79,247089.78,123467.44,182833.98,1214398.99,220040.41,-261023.21,-481063.62
010,2024-06,146,267,665729244.77,336864445.49,2695,201363357.13,270,3006218.94,1545614.99,1460603.95,192527.53,1653131.48,606820.85,253681.01,118069.13,149322.03,1127893.02,728014.95,525238.46,-202776.49
011,2024-06,130,260,622279805.55,357848194.14,2718,221425930.63,246,3195092.84,494685.65,2700407.19,148988.45,2849395.65,618388.1,258056.1,126779.6,182191.56,1185415.36,-1604817.83,1663980.29,3268798.12
012,2024-06,153,264,657564706.94,512590673.65,2356,231070760.6,453,4256585.85,159869.37,4096716.48,183076.58,4279793.06,1487198.43,476322.56,269642.12,270765.64,2503928.74,-1569422.64,1775864.32,3345286.96
013,2024-06,180,304,698853960.54,405847297.38,3293,288753069.38,733,3585197.64,303332.33,3281865.31,257844.0,3539709.31,3027382.16,984193.46,758141.29,607575.1,5377292.01,378628.22,-1837582.7,-2216210.92
014,2024-06,159,297,367419379.83,362076945.18,3226,134431472.15,322,3246129.93,92998.22,3153131.72,167585.79,3320717.5,655343.13,234751.36,149070.44,189272.77,1228437.7,-5362970.43,2092279.8,7455250.23
015,2024-06,161,284,605823272.68,499664380.56,2475,121793448.36,531,4063701.66,697791.91,3365909.76,182332.47,3548242.22,1264305.4,623567.28,296161.29,336039.71,2520073.68,-2165947.37,1028168.54,3194115.91
016,2024-06,128,237,448903566.88,273548017.1,2693,245142988.36,212,2504833.5,113726.26,2391107.24,147238.82,2538346.06,654560.2,236599.39,124978.48,191998.66,1208136.73,200401.36,1330209.33,1129807.97
017,2024-06,240,439,893203849.65,981112757.48,4424,602280018.73,1340,9009008.71,209635.61,8799373.1,787893.84,9587266.94,3157643.31,981597.51,1072010.91,646716.12,5857967.86,638137.16,3729299.08,3091161.92
018,2024-06,189,336,719083475.61,525966473.27,3817,917013476.82,487,3380187.81,151098.42,3229089.39,412603.62,3641693.01,597682.05,242399.85,155588.63,156232.04,1151902.56,1571151.39,2489790.45,918639.06
019,2024-06,234,438,965450374.36,624313479.6,3967,568972142.52,1132,5714910.82,763490.84,4951419.98,604909.72,5556329.69,1300387.8,603614.43,467545.94,345140.7,2716688.87,-2012867.92,2839640.82,4852508.74
020,2024-06,167,302,529728384.88,537448083.54,2963,158752784.09,691,4688418.42,137157.78,4551260.64,344790.66,4896051.3,1669670.26,594448.16,411187.66,401997.75,3077303.83,1032265.39,1818747.47,786482.07
021,2024-06,111,214,644243040.49,414206004.82,2091,346028898.86,427,3864514.1,127070.65,3737443.45,158515.22,3895958.67,1705016.24,558807.32,295179.37,394039.58,2953042.51,-749864.61,942916.16,1692780.77
022,2024-06,131,259,528416135.2,418525005.83,2736,257340632.18,490,3845460.02,203642.91,3641817.11,183095.01,3824912.12,1755862.65,533921.19,360313.7,438355.7,3088453.23,65284.89,736458.89,671174.0
023,2024-06,175,304,750082477.65,417498177.78,2912,224284219.18,668,3966662.93,205302.85,3761360.07,291250.09,4052610.16,1249992.68,493997.75,313492.6,350849.97,2408333.0,966146.78,1644277.16,678130.38
024,2024-06,129,233,317109171.95,300606084.43,2545,129199004.39,505,3048801.24,57869.67,2990931.57,182236.39,3173167.96,1619709.84,539268.59,321919.85,406119.11,2887017.39,-1217922.75,286150.57,1504073.32
025,2024-06,179,339,596924675.73,422052784.22,3221,170354903.42,851,3673290.44,370529.76,3302760.68,359897.89,3662658.57,647705.39,283336.47,186291.17,159764.36,1277097.39,-2031380.51,2385561.18,4416941.69
026,2024-06,200,320,686098700.35,611115622.87,3504,511888139.45,829,6358687.5,236755.63,6121931.87,346460.84,6468392.71,602249.07,302241.94,184488.47,150189.79,1239169.27,-1239226.74,5229223.44,6468450.18
027,2024-06,134,226,568787926.95,380730514.68,2241,110670398.72,502,3296983.99,197892.32,3099091.67,208882.72,3307974.39,1595527.55,485026.94,292431.18,375046.95,2748032.62,499978.03,559941.77,59963.74
028,2024-06,117,197,291915090.5,433698903.7,1946,182183316.02,418,3159784.76,80430.28,3079354.48,206401.37,3285755.85,626908.77,262156.23,112445.06,164929.83,1166439.88,1558105.89,2119315.97,561210.08
029,2024-06,98,173,310488352.89,289562245.2,1686,42952617.4,379,2207206.59,112753.5,2094453.09,82947.94,2177401.04,1646906.07,522850.92,236622.64,330005.74,2736385.37,1002569.52,-558984.33,-1561553.85
030,2024-06,106,172,319362669.09,321415196.39,1836,265891009.95,407,3164508.45,180030.56,2984477.89,165521.41,3149999.3,1716654.78,562837.86,270750.85,383106.74,2933350.23,-3226670.18,216649.06,3443319.24
031,2024-06,94,166,348149688.67,231180422.46,1720,84683936.39,415,2085770.34,113794.29,1971976.05,89007.63,2060983.67,1642403.61,525991.95,251459.31,366404.91,2786259.78,-241159.41,-725276.1,-484116.69
032,2024-06,98,177,261443248.38,254471792.56,1785,104092832.25,459,2487623.83,96215.96,2391407.86,151415.56,2542823.42,1685832.37,494330.85,257653.81,379066.69,2816883.72,-1293650.36,-274060.29,1019590.07
033,2024-06,90,151,299579069.95,305148288.89,1605,105053000.95,390,2926278.32,382400.76,2543877.56,60674.13,2604551.68,1192581.81,417020.82,172005.59,252714.26,2034322.49,-910943.8,570229.2,1481173.0
034,2024-06,83,136,139114574.02,310442709.08,1324,50108539.72,412,2671135.11,36466.01,2634669.11,79916.68,2714585.79,1692761.21,468188.0,224630.87,430860.7,2816440.78,518650.85,-101854.99,-620505.85
035,2024-06,68,118,150519098.98,307187602.23,1115,105868188.03,347,2838567.95,43073.78,2795494.18,54622.32,2850116.5,1531993.58,481404.42,170836.16,303373.44,2487607.6,-194352.46,362508.9,556861.36
036,2024-06,59,112,179153885.36,152505650.01,1128,44880325.29,206,1568008.58,69761.71,1498246.87,71279.35,1569526.21,802196.51,307005.3,88274.0,200309.55,1397785.36,-98441.63,171740.85,270182.49
037,2024-06,136,205,342122610.28,351725481.08,1944,196441723.54,764,3271940.12,98025.09,3173915.03,190779.09,3364694.12,651978.23,279867.35,145806.31,196940.06,1274591.95,1528701.24,2090102.17,561400.93
001,2024-07,175,331,696400203.67,619062584.41,3241,156625749.34,735,5011794.51,214647.47,4797147.04,286983.6,5084130.64,3133918.99,810054.9,770805.81,793744.22,5508523.92,-5408157.54,-424393.28,4983764.26
