transaction_id,account_id,transaction_datetime,transaction_type,direction,channel,amount,counterparty_type,transfer_scope,counterparty_bank_id,transaction_branch_id,transaction_status,merchant_category,failure_reason
T0000125915,A0007745,2025-04-15 07:22:29,SERVICE_PAYMENT,DEBIT,AUTOMATIC,5024.74,SERVICE_PROVIDER,,,,COMPLETED,,
T0000125916,A0002675,2025-04-15 08:42:33,TRANSFER_OUT,DEBIT,MOBILE,24404.59,GOVERNMENT,,,,COMPLETED,,
T0000125917,A0000303,2025-04-15 08:50:12,DEBIT_PURCHASE,DEBIT,POS,6193.07,MERCHANT,,,,COMPLETED,HOME,
T0000125918,A0007912,2025-04-15 08:53:11,LOAN_DISBURSEMENT,CREDIT,AUTOMATIC,345000.0,LOAN_ACCOUNT,,,,COMPLETED,,
T0000125919,A0004156,2025-04-15 09:09:22,TRANSFER_OUT,DEBIT,WEB,3496.64,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125920,A0016410,2025-04-15 09:09:22,TRANSFER_IN,CREDIT,WEB,3496.64,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125921,A0017302,2025-04-15 09:14:15,LOAN_PAYMENT,DEBIT,MOBILE,19200.45,LOAN_ACCOUNT,,,,COMPLETED,,
T0000125922,A0002346,2025-04-15 09:22:52,LOAN_PAYMENT,DEBIT,AUTOMATIC,560.81,LOAN_ACCOUNT,,,,FAILED,,INSUFFICIENT_FUNDS
T0000125923,A0018938,2025-04-15 09:44:13,SERVICE_PAYMENT,DEBIT,WEB,6865.13,SUPPLIER,,,,COMPLETED,,
T0000125924,A0011890,2025-04-15 09:45:56,TRANSFER_OUT,DEBIT,BRANCH,5420.19,BTYT_CUSTOMER,INTERNAL,B000,002,COMPLETED,,
T0000125925,A0016902,2025-04-15 09:45:56,TRANSFER_IN,CREDIT,BRANCH,5420.19,BTYT_CUSTOMER,INTERNAL,B000,002,COMPLETED,,
T0000125926,A0002675,2025-04-15 09:47:40,TRANSFER_IN,CREDIT,BRANCH,275959.79,GOVERNMENT,,,030,COMPLETED,,
T0000125927,A0005950,2025-04-15 10:00:06,CASH_DEPOSIT,CREDIT,BRANCH,1954.25,OTHER,,,031,COMPLETED,,
T0000125928,A0013360,2025-04-15 10:05:03,CASH_WITHDRAWAL,DEBIT,BRANCH,1491.55,OTHER,,,018,COMPLETED,,
T0000125929,A0001732,2025-04-15 10:17:21,DEBIT_PURCHASE,DEBIT,POS,79.39,MERCHANT,,,,COMPLETED,RETAIL,
T0000125930,A0003781,2025-04-15 10:27:36,TRANSFER_IN,CREDIT,BRANCH,94956.05,OTHER,,,026,COMPLETED,,
T0000125931,A0016876,2025-04-15 10:31:44,CASH_WITHDRAWAL,DEBIT,BRANCH,6396.2,OTHER,,,023,COMPLETED,,
T0000125932,A0013360,2025-04-15 10:35:41,SERVICE_PAYMENT,DEBIT,WEB,914.86,SERVICE_PROVIDER,,,,COMPLETED,,
T0000125933,A0002675,2025-04-15 10:44:51,SERVICE_PAYMENT,DEBIT,WEB,81705.67,GOVERNMENT,,,,COMPLETED,,
T0000125934,A0015605,2025-04-15 11:51:40,TRANSFER_IN,CREDIT,BRANCH,26474.23,EMPLOYER,,,019,COMPLETED,,
T0000125935,A0014771,2025-04-15 12:08:32,TRANSFER_OUT,DEBIT,MOBILE,16911.98,OTHER,,,,COMPLETED,,
T0000125936,A0002072,2025-04-15 12:12:22,TRANSFER_OUT,DEBIT,BRANCH,1941062.07,OTHER_BANK,INTERNATIONAL,B101,005,COMPLETED,,
T0000125937,A0000100,2025-04-15 12:23:56,DEBIT_PURCHASE,DEBIT,POS,3045.44,MERCHANT,,,,COMPLETED,GROCERIES,
T0000125938,A0014300,2025-04-15 12:25:48,TRANSFER_OUT,DEBIT,WEB,1091.1,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125939,A0017902,2025-04-15 12:25:48,TRANSFER_IN,CREDIT,WEB,1091.1,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125940,A0002675,2025-04-15 12:37:29,CASH_DEPOSIT,CREDIT,ATM,446271.59,OTHER,,,,COMPLETED,,
T0000125941,A0011809,2025-04-15 12:53:08,CASH_DEPOSIT,CREDIT,BRANCH,5820.77,OTHER,,,005,COMPLETED,,
T0000125942,A0007740,2025-04-15 12:59:42,TRANSFER_IN,CREDIT,WEB,9860.6,OTHER_BANK,DOMESTIC_EXTERNAL,B007,,COMPLETED,,
T0000125943,A0012627,2025-04-15 13:05:05,SERVICE_PAYMENT,DEBIT,MOBILE,1189.98,SERVICE_PROVIDER,,,,COMPLETED,,
T0000125944,A0011888,2025-04-15 13:08:04,CASH_WITHDRAWAL,DEBIT,ATM,1348.01,OTHER,,,,COMPLETED,,
T0000125945,A0000819,2025-04-15 13:13:47,CASH_DEPOSIT,CREDIT,BRANCH,1809.57,OTHER,,,012,COMPLETED,,
T0000125946,A0002675,2025-04-15 13:23:19,TRANSFER_OUT,DEBIT,MOBILE,264654.21,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125947,A0013512,2025-04-15 13:23:19,TRANSFER_IN,CREDIT,MOBILE,264654.21,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125948,A0017970,2025-04-15 13:25:58,TRANSFER_OUT,DEBIT,BRANCH,7086.7,OTHER_BANK,DOMESTIC_EXTERNAL,B007,022,COMPLETED,,
T0000125949,A0001885,2025-04-15 13:33:01,SERVICE_PAYMENT,DEBIT,WEB,1885.86,SERVICE_PROVIDER,,,,COMPLETED,,
T0000125950,A0015734,2025-04-15 13:36:27,SERVICE_PAYMENT,DEBIT,BRANCH,2753.18,SERVICE_PROVIDER,,,015,COMPLETED,,
T0000125951,A0011868,2025-04-15 14:00:17,TRANSFER_IN,CREDIT,MOBILE,16122.01,GOVERNMENT,,,,COMPLETED,,
T0000125952,A0002072,2025-04-15 14:09:04,TRANSFER_OUT,DEBIT,WEB,13567.62,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125953,A0013269,2025-04-15 14:09:04,TRANSFER_IN,CREDIT,WEB,13567.62,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125954,A0012826,2025-04-15 14:39:08,TRANSFER_OUT,DEBIT,WEB,12526.44,OTHER,,,,COMPLETED,,
T0000125955,A0016692,2025-04-15 14:41:16,CASH_DEPOSIT,CREDIT,BRANCH,15500.52,OTHER,,,011,COMPLETED,,
T0000125956,A0015996,2025-04-15 14:45:25,SERVICE_PAYMENT,DEBIT,MOBILE,908.95,SERVICE_PROVIDER,,,,COMPLETED,,
T0000125957,A0015093,2025-04-15 14:46:56,DEBIT_PURCHASE,DEBIT,POS,3695.47,MERCHANT,,,,COMPLETED,HEALTHCARE,
T0000125958,A0000819,2025-04-15 14:54:22,CASH_DEPOSIT,CREDIT,BRANCH,3184.45,OTHER,,,028,COMPLETED,,
T0000125959,A0008281,2025-04-15 14:55:18,TRANSFER_OUT,DEBIT,BRANCH,8655.5,GOVERNMENT,,,025,COMPLETED,,
T0000125960,A0006928,2025-04-15 15:13:37,SERVICE_PAYMENT,DEBIT,MOBILE,6749.9,SERVICE_PROVIDER,,,,COMPLETED,,
T0000125961,A0013864,2025-04-15 15:25:51,TRANSFER_OUT,DEBIT,MOBILE,50082.34,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125962,A0016876,2025-04-15 15:25:51,TRANSFER_IN,CREDIT,MOBILE,50082.34,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125963,A0003389,2025-04-15 15:33:22,TRANSFER_OUT,DEBIT,BRANCH,23463.19,OTHER_BANK,DOMESTIC_EXTERNAL,B001,019,COMPLETED,,
T0000125964,A0002675,2025-04-15 15:55:39,DEBIT_PURCHASE,DEBIT,POS,66092.62,MERCHANT,,,,COMPLETED,OTHER,
T0000125965,A0013512,2025-04-15 15:55:40,TRANSFER_IN,CREDIT,MOBILE,12317.79,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125966,A0015605,2025-04-15 15:55:40,TRANSFER_OUT,DEBIT,MOBILE,12317.79,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125967,A0014401,2025-04-15 16:04:15,TRANSFER_OUT,DEBIT,WEB,13434.62,OTHER_BANK,INTERNATIONAL,B102,,FAILED,,INSUFFICIENT_FUNDS
T0000125968,A0007633,2025-04-15 16:04:41,TRANSFER_IN,CREDIT,BRANCH,44995.78,BTYT_CUSTOMER,INTERNAL,B000,027,COMPLETED,,
T0000125969,A0011868,2025-04-15 16:04:41,TRANSFER_OUT,DEBIT,BRANCH,44995.78,BTYT_CUSTOMER,INTERNAL,B000,027,COMPLETED,,
T0000125970,A0011889,2025-04-15 16:27:55,DEBIT_PURCHASE,DEBIT,POS,4480.32,MERCHANT,,,,COMPLETED,AUTOMOTIVE,
T0000125971,A0005790,2025-04-15 16:34:29,TRANSFER_OUT,DEBIT,BRANCH,2297.61,BTYT_CUSTOMER,INTERNAL,B000,035,COMPLETED,,
T0000125972,A0015110,2025-04-15 16:34:29,TRANSFER_IN,CREDIT,BRANCH,2297.61,BTYT_CUSTOMER,INTERNAL,B000,035,COMPLETED,,
T0000125973,A0012171,2025-04-15 16:36:42,TRANSFER_OUT,DEBIT,BRANCH,9956.28,OTHER_BANK,DOMESTIC_EXTERNAL,B001,013,COMPLETED,,
T0000125974,A0000303,2025-04-15 16:41:13,TRANSFER_IN,CREDIT,WEB,33224.83,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125975,A0008326,2025-04-15 16:41:13,TRANSFER_OUT,DEBIT,WEB,33224.83,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125976,A0018164,2025-04-15 16:44:59,DEBIT_PURCHASE,DEBIT,POS,5097.35,MERCHANT,,,,COMPLETED,HOME,
T0000125977,A0011889,2025-04-15 16:48:18,LOAN_PAYMENT,DEBIT,WEB,62397.1,LOAN_ACCOUNT,,,,COMPLETED,,
T0000125978,A0014535,2025-04-15 16:56:16,TRANSFER_IN,CREDIT,BRANCH,1720.64,EMPLOYER,,,025,COMPLETED,,
T0000125979,A0000896,2025-04-15 17:09:45,SERVICE_PAYMENT,DEBIT,MOBILE,4133.25,SERVICE_PROVIDER,,,,COMPLETED,,
T0000125980,A0012109,2025-04-15 17:13:25,TRANSFER_IN,CREDIT,WEB,317.65,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125981,A0014604,2025-04-15 17:13:25,TRANSFER_OUT,DEBIT,WEB,317.65,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125982,A0013777,2025-04-15 17:27:35,TRANSFER_OUT,DEBIT,MOBILE,8680.84,OTHER_BANK,DOMESTIC_EXTERNAL,B001,,COMPLETED,,
T0000125983,A0017902,2025-04-15 17:29:22,CASH_WITHDRAWAL,DEBIT,ATM,4553.66,OTHER,,,,COMPLETED,,
T0000125984,A0002481,2025-04-15 17:34:09,TRANSFER_OUT,DEBIT,MOBILE,2375.38,OTHER_BANK,INTERNATIONAL,B105,,COMPLETED,,
T0000125985,A0008326,2025-04-15 18:08:10,TRANSFER_OUT,DEBIT,MOBILE,2620.59,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125986,A0017483,2025-04-15 18:08:10,TRANSFER_IN,CREDIT,MOBILE,2620.59,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125987,A0013269,2025-04-15 18:17:53,TRANSFER_OUT,DEBIT,WEB,3764.97,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125988,A0014274,2025-04-15 18:17:53,TRANSFER_IN,CREDIT,WEB,3764.97,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000125989,A0006611,2025-04-15 18:26:28,DEBIT_PURCHASE,DEBIT,POS,3211.49,MERCHANT,,,,COMPLETED,GROCERIES,
T0000125990,A0017110,2025-04-15 19:13:24,SERVICE_PAYMENT,DEBIT,MOBILE,637.77,SERVICE_PROVIDER,,,,COMPLETED,,
T0000125991,A0014138,2025-04-15 19:16:32,SERVICE_PAYMENT,DEBIT,MOBILE,2623.25,GOVERNMENT,,,,COMPLETED,,
T0000125992,A0011095,2025-04-15 19:43:19,DEBIT_PURCHASE,DEBIT,POS,754.58,MERCHANT,,,,COMPLETED,GROCERIES,
T0000125993,A0012897,2025-04-15 20:42:35,CASH_WITHDRAWAL,DEBIT,ATM,453.56,OTHER,,,,COMPLETED,,
T0000125994,A0008281,2025-04-15 20:43:05,CASH_WITHDRAWAL,DEBIT,ATM,10760.3,OTHER,,,,COMPLETED,,
T0000125995,A0002675,2025-04-15 20:47:43,TRANSFER_IN,CREDIT,MOBILE,245562.32,SUPPLIER,,,,COMPLETED,,
T0000125996,A0012639,2025-04-15 20:54:08,TRANSFER_IN,CREDIT,MOBILE,17762.44,OTHER_BANK,DOMESTIC_EXTERNAL,B008,,COMPLETED,,
T0000125997,A0012676,2025-04-15 21:00:37,TRANSFER_IN,CREDIT,MOBILE,4461.71,OTHER_BANK,DOMESTIC_EXTERNAL,B001,,COMPLETED,,
T0000125998,A0015996,2025-04-15 21:33:12,DEBIT_PURCHASE,DEBIT,POS,190.17,MERCHANT,,,,COMPLETED,UTILITIES,
T0000125999,A0012897,2025-04-15 22:40:18,DEBIT_PURCHASE,DEBIT,POS,2424.17,MERCHANT,,,,COMPLETED,RETAIL,
T0000126000,A0016692,2025-04-15 23:03:12,DEBIT_PURCHASE,DEBIT,POS,7293.11,MERCHANT,,,,COMPLETED,FUEL,
T0000126001,A0007205,2025-04-15 23:08:25,CASH_WITHDRAWAL,DEBIT,ATM,6952.86,OTHER,,,,COMPLETED,,
T0000126002,A0006928,2025-04-15 23:32:05,SERVICE_PAYMENT,DEBIT,WEB,2035.25,GOVERNMENT,,,,COMPLETED,,
T0000126003,A0002072,2025-04-15 23:47:46,DEBIT_PURCHASE,DEBIT,POS,16314.49,MERCHANT,,,,COMPLETED,GROCERIES,
T0000126004,A0013971,2025-04-15 23:58:52,TRANSFER_IN,CREDIT,MOBILE,12179.87,OTHER_BANK,DOMESTIC_EXTERNAL,B008,,COMPLETED,,
T0000126005,A0012627,2025-04-16 00:45:49,SERVICE_PAYMENT,DEBIT,AUTOMATIC,1080.81,SERVICE_PROVIDER,,,,COMPLETED,,
T0000126006,A0002675,2025-04-16 01:36:55,SERVICE_PAYMENT,DEBIT,AUTOMATIC,30975.4,SERVICE_PROVIDER,,,,COMPLETED,,
T0000126007,A0018048,2025-04-16 02:06:27,INTEREST_CREDIT,CREDIT,AUTOMATIC,117.55,OTHER,,,,COMPLETED,,
T0000126008,A0015110,2025-04-16 03:45:02,SERVICE_PAYMENT,DEBIT,AUTOMATIC,2221.37,GOVERNMENT,,,,COMPLETED,,
T0000126009,A0011464,2025-04-16 03:50:48,SERVICE_PAYMENT,DEBIT,AUTOMATIC,1034.51,SERVICE_PROVIDER,,,,COMPLETED,,
T0000126010,A0001337,2025-04-16 06:06:14,TRANSFER_IN,CREDIT,WEB,5977.26,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126011,A0002675,2025-04-16 06:06:14,TRANSFER_OUT,DEBIT,WEB,5977.26,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126012,A0001485,2025-04-16 06:11:48,TRANSFER_IN,CREDIT,WEB,14197.6,EMPLOYER,,,,COMPLETED,,
T0000126013,A0002675,2025-04-16 06:34:06,CASH_WITHDRAWAL,DEBIT,ATM,34469.63,OTHER,,,,COMPLETED,,
T0000126014,A0002675,2025-04-16 06:52:10,TRANSFER_IN,CREDIT,MOBILE,363663.12,BTYT_CUSTOMER,INTERNAL,B000,,FAILED,,INSUFFICIENT_FUNDS
T0000126015,A0002072,2025-04-16 07:04:40,SERVICE_PAYMENT,DEBIT,AUTOMATIC,116535.09,SERVICE_PROVIDER,,,,COMPLETED,,
T0000126016,A0002675,2025-04-16 07:48:21,SERVICE_PAYMENT,DEBIT,WEB,99226.13,GOVERNMENT,,,,COMPLETED,,
T0000126017,A0005820,2025-04-16 08:04:56,TRANSFER_IN,CREDIT,WEB,42148.51,OTHER_BANK,INTERNATIONAL,B104,,COMPLETED,,
T0000126018,A0000819,2025-04-16 08:39:51,TRANSFER_IN,CREDIT,MOBILE,22504.54,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126019,A0017970,2025-04-16 08:39:51,TRANSFER_OUT,DEBIT,MOBILE,22504.54,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126020,A0013360,2025-04-16 09:18:06,SERVICE_PAYMENT,DEBIT,BRANCH,191.3,SERVICE_PROVIDER,,,011,COMPLETED,,
T0000126021,A0007885,2025-04-16 09:36:31,LOAN_PAYMENT,DEBIT,WEB,40189.74,LOAN_ACCOUNT,,,,COMPLETED,,
T0000126022,A0015110,2025-04-16 09:45:44,SERVICE_PAYMENT,DEBIT,AUTOMATIC,1369.66,SERVICE_PROVIDER,,,,COMPLETED,,
T0000126023,A0002675,2025-04-16 10:33:47,CASH_DEPOSIT,CREDIT,BRANCH,20865.2,OTHER,,,015,COMPLETED,,
T0000126024,A0000819,2025-04-16 10:43:06,TRANSFER_OUT,DEBIT,BRANCH,11065.34,OTHER_BANK,DOMESTIC_EXTERNAL,B001,022,COMPLETED,,
T0000126025,A0016254,2025-04-16 10:45:27,SERVICE_PAYMENT,DEBIT,BRANCH,9838.11,SERVICE_PROVIDER,,,017,COMPLETED,,
T0000126026,A0013269,2025-04-16 10:53:25,TRANSFER_IN,CREDIT,WEB,10345.47,OTHER_BANK,DOMESTIC_EXTERNAL,B007,,COMPLETED,,
T0000126027,A0013864,2025-04-16 10:57:49,TRANSFER_IN,CREDIT,WEB,12037.36,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126028,A0017110,2025-04-16 10:57:49,TRANSFER_OUT,DEBIT,WEB,12037.36,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126029,A0002675,2025-04-16 11:02:09,TRANSFER_IN,CREDIT,BRANCH,259391.08,BTYT_CUSTOMER,INTERNAL,B000,014,FAILED,,INSUFFICIENT_FUNDS
T0000126030,A0016632,2025-04-16 11:03:00,SERVICE_PAYMENT,DEBIT,BRANCH,24031.51,SERVICE_PROVIDER,,,010,COMPLETED,,
T0000126031,A0013529,2025-04-16 11:04:14,TRANSFER_OUT,DEBIT,MOBILE,22373.33,GOVERNMENT,,,,COMPLETED,,
T0000126032,A0003389,2025-04-16 11:08:10,SERVICE_PAYMENT,DEBIT,MOBILE,5284.04,SERVICE_PROVIDER,,,,COMPLETED,,
T0000126033,A0013360,2025-04-16 11:10:49,TRANSFER_OUT,DEBIT,BRANCH,9052.06,BTYT_CUSTOMER,INTERNAL,B000,023,COMPLETED,,
T0000126034,A0016410,2025-04-16 11:10:49,TRANSFER_IN,CREDIT,BRANCH,9052.06,BTYT_CUSTOMER,INTERNAL,B000,023,COMPLETED,,
T0000126035,A0012897,2025-04-16 11:17:26,TRANSFER_IN,CREDIT,MOBILE,10249.15,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126036,A0013517,2025-04-16 11:17:26,TRANSFER_OUT,DEBIT,MOBILE,10249.15,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126037,A0008666,2025-04-16 11:19:16,LOAN_PAYMENT,DEBIT,BRANCH,28267.52,LOAN_ACCOUNT,,,017,COMPLETED,,
T0000126038,A0002481,2025-04-16 11:21:54,CASH_DEPOSIT,CREDIT,BRANCH,42207.15,OTHER,,,013,COMPLETED,,
T0000126039,A0017483,2025-04-16 11:31:40,CASH_WITHDRAWAL,DEBIT,ATM,351.99,OTHER,,,,COMPLETED,,
T0000126040,A0009610,2025-04-16 11:41:30,TRANSFER_IN,CREDIT,BRANCH,17935.77,OTHER_BANK,DOMESTIC_EXTERNAL,B001,026,COMPLETED,,
T0000126041,A0017970,2025-04-16 11:43:33,TRANSFER_OUT,DEBIT,MOBILE,51810.76,OTHER_BANK,DOMESTIC_EXTERNAL,B004,,COMPLETED,,
T0000126042,A0014300,2025-04-16 11:44:44,CASH_DEPOSIT,CREDIT,BRANCH,6654.76,OTHER,,,036,COMPLETED,,
T0000126043,A0014802,2025-04-16 11:45:58,TRANSFER_IN,CREDIT,MOBILE,11265.04,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126044,A0017446,2025-04-16 11:45:58,TRANSFER_OUT,DEBIT,MOBILE,11265.04,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126045,A0003388,2025-04-16 11:52:37,TRANSFER_OUT,DEBIT,BRANCH,18037.2,OTHER_BANK,DOMESTIC_EXTERNAL,B001,030,COMPLETED,,
T0000126046,A0012107,2025-04-16 11:56:40,CASH_WITHDRAWAL,DEBIT,ATM,59621.97,OTHER,,,,COMPLETED,,
T0000126047,A0008281,2025-04-16 12:10:26,CASH_WITHDRAWAL,DEBIT,BRANCH,11889.5,OTHER,,,032,COMPLETED,,
T0000126048,A0018938,2025-04-16 12:20:00,TRANSFER_IN,CREDIT,WEB,12169.06,OTHER_BANK,INTERNATIONAL,B105,,COMPLETED,,
T0000126049,A0014794,2025-04-16 12:22:29,TRANSFER_OUT,DEBIT,MOBILE,6234.23,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126050,A0018504,2025-04-16 12:22:29,TRANSFER_IN,CREDIT,MOBILE,6234.23,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126051,A0016966,2025-04-16 12:26:07,TRANSFER_OUT,DEBIT,WEB,3901.27,OTHER,,,,COMPLETED,,
T0000126052,A0002481,2025-04-16 12:29:02,TRANSFER_OUT,DEBIT,MOBILE,8645.31,GOVERNMENT,,,,COMPLETED,,
T0000126053,A0000303,2025-04-16 12:29:36,CASH_WITHDRAWAL,DEBIT,ATM,3912.79,OTHER,,,,COMPLETED,,
T0000126054,A0004156,2025-04-16 12:35:27,TRANSFER_OUT,DEBIT,BRANCH,4905.67,BTYT_CUSTOMER,INTERNAL,B000,035,COMPLETED,,
T0000126055,A0013360,2025-04-16 12:35:27,TRANSFER_IN,CREDIT,BRANCH,4905.67,BTYT_CUSTOMER,INTERNAL,B000,035,COMPLETED,,
T0000126056,A0003388,2025-04-16 12:43:52,SERVICE_PAYMENT,DEBIT,BRANCH,6152.07,SERVICE_PROVIDER,,,027,COMPLETED,,
T0000126057,A0012897,2025-04-16 12:43:53,TRANSFER_IN,CREDIT,WEB,734.08,OTHER_BANK,DOMESTIC_EXTERNAL,B008,,COMPLETED,,
T0000126058,A0002675,2025-04-16 12:51:48,TRANSFER_IN,CREDIT,MOBILE,400413.44,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126059,A0011808,2025-04-16 12:51:48,TRANSFER_OUT,DEBIT,MOBILE,400413.44,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126060,A0013269,2025-04-16 12:52:43,TRANSFER_IN,CREDIT,BRANCH,3087.02,OTHER_BANK,DOMESTIC_EXTERNAL,B001,021,COMPLETED,,
T0000126061,A0011718,2025-04-16 13:01:40,TRANSFER_IN,CREDIT,MOBILE,18324.56,OTHER_BANK,DOMESTIC_EXTERNAL,B011,,COMPLETED,,
T0000126062,A0011889,2025-04-16 13:06:41,TRANSFER_OUT,DEBIT,MOBILE,28786.37,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126063,A0016254,2025-04-16 13:06:41,TRANSFER_IN,CREDIT,MOBILE,28786.37,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126064,A0014604,2025-04-16 13:14:45,CASH_WITHDRAWAL,DEBIT,BRANCH,120.61,OTHER,,,017,COMPLETED,,
T0000126065,A0005790,2025-04-16 13:47:11,SERVICE_PAYMENT,DEBIT,MOBILE,2167.98,GOVERNMENT,,,,COMPLETED,,
T0000126066,A0008370,2025-04-16 13:48:53,TRANSFER_IN,CREDIT,MOBILE,1039.55,OTHER_BANK,DOMESTIC_EXTERNAL,B004,,COMPLETED,,
T0000126067,A0017483,2025-04-16 13:56:29,CASH_WITHDRAWAL,DEBIT,BRANCH,873.41,OTHER,,,035,COMPLETED,,
T0000126068,A0002072,2025-04-16 13:57:21,SERVICE_PAYMENT,DEBIT,MOBILE,36252.19,SUPPLIER,,,,COMPLETED,,
T0000126069,A0017110,2025-04-16 14:00:35,TRANSFER_OUT,DEBIT,WEB,15815.88,OTHER_BANK,DOMESTIC_EXTERNAL,B011,,COMPLETED,,
T0000126070,A0015605,2025-04-16 14:07:01,CASH_WITHDRAWAL,DEBIT,ATM,4434.14,OTHER,,,,COMPLETED,,
T0000126071,A0014853,2025-04-16 14:08:08,CASH_WITHDRAWAL,DEBIT,BRANCH,4659.12,OTHER,,,003,COMPLETED,,
T0000126072,A0001337,2025-04-16 14:10:09,DEBIT_PURCHASE,DEBIT,POS,7669.12,MERCHANT,,,,COMPLETED,GROCERIES,
T0000126073,A0017361,2025-04-16 14:13:18,CASH_DEPOSIT,CREDIT,ATM,4207.47,OTHER,,,,COMPLETED,,
T0000126074,A0013338,2025-04-16 14:28:39,TRANSFER_OUT,DEBIT,MOBILE,27892.56,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126075,A0018504,2025-04-16 14:28:39,TRANSFER_IN,CREDIT,MOBILE,27892.56,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126076,A0001887,2025-04-16 14:37:44,TRANSFER_IN,CREDIT,WEB,314.97,OTHER_BANK,INTERNATIONAL,B102,,COMPLETED,,
T0000126077,A0011809,2025-04-16 14:42:00,TRANSFER_OUT,DEBIT,MOBILE,2517.08,OTHER,,,,COMPLETED,,
T0000126078,A0008666,2025-04-16 14:49:51,CASH_DEPOSIT,CREDIT,BRANCH,4052.49,OTHER,,,011,COMPLETED,,
T0000126079,A0000819,2025-04-16 14:51:41,CASH_WITHDRAWAL,DEBIT,ATM,5647.21,OTHER,,,,COMPLETED,,
T0000126080,A0002629,2025-04-16 15:00:07,SERVICE_PAYMENT,DEBIT,MOBILE,5337.35,SERVICE_PROVIDER,,,,COMPLETED,,
T0000126081,A0016395,2025-04-16 15:00:39,SERVICE_PAYMENT,DEBIT,BRANCH,2015.89,SERVICE_PROVIDER,,,030,COMPLETED,,
T0000126082,A0007740,2025-04-16 15:24:46,DEBIT_PURCHASE,DEBIT,POS,1651.03,MERCHANT,,,,COMPLETED,PHARMACY,
T0000126083,A0013269,2025-04-16 15:27:51,DEBIT_PURCHASE,DEBIT,POS,956.21,MERCHANT,,,,COMPLETED,ENTERTAINMENT,
T0000126084,A0008281,2025-04-16 15:44:03,LOAN_PAYMENT,DEBIT,MOBILE,18616.36,LOAN_ACCOUNT,,,,COMPLETED,,
T0000126085,A0014771,2025-04-16 15:49:27,TRANSFER_IN,CREDIT,BRANCH,48555.31,OTHER_BANK,DOMESTIC_EXTERNAL,B006,037,COMPLETED,,
T0000126086,A0018845,2025-04-16 15:53:10,CASH_DEPOSIT,CREDIT,BRANCH,183.32,OTHER,,,006,COMPLETED,,
T0000126087,A0002819,2025-04-16 15:57:52,TRANSFER_IN,CREDIT,MOBILE,2934.09,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126088,A0003388,2025-04-16 15:57:52,TRANSFER_OUT,DEBIT,MOBILE,2934.09,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000126089,A0013360,2025-04-16 16:07:30,CASH_WITHDRAWAL,DEBIT,ATM,846.35,OTHER,,,,COMPLETED,,
