loan_id,year_month,outstanding_balance,current_interest_rate,scheduled_payment,actual_payment,days_past_due,delinquency_status,arrears_amount
L0000027,2024-05,937881.63,21.59,36358.86,36358.86,0,CURRENT,0.0
L0000027,2024-06,0.0,21.59,35631.69,954755.68,0,CURRENT,0.0
L0000028,2022-09,13000.0,12.46,0.0,0.0,0,CURRENT,0.0
L0000028,2022-10,12700.34,12.46,434.65,434.65,0,CURRENT,0.0
L0000028,2022-11,12397.56,12.46,434.65,434.65,0,CURRENT,0.0
L0000028,2022-12,12091.64,12.46,434.65,434.65,0,CURRENT,0.0
L0000028,2023-01,11782.54,12.46,434.65,434.65,0,CURRENT,0.0
L0000028,2023-02,11470.24,12.46,434.65,434.65,0,CURRENT,0.0
L0000028,2023-03,11154.69,12.46,434.65,434.65,0,CURRENT,0.0
L0000028,2023-04,10835.86,12.46,434.65,434.65,0,CURRENT,0.0
L0000028,2023-05,10513.73,12.46,434.65,434.65,0,CURRENT,0.0
L0000028,2023-06,10188.25,12.46,434.65,434.65,0,CURRENT,0.0
L0000028,2023-07,9859.39,12.46,434.65,434.65,0,CURRENT,0.0
L0000028,2023-08,9527.11,12.46,434.65,434.65,0,CURRENT,0.0
L0000028,2023-09,9191.39,12.46,434.65,434.65,0,CURRENT,0.0
L0000028,2023-10,8852.18,12.46,434.65,434.65,0,CURRENT,0.0
L0000028,2023-11,8509.45,12.46,434.65,434.65,0,CURRENT,0.0
L0000028,2023-12,8163.16,12.46,434.65,434.65,0,CURRENT,0.0
L0000028,2024-01,7813.27,12.46,434.65,434.65,0,CURRENT,0.0
L0000028,2024-02,7459.75,12.46,434.65,434.65,0,CURRENT,0.0
L0000028,2024-03,7193.61,12.46,434.65,343.6,18,DPD_1_30,91.05
L0000028,2024-04,6828.08,12.46,440.22,440.22,17,DPD_1_30,91.05
L0000028,2024-05,6397.66,12.46,440.22,501.32,18,DPD_1_30,29.95
L0000028,2024-06,6028.04,12.46,436.06,436.06,17,DPD_1_30,29.95
L0000028,2024-07,5654.57,12.46,436.06,436.06,18,DPD_1_30,29.95
L0000028,2024-08,5713.29,12.46,436.06,0.0,49,DPD_31_60,466.01
L0000028,2024-09,4917.55,12.46,467.23,854.45,17,DPD_1_30,78.8
L0000028,2024-10,4458.83,12.46,437.98,509.79,18,DPD_1_30,6.99
L0000028,2024-11,4505.12,12.46,431.04,0.0,48,DPD_31_60,438.02
L0000028,2024-12,4079.68,12.46,471.74,471.74,18,DPD_1_30,438.02
L0000028,2025-01,3361.46,12.46,475.68,760.45,18,DPD_1_30,153.26
L0000028,2025-02,2855.46,12.46,440.05,540.9,15,DPD_1_30,52.41
L0000028,2025-03,2459.96,12.3475,424.88,424.88,18,DPD_1_30,52.41
L0000028,2025-04,2031.41,12.3475,424.88,453.86,17,DPD_1_30,23.43
L0000028,2025-05,1610.59,12.3475,418.91,441.72,18,DPD_1_30,0.62
L0000028,2025-06,1213.86,12.3475,413.06,413.3,17,DPD_1_30,0.38
L0000028,2025-07,813.1,12.3475,412.98,413.25,18,DPD_1_30,0.1
L0000028,2025-08,408.59,12.3475,412.84,412.88,18,DPD_1_30,0.06
L0000028,2025-09,412.76,12.235,347.69,0.0,48,DPD_31_60,347.76
L0000028,2025-10,416.92,12.235,4.17,0.0,79,DPD_61_90,351.92
L0000028,2025-11,421.09,12.235,4.17,0.0,109,DPD_90_PLUS,356.09
L0000028,2025-12,425.25,12.235,4.17,0.0,140,DPD_90_PLUS,360.25
L0000028,2026-01,429.42,12.235,4.17,0.0,171,DPD_90_PLUS,364.42
L0000028,2026-02,433.59,12.235,4.17,0.0,199,DPD_90_PLUS,368.59
L0000029,2025-04,1850000.0,18.69,0.0,0.0,0,CURRENT,0.0
L0000029,2025-05,1829868.36,18.69,67524.03,48945.39,14,DPD_1_30,18578.64
L0000029,2025-06,1772175.12,18.69,68216.63,86193.44,13,DPD_1_30,601.83
L0000029,2025-07,1731662.49,18.69,67531.6,68114.26,14,DPD_1_30,19.16
L0000029,2025-08,1758633.13,18.69,67508.88,0.0,45,DPD_31_60,67528.04
L0000029,2025-09,1785603.77,18.69,69127.15,0.0,75,DPD_61_90,136655.19
L0000029,2025-10,1812574.42,18.69,70852.01,0.0,106,DPD_90_PLUS,207507.19
L0000029,2025-11,1766850.94,18.69,72694.12,72694.12,74,DPD_61_90,207507.19
L0000029,2025-12,1793189.9,18.69,72916.87,0.0,105,DPD_90_PLUS,280424.06
L0000029,2026-01,1819528.86,18.69,74982.09,0.0,136,DPD_90_PLUS,355406.15
L0000029,2026-02,1523174.85,18.69,77202.76,322692.98,42,DPD_31_60,109915.94
L0000029,2026-03,1500976.93,18.69,70452.96,45511.14,42,DPD_31_60,134857.76
L0000029,2026-04,1342572.91,18.69,71154.07,181207.74,13,DPD_1_30,24804.1
L0000029,2026-05,1274685.21,18.69,67475.21,88798.27,14,DPD_1_30,3481.04
L0000029,2026-06,1224920.98,18.69,66365.04,69617.45,13,DPD_1_30,228.63
L0000029,2026-07,1177809.83,18.69,66189.3,66189.3,14,DPD_1_30,228.63
L0000029,2026-08,1145525.39,18.69,66189.3,50628.82,14,DPD_1_30,15789.11
L0000029,2026-09,1087397.18,18.69,67100.78,75969.77,13,DPD_1_30,6920.11
L0000029,2026-10,1095066.71,18.69,66557.92,9266.68,14,DPD_1_30,64211.35
L0000029,2026-11,1042598.55,18.69,69296.59,69296.59,13,DPD_1_30,64211.35
L0000029,2026-12,924954.3,18.69,69488.47,133699.82,0,CURRENT,0.0
L0000030,2025-07,5580000.0,15.61,0.0,0.0,0,CURRENT,0.0
L0000030,2025-08,5560465.83,15.61,92120.67,92120.67,0,CURRENT,0.0
L0000030,2025-09,5540677.56,15.61,92120.67,92120.67,0,CURRENT,0.0
L0000030,2025-10,5520631.87,15.61,92120.67,92120.67,0,CURRENT,0.0
L0000030,2025-11,5500325.42,15.61,92120.67,92120.67,0,CURRENT,0.0
L0000030,2025-12,5479754.82,15.61,92120.67,92120.67,0,CURRENT,0.0
L0000030,2026-01,5534733.26,15.61,92120.67,16304.04,13,DPD_1_30,75816.63
L0000030,2026-02,5484150.0,15.61,92472.32,121865.74,10,DPD_1_30,46423.21
L0000030,2026-03,5555161.4,15.61,92478.28,0.0,41,DPD_31_60,138901.48
L0000030,2026-04,5478921.42,15.61,92843.38,147251.39,12,DPD_1_30,84493.46
L0000030,2026-05,5415825.41,15.61,92487.77,133552.52,13,DPD_1_30,43428.72
L0000030,2026-06,5366290.29,15.61,92491.19,119707.64,12,DPD_1_30,16212.27
L0000030,2026-07,5381969.52,15.3825,91655.68,53109.9,13,DPD_1_30,54758.05
L0000030,2026-08,5335077.09,15.3825,91769.82,115473.75,13,DPD_1_30,31054.12
L0000030,2026-09,5297703.26,15.3825,91775.36,105662.02,12,DPD_1_30,17167.46
L0000030,2026-10,5273942.02,15.3825,91671.18,91671.18,13,DPD_1_30,17167.46
L0000030,2026-11,5234074.3,15.3825,91671.18,107473.06,12,DPD_1_30,1365.57
L0000030,2026-12,5208407.77,15.3825,91395.25,92760.82,0,CURRENT,0.0
L0000031,2025-03,8680000.0,17.58,0.0,0.0,0,CURRENT,0.0
L0000031,2025-04,8626857.71,17.58,180304.29,180304.29,0,CURRENT,0.0
L0000031,2025-05,8572936.89,17.58,180304.29,180304.29,0,CURRENT,0.0
L0000031,2025-06,8518226.13,17.58,180304.29,180304.29,0,CURRENT,0.0
L0000031,2025-07,8479020.24,17.58,180304.29,163997.9,17,DPD_1_30,16306.38
L0000031,2025-08,8414689.55,17.58,180651.71,188548.33,17,DPD_1_30,8409.76
L0000031,2025-09,8352488.21,17.58,180482.34,185476.55,16,DPD_1_30,3415.54
L0000031,2025-10,8294477.68,17.58,180374.48,180374.48,17,DPD_1_30,3415.54
L0000031,2025-11,8235617.29,17.58,180374.48,180374.48,16,DPD_1_30,3415.54
L0000031,2025-12,8175894.6,17.58,180374.48,180374.48,17,DPD_1_30,3415.54
L0000031,2026-01,8112945.84,17.58,180374.48,182725.62,17,DPD_1_30,1064.41
L0000031,2026-02,8050906.31,17.58,180322.23,180894.19,14,DPD_1_30,492.45
L0000031,2026-03,7988542.67,17.58,180309.42,180309.42,17,DPD_1_30,492.45
L0000031,2026-04,7924950.47,17.58,180309.42,180624.35,16,DPD_1_30,177.52
L0000031,2026-05,7860644.47,17.58,180302.25,180406.52,17,DPD_1_30,73.25
L0000031,2026-06,7795451.38,17.58,180299.86,180351.53,16,DPD_1_30,21.57
L0000031,2026-07,7729336.0,17.58,180298.66,180318.75,17,DPD_1_30,1.49
L0000031,2026-08,7662271.4,17.58,180298.2,180299.37,17,DPD_1_30,0.32
L0000031,2026-09,7594225.51,17.58,180298.17,180298.17,16,DPD_1_30,0.32
L0000031,2026-10,7525182.74,17.58,180298.17,180298.17,17,DPD_1_30,0.32
L0000031,2026-11,7455128.31,17.58,180298.17,180298.36,16,DPD_1_30,0.13
L0000031,2026-12,7384047.65,17.58,180298.16,180298.29,0,CURRENT,0.0
L0000033,2021-01,1525.0,16.0575,20.41,20.41,0,CURRENT,0.0
L0000033,2021-02,1525.0,16.0575,20.41,20.41,0,CURRENT,0.0
L0000033,2021-03,1525.0,16.245,20.64,20.64,0,CURRENT,0.0
L0000033,2021-04,1525.0,16.245,20.64,20.64,0,CURRENT,0.0
L0000033,2021-05,1525.0,16.245,20.64,20.64,0,CURRENT,0.0
L0000033,2021-06,1525.0,16.245,20.64,20.64,0,CURRENT,0.0
L0000033,2021-07,1525.0,16.245,20.64,20.64,0,CURRENT,0.0
L0000033,2021-08,1525.0,16.245,20.64,20.64,0,CURRENT,0.0
L0000033,2021-09,1525.0,17.1825,21.84,21.84,0,CURRENT,0.0
L0000033,2021-10,1525.0,17.1825,21.84,21.84,0,CURRENT,0.0
L0000033,2021-11,1525.0,17.1825,21.84,21.84,0,CURRENT,0.0
L0000033,2021-12,1525.0,17.1825,21.84,21.84,0,CURRENT,0.0
L0000033,2022-01,1525.0,17.1825,21.84,21.84,0,CURRENT,0.0
L0000033,2022-02,1525.0,17.1825,21.84,21.84,0,CURRENT,0.0
L0000033,2022-03,1525.0,17.995,22.87,22.87,0,CURRENT,0.0
L0000033,2022-04,1525.0,17.995,22.87,22.87,0,CURRENT,0.0
L0000033,2022-05,1525.0,17.995,22.87,22.87,0,CURRENT,0.0
L0000033,2022-06,1525.0,17.995,22.87,22.87,0,CURRENT,0.0
L0000033,2022-07,1525.0,17.995,22.87,22.87,0,CURRENT,0.0
L0000033,2022-08,1525.0,17.995,22.87,22.87,0,CURRENT,0.0
L0000033,2022-09,1525.0,18.5575,23.58,23.58,0,CURRENT,0.0
L0000033,2022-10,1525.0,18.5575,23.58,23.58,0,CURRENT,0.0
L0000033,2022-11,1525.0,18.5575,23.58,23.58,0,CURRENT,0.0
L0000033,2022-12,1525.0,18.5575,23.58,23.58,0,CURRENT,0.0
L0000033,2023-01,1525.0,18.5575,23.58,23.58,0,CURRENT,0.0
L0000033,2023-02,1525.0,18.5575,23.58,23.58,0,CURRENT,0.0
L0000033,2023-03,1525.0,18.745,23.82,23.82,0,CURRENT,0.0
L0000033,2023-04,1525.0,18.745,23.82,23.82,0,CURRENT,0.0
L0000033,2023-05,1525.0,18.745,23.82,23.82,0,CURRENT,0.0
L0000033,2023-06,1525.0,18.745,23.82,23.82,0,CURRENT,0.0
L0000033,2023-07,1525.0,18.745,23.82,23.82,0,CURRENT,0.0
L0000033,2023-08,1525.0,18.745,23.82,23.82,0,CURRENT,0.0
L0000033,2023-09,1525.0,18.1825,23.11,23.11,0,CURRENT,0.0
L0000033,2023-10,1525.0,18.1825,23.11,23.11,0,CURRENT,0.0
L0000033,2023-11,1525.0,18.1825,23.11,23.11,0,CURRENT,0.0
L0000033,2023-12,1525.0,18.1825,23.11,23.11,0,CURRENT,0.0
L0000033,2024-01,1525.0,18.1825,23.11,23.11,0,CURRENT,0.0
L0000033,2024-02,1525.0,18.1825,23.11,23.11,0,CURRENT,0.0
L0000033,2024-03,1525.0,17.6825,22.47,22.47,0,CURRENT,0.0
L0000033,2024-04,1525.0,17.6825,22.47,22.47,0,CURRENT,0.0
L0000033,2024-05,1525.0,17.6825,22.47,22.47,0,CURRENT,0.0
L0000033,2024-06,1525.0,17.6825,22.47,22.47,0,CURRENT,0.0
L0000033,2024-07,1525.0,17.6825,22.47,22.47,0,CURRENT,0.0
L0000033,2024-08,1525.0,17.6825,22.47,22.47,0,CURRENT,0.0
L0000033,2024-09,1525.0,17.3075,21.99,21.99,0,CURRENT,0.0
L0000033,2024-10,1525.0,17.3075,21.99,21.99,0,CURRENT,0.0
L0000033,2024-11,1525.0,17.3075,21.99,21.99,0,CURRENT,0.0
L0000033,2024-12,1525.0,17.3075,21.99,21.99,0,CURRENT,0.0
L0000033,2025-01,1525.0,17.3075,21.99,21.99,0,CURRENT,0.0
L0000033,2025-02,1525.0,17.3075,21.99,21.99,0,CURRENT,0.0
L0000033,2025-03,1525.0,16.995,21.6,21.6,0,CURRENT,0.0
L0000033,2025-04,1525.0,16.995,21.6,21.6,0,CURRENT,0.0
L0000033,2025-05,1525.0,16.995,21.6,21.6,0,CURRENT,0.0
L0000033,2025-06,1525.0,16.995,21.6,21.6,0,CURRENT,0.0
L0000033,2025-07,1525.0,16.995,21.6,21.6,0,CURRENT,0.0
L0000033,2025-08,1525.0,16.995,21.6,21.6,0,CURRENT,0.0
L0000033,2025-09,1525.0,16.8075,21.36,21.36,0,CURRENT,0.0
L0000033,2025-10,1525.0,16.8075,21.36,21.36,0,CURRENT,0.0
L0000033,2025-11,1525.0,16.8075,21.36,21.36,0,CURRENT,0.0
L0000033,2025-12,1525.0,16.8075,21.36,21.36,0,CURRENT,0.0
L0000033,2026-01,1525.0,16.8075,21.36,21.36,0,CURRENT,0.0
L0000033,2026-02,1525.0,16.8075,21.36,21.36,0,CURRENT,0.0
L0000033,2026-03,1525.0,16.6575,21.17,21.17,0,CURRENT,0.0
L0000033,2026-04,1525.0,16.6575,21.17,21.17,0,CURRENT,0.0
L0000033,2026-05,1525.0,16.6575,21.17,21.17,0,CURRENT,0.0
L0000033,2026-06,1525.0,16.6575,21.17,21.17,0,CURRENT,0.0
L0000033,2026-07,1525.0,16.6575,21.17,21.17,0,CURRENT,0.0
L0000033,2026-08,1525.0,16.6575,21.17,21.17,0,CURRENT,0.0
L0000033,2026-09,1525.0,16.5825,21.07,21.07,0,CURRENT,0.0
L0000033,2026-10,1546.07,16.5825,1546.07,0.0,12,DPD_1_30,1546.07
L0000033,2026-11,1567.15,16.5825,21.07,0.0,42,DPD_31_60,1567.15
L0000033,2026-12,1588.22,16.5825,21.07,0.0,73,DPD_61_90,1588.22
L0000034,2021-01,376310.28,19.93,5913.97,3429.83,118,DPD_90_PLUS,370461.25
L0000034,2021-02,215664.53,19.93,5913.97,166559.71,115,DPD_90_PLUS,209815.5
L0000034,2021-03,136535.17,19.93,3287.17,82416.52,116,DPD_90_PLUS,130686.14
L0000034,2021-04,136535.17,19.93,2016.59,2016.59,146,DPD_90_PLUS,130686.14
L0000034,2021-05,86420.6,19.93,1983.09,52097.67,177,DPD_90_PLUS,80571.57
L0000034,2021-06,19272.9,19.93,1117.84,68265.53,145,DPD_90_PLUS,13423.88
L0000034,2021-07,9049.98,19.93,97.14,10320.07,117,DPD_90_PLUS,3200.95
L0000034,2021-08,6341.88,19.93,97.14,2805.23,87,DPD_61_90,492.86
L0000034,2021-09,5868.48,19.93,97.14,570.54,25,DPD_1_30,19.46
L0000034,2021-10,5851.67,19.93,97.14,113.95,26,DPD_1_30,2.65
L0000034,2021-11,5851.67,19.93,97.14,97.14,25,DPD_1_30,2.65
L0000034,2021-12,5851.67,19.93,97.14,97.14,26,DPD_1_30,2.65
L0000034,2022-01,5851.67,19.93,97.14,97.14,26,DPD_1_30,2.65
L0000034,2022-02,5851.67,19.93,97.14,97.14,23,DPD_1_30,2.65
L0000034,2022-03,5851.67,19.93,97.14,97.14,26,DPD_1_30,2.65
L0000034,2022-04,5850.71,19.93,97.14,98.11,25,DPD_1_30,1.68
L0000034,2022-05,5850.03,19.93,97.14,97.82,26,DPD_1_30,1.01
L0000034,2022-06,5849.15,19.93,97.14,98.03,25,DPD_1_30,0.12
L0000034,2022-07,5849.1,19.93,97.14,97.2,26,DPD_1_30,0.07
L0000034,2022-08,5849.04,19.93,97.14,97.2,26,DPD_1_30,0.01
L0000034,2022-09,5879.2,19.93,97.14,66.98,25,DPD_1_30,30.18
L0000034,2022-10,5860.56,19.93,97.14,115.78,26,DPD_1_30,11.53
L0000034,2022-11,5854.86,19.93,97.14,102.84,25,DPD_1_30,5.83
L0000034,2022-12,5854.86,19.93,97.14,97.14,26,DPD_1_30,5.83
L0000034,2023-01,5850.58,19.93,97.14,101.42,26,DPD_1_30,1.55
L0000034,2023-02,5850.58,19.93,97.14,97.14,23,DPD_1_30,1.55
L0000034,2023-03,5850.58,19.93,97.14,97.14,26,DPD_1_30,1.55
L0000034,2023-04,5849.3,19.93,97.14,98.43,25,DPD_1_30,0.27
L0000034,2023-05,5849.07,19.93,97.14,97.37,26,DPD_1_30,0.04
L0000034,2023-06,5849.07,19.93,97.14,97.14,25,DPD_1_30,0.04
L0000034,2023-07,5894.83,19.93,97.14,51.38,26,DPD_1_30,45.8
L0000034,2023-08,5894.83,19.93,97.14,97.14,26,DPD_1_30,45.8
L0000034,2023-09,5851.1,19.93,97.14,140.87,25,DPD_1_30,2.08
L0000034,2023-10,5849.59,19.93,97.14,98.65,26,DPD_1_30,0.57
L0000034,2023-11,5849.24,19.93,97.14,97.5,25,DPD_1_30,0.21
L0000034,2023-12,5849.24,19.93,97.14,97.14,26,DPD_1_30,0.21
L0000034,2024-01,5871.4,19.93,97.14,74.98,26,DPD_1_30,22.38
L0000034,2024-02,5850.37,19.93,97.14,118.17,24,DPD_1_30,1.35
L0000034,2024-03,5849.88,19.93,97.14,97.63,26,DPD_1_30,0.86
L0000034,2024-04,5849.5,19.93,97.14,97.52,25,DPD_1_30,0.47
L0000034,2024-05,5849.5,19.93,97.14,97.14,26,DPD_1_30,0.47
L0000034,2024-06,5849.5,19.93,97.14,97.14,25,DPD_1_30,0.47
L0000034,2024-07,5849.5,19.93,97.14,97.14,26,DPD_1_30,0.47
L0000034,2024-08,5849.27,19.93,97.14,97.37,26,DPD_1_30,0.24
L0000034,2024-09,5849.08,19.93,97.14,97.33,25,DPD_1_30,0.05
L0000034,2024-10,5849.06,19.93,97.14,97.16,26,DPD_1_30,0.03
L0000034,2024-11,5849.06,19.93,97.14,97.14,25,DPD_1_30,0.03
L0000034,2024-12,5849.03,19.93,97.14,97.17,26,DPD_1_30,0.01
L0000034,2025-01,5849.03,19.93,97.14,97.14,26,DPD_1_30,0.01
L0000034,2025-02,5849.03,19.93,97.14,97.15,0,CURRENT,0.0
L0000034,2025-03,5849.03,19.93,97.14,97.14,0,CURRENT,0.0
L0000034,2025-04,5849.03,19.93,97.14,97.14,0,CURRENT,0.0
L0000034,2025-05,5849.03,19.93,97.14,97.14,0,CURRENT,0.0
L0000034,2025-06,5849.03,19.93,97.14,97.14,0,CURRENT,0.0
L0000034,2025-07,5849.03,19.93,97.14,97.14,0,CURRENT,0.0
L0000034,2025-08,5849.03,19.93,97.14,97.14,0,CURRENT,0.0
L0000034,2025-09,5849.03,19.93,97.14,97.14,0,CURRENT,0.0
L0000034,2025-10,5849.03,19.93,97.14,97.14,0,CURRENT,0.0
L0000034,2025-11,5849.03,19.93,97.14,97.14,0,CURRENT,0.0
L0000034,2025-12,5849.03,19.93,97.14,97.14,0,CURRENT,0.0
L0000034,2026-01,5849.03,19.93,97.14,97.14,0,CURRENT,0.0
L0000034,2026-02,5849.03,19.93,97.14,97.14,0,CURRENT,0.0
L0000034,2026-03,5946.17,19.93,3572.14,0.0,26,DPD_1_30,3572.14
L0000034,2026-04,6043.31,19.93,97.14,0.0,56,DPD_31_60,3669.29
L0000034,2026-05,6140.45,19.93,97.14,0.0,87,DPD_61_90,3766.43
L0000034,2026-06,6237.6,19.93,97.14,0.0,117,DPD_90_PLUS,3863.57
L0000034,2026-07,6334.74,19.93,97.14,0.0,148,DPD_90_PLUS,3960.71
L0000034,2026-08,6431.88,19.93,97.14,0.0,179,DPD_90_PLUS,4057.86
L0000035,2021-01,12584.98,10.0813,674.5,0.0,56,DPD_31_60,1323.49
L0000035,2021-02,11021.54,10.0813,707.12,1667.36,22,DPD_1_30,363.24
L0000035,2021-03,10451.8,10.0813,662.33,662.33,25,DPD_1_30,363.24
L0000035,2021-04,10539.6,10.0813,662.33,0.0,55,DPD_31_60,1025.58
L0000035,2021-05,10083.17,10.0813,700.86,544.24,55,DPD_31_60,1182.2
L0000035,2021-06,9455.12,10.0813,712.02,712.02,55,DPD_31_60,1182.2
L0000035,2021-07,7852.09,10.0813,712.31,1681.76,25,DPD_1_30,212.74
L0000035,2021-08,7401.39,10.3683,641.17,518.54,25,DPD_1_30,335.36
L0000035,2021-09,7465.34,10.3683,651.97,0.0,55,DPD_31_60,987.33
L0000035,2021-10,6948.4,10.3683,708.24,580.89,55,DPD_31_60,1114.68
L0000035,2021-11,6286.3,10.3683,721.58,721.58,55,DPD_31_60,1114.68
L0000035,2021-12,5618.0,10.3683,722.1,722.1,55,DPD_31_60,1114.68
L0000035,2022-01,5666.08,10.3683,722.84,0.0,86,DPD_61_90,1837.52
L0000035,2022-02,5011.5,10.3683,822.59,702.65,84,DPD_61_90,1957.46
L0000035,2022-03,4855.28,10.3683,844.18,198.69,115,DPD_90_PLUS,2602.95
L0000035,2022-04,3928.11,10.3683,967.92,967.92,83,DPD_61_90,2602.95
L0000035,2022-05,705.41,10.3683,977.9,3255.78,25,DPD_1_30,325.07
L0000035,2022-06,254.54,10.3683,239.21,456.96,24,DPD_1_30,107.32
L0000035,2022-07,73.69,10.3683,128.92,183.05,25,DPD_1_30,53.19
L0000035,2022-08,53.19,11.0671,21.18,21.18,56,DPD_31_60,53.19
L0000035,2022-09,53.19,11.0671,0.48,0.48,86,DPD_61_90,53.19
L0000035,2022-10,53.19,11.0671,0.48,0.48,117,DPD_90_PLUS,53.19
L0000035,2022-11,53.36,11.0671,0.48,0.3,147,DPD_90_PLUS,53.36
L0000035,2022-12,0.0,11.0671,0.47,53.84,0,CURRENT,0.0
L0000037,2021-01,4701501.9,49.05,192113.66,0.0,18,DPD_1_30,192113.66
L0000037,2021-02,4750142.85,49.05,192432.6,135986.31,46,DPD_31_60,248559.95
L0000037,2021-03,4742004.39,49.05,192765.71,192765.71,46,DPD_31_60,248559.95
L0000037,2021-04,4900413.76,49.05,192793.59,25911.87,76,DPD_61_90,415441.67
L0000037,2021-05,4891578.51,49.05,193156.49,193156.49,79,DPD_61_90,415441.67
L0000037,2021-06,5075580.72,49.05,193200.7,0.0,109,DPD_90_PLUS,608642.37
L0000037,2021-07,5065986.63,49.05,193596.29,193596.29,109,DPD_90_PLUS,608642.37
L0000037,2021-08,5055997.15,49.05,193659.02,193659.02,110,DPD_90_PLUS,608642.37
L0000037,2021-09,5045595.82,49.05,193724.56,193724.56,109,DPD_90_PLUS,608642.37
L0000037,2021-10,5060500.25,49.05,193792.36,168057.67,110,DPD_90_PLUS,634377.05
L0000037,2021-11,5049223.17,49.05,193863.18,193863.18,109,DPD_90_PLUS,634377.05
L0000037,2021-12,5037480.72,49.05,193936.4,193936.4,109,DPD_90_PLUS,634377.05
L0000037,2022-01,5105141.44,49.05,194012.87,114124.9,110,DPD_90_PLUS,714265.03
L0000037,2022-02,5286501.92,49.05,194092.75,0.0,138,DPD_90_PLUS,908357.77
L0000037,2022-03,5306960.84,49.05,194651.32,160901.55,138,DPD_90_PLUS,942107.54
L0000037,2022-04,5487878.63,49.05,194759.59,0.0,168,DPD_90_PLUS,1136867.13
L0000037,2022-05,5641695.1,49.05,195370.57,27101.31,199,DPD_90_PLUS,1305136.39
L0000037,2022-06,5659963.46,49.05,196010.61,162649.43,199,DPD_90_PLUS,1338497.58
L0000037,2022-07,4373427.67,49.05,196180.17,1466992.62,18,DPD_1_30,67685.13
L0000037,2022-08,4404006.97,49.05,192717.04,146060.62,18,DPD_1_30,114341.55
L0000037,2022-09,4580004.19,49.05,192732.88,0.0,48,DPD_31_60,307074.42
L0000037,2022-10,4756001.42,49.05,193484.92,0.0,79,DPD_61_90,500559.34
L0000037,2022-11,4737724.69,49.05,194273.96,194273.96,78,DPD_61_90,500559.34
L0000037,2022-12,4769242.39,49.05,194373.63,143822.37,79,DPD_61_90,551110.59
L0000037,2023-01,4749420.18,49.05,194478.21,194478.21,79,DPD_61_90,551110.59
L0000037,2023-02,4728776.42,49.05,194584.96,194584.96,77,DPD_61_90,551110.59
L0000037,2023-03,4744403.83,49.05,194693.72,157566.72,108,DPD_90_PLUS,588237.6
L0000037,2023-04,4721988.57,49.05,195014.55,195014.55,107,DPD_90_PLUS,588237.6
L0000037,2023-05,4156860.24,49.05,195110.04,736895.46,18,DPD_1_30,46452.18
L0000037,2023-06,4132825.76,49.05,193001.55,193001.55,17,DPD_1_30,46452.18
L0000037,2023-07,4148689.34,49.05,193034.03,152149.35,18,DPD_1_30,87336.86
L0000037,2023-08,4122639.21,49.05,193080.65,193080.65,18,DPD_1_30,87336.86
L0000037,2023-09,4008776.85,49.05,193129.58,279870.14,17,DPD_1_30,596.3
L0000037,2023-10,4017323.91,49.05,191911.04,155311.7,18,DPD_1_30,37195.64
L0000037,2023-11,4181158.29,49.05,193234.69,0.0,48,DPD_31_60,230430.33
L0000037,2023-12,4150330.11,49.05,194662.56,194662.56,48,DPD_31_60,230430.33
L0000037,2024-01,4118219.44,49.05,194798.42,194798.42,49,DPD_31_60,230430.33
L0000037,2024-02,4084773.29,49.05,194932.15,194932.15,47,DPD_31_60,230430.33
L0000037,2024-03,4244999.19,49.05,195062.42,0.0,78,DPD_61_90,425492.76
L0000037,2024-04,4405225.1,49.05,196811.51,0.0,108,DPD_90_PLUS,622304.26
L0000037,2024-05,3925344.01,49.05,198665.71,640106.99,18,DPD_1_30,180862.99
L0000037,2024-06,3886348.74,49.05,193622.16,193622.16,17,DPD_1_30,180862.99
L0000037,2024-07,3845753.51,49.05,193650.89,193650.89,18,DPD_1_30,180862.99
L0000037,2024-08,3997215.24,49.05,193734.54,0.0,49,DPD_31_60,374597.53
L0000037,2024-09,4148676.97,49.05,195970.2,0.0,79,DPD_61_90,570567.72
L0000037,2024-10,4141603.22,49.05,198352.71,158535.48,110,DPD_90_PLUS,610384.96
L0000037,2024-11,4092413.71,49.05,199904.54,199904.54,109,DPD_90_PLUS,610384.96
L0000037,2024-12,4078209.52,49.05,199945.57,162939.13,109,DPD_90_PLUS,647391.39
L0000037,2025-01,3600434.13,49.05,201899.18,625849.89,49,DPD_31_60,223440.69
L0000037,2025-02,3546237.19,49.05,195312.14,195312.14,46,DPD_31_60,223440.69
L0000037,2025-03,3591489.8,49.05,195712.13,93931.75,46,DPD_31_60,325221.07
L0000037,2025-04,3532152.46,49.05,197371.95,197371.95,48,DPD_31_60,325221.07
L0000037,2025-05,3470294.0,49.05,197677.76,197677.76,48,DPD_31_60,325221.07
L0000037,2025-06,3405801.83,49.05,198000.91,198000.91,48,DPD_31_60,325221.07
L0000037,2025-07,3513128.94,49.05,198319.69,23756.21,79,DPD_61_90,499784.54
L0000037,2025-08,3537287.98,49.05,202566.69,106924.28,79,DPD_61_90,595426.95
L0000037,2025-09,3665842.84,49.05,203188.51,0.0,109,DPD_90_PLUS,798615.46
L0000037,2025-10,3586270.25,49.05,208127.45,208127.45,110,DPD_90_PLUS,798615.46
L0000037,2025-11,3531990.75,49.05,209151.31,180198.24,140,DPD_90_PLUS,827568.53
L0000037,2025-12,3608891.56,49.05,210583.92,46454.99,140,DPD_90_PLUS,991697.46
