loan_id,origination_month_internal,lifecycle_seed,resolution_month_internal,terminal_event_internal,pre2021_inherited_state
L0026475,2022-04,726475,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0026476,2025-01,726476,2026-04,SCHEDULED_MATURITY,CURRENT
L0026477,2018-07,726477,2019-06,SCHEDULED_MATURITY,CURRENT
L0026478,2020-02,726478,2022-09,SCHEDULED_MATURITY,CURRENT
L0026479,2013-12,726479,2019-08,EARLY_PREPAYMENT,CURRENT
L0026480,2017-11,726480,2021-11,SCHEDULED_MATURITY,CURRENT
L0026481,2020-04,726481,,OPEN_SEVERE_AT_CUTOFF,EARLY_DELINQUENCY
L0026482,2021-02,726482,2024-09,SCHEDULED_MATURITY,CURRENT
L0026483,2012-07,726483,2014-07,SCHEDULED_MATURITY,CURRENT
L0026484,2014-03,726484,2020-12,SCHEDULED_MATURITY,CURRENT
L0026485,2016-01,726485,,OPEN_SEVERE_AT_CUTOFF,EARLY_DELINQUENCY
L0026486,2016-04,726486,2022-06,WRITE_OFF,SEVERE_DELINQUENCY
L0026487,2026-06,726487,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026488,2008-12,726488,2012-03,EARLY_PREPAYMENT,CURRENT
L0026489,2011-12,726489,2013-05,EARLY_PREPAYMENT,EARLY_DELINQUENCY
L0026490,2012-01,726490,2015-04,SCHEDULED_MATURITY,CURRENT
L0026491,2016-08,726491,2026-09,SCHEDULED_MATURITY,CURRENT
L0026492,2019-02,726492,2022-02,SCHEDULED_MATURITY,CURRENT
L0026493,2021-03,726493,2023-02,SCHEDULED_MATURITY,CURRENT
L0026494,2021-12,726494,2026-08,EARLY_PREPAYMENT,CURRENT
L0026495,2021-08,726495,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026496,2024-01,726496,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026497,2008-04,726497,2013-09,SCHEDULED_MATURITY,CURRENT
L0026498,2011-10,726498,2013-06,FACILITY_EXPIRY,CURRENT
L0026499,2012-10,726499,2020-08,EARLY_PREPAYMENT,CURRENT
L0026500,2013-10,726500,2013-10,FACILITY_EXPIRY,CURRENT
L0026501,2021-04,726501,2023-05,SCHEDULED_MATURITY,CURRENT
L0026502,2025-08,726502,2026-03,EARLY_PREPAYMENT,CURRENT
L0026503,2024-09,726503,2025-12,SCHEDULED_MATURITY,CURRENT
L0026504,2026-07,726504,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026505,2022-08,726505,2026-07,EARLY_PREPAYMENT,CURRENT
L0026506,2026-03,726506,2026-04,EARLY_PREPAYMENT,CURRENT
L0026507,2026-09,726507,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026508,2003-12,726508,2007-07,EARLY_PREPAYMENT,CURRENT
L0026509,2005-06,726509,2009-11,SCHEDULED_MATURITY,CURRENT
L0026510,2006-04,726510,2010-06,SCHEDULED_MATURITY,CURRENT
L0026511,2011-04,726511,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0026512,2014-06,726512,2017-05,SCHEDULED_MATURITY,CURRENT
L0026513,2015-02,726513,2016-12,SCHEDULED_MATURITY,CURRENT
L0026514,2022-02,726514,2025-02,EARLY_PREPAYMENT,CURRENT
L0026515,2023-12,726515,2025-11,SCHEDULED_MATURITY,CURRENT
L0026516,2025-05,726516,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0026517,2019-02,726517,2021-05,SCHEDULED_MATURITY,CURRENT
L0026518,2023-11,726518,2025-06,SCHEDULED_MATURITY,CURRENT
L0026519,2026-05,726519,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026520,2023-09,726520,2024-06,EARLY_PREPAYMENT,CURRENT
L0026521,2023-10,726521,2025-11,SCHEDULED_MATURITY,CURRENT
L0026522,2023-03,726522,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026523,1998-03,726523,2002-02,SCHEDULED_MATURITY,CURRENT
L0026524,2003-03,726524,2008-04,SCHEDULED_MATURITY,EARLY_DELINQUENCY
L0026525,2005-07,726525,2007-03,EARLY_PREPAYMENT,CURRENT
L0026526,2007-05,726526,2011-05,SCHEDULED_MATURITY,CURRENT
L0026527,2012-08,726527,2017-08,SCHEDULED_MATURITY,EARLY_DELINQUENCY
L0026528,2019-07,726528,2022-07,SCHEDULED_MATURITY,CURRENT
L0026529,2021-03,726529,2024-05,SCHEDULED_MATURITY,CURRENT
L0026530,2021-09,726530,2023-11,SCHEDULED_MATURITY,CURRENT
L0026531,2023-06,726531,2024-08,SCHEDULED_MATURITY,CURRENT
L0026532,2026-02,726532,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026533,2024-04,726533,2026-05,SCHEDULED_MATURITY,CURRENT
L0026534,2025-03,726534,2026-10,EARLY_PREPAYMENT,CURRENT
L0026535,2026-09,726535,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026536,2024-11,726536,2026-02,EARLY_PREPAYMENT,CURRENT
L0026537,2010-02,726537,2025-11,EARLY_PREPAYMENT,CURRENT
L0026538,2020-10,726538,2022-06,SCHEDULED_MATURITY,CURRENT
L0026539,2024-03,726539,2025-11,EARLY_PREPAYMENT,CURRENT
L0026540,2000-04,726540,2003-08,EARLY_PREPAYMENT,CURRENT
L0026541,2001-12,726541,,OPEN_DEFAULT_AT_CUTOFF,EARLY_DELINQUENCY
L0026542,2005-08,726542,2007-11,SCHEDULED_MATURITY,CURRENT
L0026543,2014-12,726543,2015-06,EARLY_PREPAYMENT,CURRENT
L0026544,2005-09,726544,2006-04,EARLY_PREPAYMENT,CURRENT
L0026545,2010-03,726545,2025-08,SCHEDULED_MATURITY,CURRENT
L0026546,2014-07,726546,2015-08,EARLY_PREPAYMENT,CURRENT
L0026547,2026-03,726547,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0026548,2019-10,726548,2019-10,EARLY_PREPAYMENT,CURRENT
L0026549,2024-06,726549,2025-06,FACILITY_EXPIRY,CURRENT
L0026550,2000-12,726550,2002-01,EARLY_PREPAYMENT,CURRENT
L0026551,2009-09,726551,2026-03,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0026552,2010-11,726552,2012-08,EARLY_PREPAYMENT,CURRENT
L0026553,2016-10,726553,2018-11,SCHEDULED_MATURITY,CURRENT
L0026554,2017-02,726554,2023-05,EARLY_PREPAYMENT,CURRENT
L0026555,2018-04,726555,2020-02,SCHEDULED_MATURITY,CURRENT
L0026556,2025-10,726556,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026557,2021-11,726557,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026558,2022-03,726558,2026-06,SCHEDULED_MATURITY,CURRENT
L0026559,2025-11,726559,2026-04,EARLY_PREPAYMENT,CURRENT
L0026560,2008-09,726560,2011-12,SCHEDULED_MATURITY,CURRENT
L0026561,2015-10,726561,2025-07,EARLY_PREPAYMENT,CURRENT
L0026562,2017-09,726562,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026563,2019-06,726563,2023-09,EARLY_PREPAYMENT,CURRENT
L0026564,2021-04,726564,2026-01,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0026565,2022-11,726565,2025-12,SCHEDULED_MATURITY,CURRENT
L0026566,2023-03,726566,2026-06,EARLY_PREPAYMENT,CURRENT
L0026567,2024-02,726567,2024-12,EARLY_PREPAYMENT,CURRENT
L0026568,2022-04,726568,2026-04,EARLY_PREPAYMENT,CURRENT
L0026569,2024-07,726569,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026570,2019-09,726570,2020-10,EARLY_PREPAYMENT,CURRENT
L0026571,2005-04,726571,2009-10,SCHEDULED_MATURITY,CURRENT
L0026572,2008-01,726572,2008-02,EARLY_PREPAYMENT,CURRENT
L0026573,2013-09,726573,2015-11,SCHEDULED_MATURITY,CURRENT
L0026574,2014-12,726574,2026-10,WRITE_OFF,EARLY_DELINQUENCY
L0026575,2015-11,726575,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0026576,2017-03,726576,2026-12,EARLY_PREPAYMENT,CURRENT
L0026577,2018-05,726577,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026578,2023-04,726578,2026-01,WRITE_OFF,CURRENT
L0026579,2011-02,726579,2011-03,EARLY_PREPAYMENT,CURRENT
L0026580,2015-07,726580,2015-07,EARLY_PREPAYMENT,CURRENT
L0026581,2017-04,726581,2021-07,EARLY_PREPAYMENT,CURRENT
L0026582,2018-11,726582,2018-11,EARLY_PREPAYMENT,CURRENT
L0026583,2019-06,726583,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0026584,2002-01,726584,2003-10,SCHEDULED_MATURITY,CURRENT
L0026585,2007-03,726585,2024-07,WRITE_OFF,SEVERE_DELINQUENCY
L0026586,2011-06,726586,2013-10,SCHEDULED_MATURITY,CURRENT
L0026587,2013-08,726587,2014-06,SCHEDULED_MATURITY,CURRENT
L0026588,2019-10,726588,2023-12,SCHEDULED_MATURITY,CURRENT
L0026589,2005-07,726589,2023-08,EARLY_PREPAYMENT,CURRENT
L0026590,2008-06,726590,2012-11,SCHEDULED_MATURITY,CURRENT
L0026591,2013-05,726591,2015-09,EARLY_PREPAYMENT,CURRENT
L0026592,2017-12,726592,,OPEN_SEVERE_AT_CUTOFF,EARLY_DELINQUENCY
L0026593,2022-03,726593,2024-09,SCHEDULED_MATURITY,CURRENT
L0026594,2026-02,726594,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026595,2008-05,726595,2009-10,SCHEDULED_MATURITY,EARLY_DELINQUENCY
L0026596,2010-10,726596,2014-11,SCHEDULED_MATURITY,CURRENT
L0026597,2020-07,726597,2026-05,RESTRUCTURE_AFTER_DEFAULT,EARLY_DELINQUENCY
L0026598,2022-01,726598,2024-05,EARLY_PREPAYMENT,CURRENT
L0026599,2017-03,726599,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0026600,2018-04,726600,2018-09,EARLY_PREPAYMENT,CURRENT
L0026601,2019-02,726601,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026602,2023-04,726602,2025-12,SCHEDULED_MATURITY,CURRENT
L0026603,2023-05,726603,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026604,2022-12,726604,2026-09,EARLY_PREPAYMENT,CURRENT
L0026605,2025-11,726605,2026-09,EARLY_PREPAYMENT,CURRENT
L0026606,2000-06,726606,2002-04,SCHEDULED_MATURITY,EARLY_DELINQUENCY
L0026607,2006-09,726607,2009-02,EARLY_PREPAYMENT,CURRENT
L0026608,2015-07,726608,2017-03,EARLY_PREPAYMENT,EARLY_DELINQUENCY
L0026609,2016-03,726609,2019-02,EARLY_PREPAYMENT,CURRENT
L0026610,2021-09,726610,2024-09,WRITE_OFF,CURRENT
L0026611,2021-10,726611,2026-05,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0026612,2016-10,726612,2020-10,EARLY_PREPAYMENT,CURRENT
L0026613,2021-04,726613,2021-04,EARLY_PREPAYMENT,CURRENT
L0026614,2019-01,726614,2019-05,EARLY_PREPAYMENT,CURRENT
L0026615,2024-10,726615,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026616,2025-09,726616,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026617,2026-12,726617,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026618,1999-03,726618,2024-05,WRITE_OFF,SEVERE_DELINQUENCY
L0026619,2008-08,726619,2011-11,EARLY_PREPAYMENT,CURRENT
L0026620,2009-09,726620,2026-06,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0026621,2013-07,726621,2018-10,SCHEDULED_MATURITY,CURRENT
L0026622,2014-08,726622,2023-12,WRITE_OFF,EARLY_DELINQUENCY
L0026623,2017-10,726623,2021-04,EARLY_PREPAYMENT,CURRENT
L0026624,2020-09,726624,2026-07,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0026625,2021-09,726625,2026-06,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0026626,2026-01,726626,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0026627,2024-11,726627,2026-07,EARLY_PREPAYMENT,CURRENT
L0026628,2024-06,726628,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026629,2025-11,726629,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026630,2016-10,726630,2017-11,SCHEDULED_MATURITY,CURRENT
L0026631,2021-07,726631,2026-05,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0026632,2025-02,726632,2026-12,FACILITY_EXPIRY,CURRENT
L0026633,2025-05,726633,2025-06,EARLY_PREPAYMENT,CURRENT
L0026634,1999-09,726634,2001-03,EARLY_PREPAYMENT,CURRENT
L0026635,2002-03,726635,2024-10,WRITE_OFF,SEVERE_DELINQUENCY
L0026636,2008-07,726636,2012-11,SCHEDULED_MATURITY,CURRENT
L0026637,2009-09,726637,2014-02,EARLY_PREPAYMENT,EARLY_DELINQUENCY
L0026638,2011-01,726638,2016-03,SCHEDULED_MATURITY,EARLY_DELINQUENCY
L0026639,2012-09,726639,2014-01,SCHEDULED_MATURITY,CURRENT
L0026640,2017-04,726640,2018-03,SCHEDULED_MATURITY,CURRENT
L0026641,2018-08,726641,2019-01,EARLY_PREPAYMENT,EARLY_DELINQUENCY
L0026642,2025-02,726642,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026643,2026-08,726643,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026644,2023-11,726644,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026645,2024-04,726645,2025-01,EARLY_PREPAYMENT,CURRENT
L0026646,2026-05,726646,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026647,2014-02,726647,2024-07,SCHEDULED_MATURITY,CURRENT
L0026648,2017-10,726648,2026-10,EARLY_PREPAYMENT,EARLY_DELINQUENCY
L0026649,2018-11,726649,2026-07,EARLY_PREPAYMENT,CURRENT
L0026650,2023-11,726650,2025-03,EARLY_PREPAYMENT,CURRENT
L0026651,2025-05,726651,2026-04,SCHEDULED_MATURITY,CURRENT
L0026652,2001-11,726652,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0026653,2006-10,726653,2006-11,EARLY_PREPAYMENT,CURRENT
L0026654,2009-07,726654,2013-03,EARLY_PREPAYMENT,CURRENT
L0026655,2021-12,726655,2023-05,EARLY_PREPAYMENT,CURRENT
L0026656,2023-06,726656,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026657,2021-07,726657,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026658,2025-03,726658,2026-12,EARLY_PREPAYMENT,CURRENT
L0026659,2026-09,726659,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026660,2023-08,726660,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026661,2025-09,726661,2025-09,EARLY_PREPAYMENT,CURRENT
L0026662,2009-09,726662,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0026663,2016-10,726663,2018-06,SCHEDULED_MATURITY,EARLY_DELINQUENCY
L0026664,2019-08,726664,2022-03,EARLY_PREPAYMENT,CURRENT
L0026665,2021-05,726665,2025-06,EARLY_PREPAYMENT,CURRENT
L0026666,2023-03,726666,2024-07,SCHEDULED_MATURITY,CURRENT
L0026667,2025-07,726667,2025-09,EARLY_PREPAYMENT,CURRENT
L0026668,2018-01,726668,2023-04,SCHEDULED_MATURITY,CURRENT
L0026669,2021-09,726669,2026-04,EARLY_PREPAYMENT,CURRENT
L0026670,2024-07,726670,2024-07,EARLY_PREPAYMENT,CURRENT
L0026671,2025-02,726671,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026672,2026-03,726672,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0026673,2020-10,726673,2022-11,EARLY_PREPAYMENT,CURRENT
L0026674,2023-06,726674,2026-07,EARLY_PREPAYMENT,CURRENT
L0026675,2026-12,726675,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026676,2023-06,726676,2026-04,WRITE_OFF,CURRENT
L0026677,2026-11,726677,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026678,2022-08,726678,2024-05,WRITE_OFF,CURRENT
L0026679,2022-08,726679,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026680,2022-04,726680,2024-06,SCHEDULED_MATURITY,CURRENT
L0026681,2022-07,726681,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0026682,2026-11,726682,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026683,2021-07,726683,2026-04,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0026684,1999-03,726684,2019-02,SCHEDULED_MATURITY,CURRENT
L0026685,2003-09,726685,2026-06,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0026686,2007-04,726686,2009-09,SCHEDULED_MATURITY,CURRENT
L0026687,2012-08,726687,2016-08,EARLY_PREPAYMENT,CURRENT
L0026688,2013-09,726688,2015-11,EARLY_PREPAYMENT,CURRENT
L0026689,2020-12,726689,2023-05,EARLY_PREPAYMENT,CURRENT
L0026690,2008-09,726690,2024-08,WRITE_OFF,SEVERE_DELINQUENCY
L0026691,2011-05,726691,2026-01,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0026692,2012-04,726692,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0026693,2015-12,726693,2026-01,RESTRUCTURE_AFTER_DEFAULT,EARLY_DELINQUENCY
L0026694,2018-06,726694,2021-10,SCHEDULED_MATURITY,CURRENT
L0026695,2024-06,726695,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026696,2026-02,726696,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026697,2014-03,726697,,OPEN_SEVERE_AT_CUTOFF,EARLY_DELINQUENCY
L0026698,2021-09,726698,2024-02,EARLY_PREPAYMENT,CURRENT
L0026699,2022-12,726699,2023-05,WRITE_OFF,CURRENT
L0026700,2025-05,726700,2026-06,EARLY_PREPAYMENT,CURRENT
L0026701,2026-03,726701,2026-10,SCHEDULED_MATURITY,CURRENT
L0026702,2023-10,726702,2026-09,SCHEDULED_MATURITY,CURRENT
L0026703,2025-08,726703,2026-01,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0026704,2011-10,726704,2012-12,SCHEDULED_MATURITY,CURRENT
L0026705,2012-06,726705,2026-03,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0026706,2013-11,726706,2015-06,EARLY_PREPAYMENT,CURRENT
L0026707,2014-01,726707,2015-04,EARLY_PREPAYMENT,CURRENT
L0026708,2021-03,726708,2022-11,SCHEDULED_MATURITY,CURRENT
L0026709,2023-04,726709,2024-02,SCHEDULED_MATURITY,CURRENT
L0026710,2024-02,726710,2026-09,SCHEDULED_MATURITY,CURRENT
L0026711,2004-07,726711,2022-10,WRITE_OFF,EARLY_DELINQUENCY
L0026712,2005-11,726712,,OPEN_DEFAULT_AT_CUTOFF,EARLY_DELINQUENCY
L0026713,2008-08,726713,2022-07,WRITE_OFF,SEVERE_DELINQUENCY
L0026714,2018-05,726714,2022-11,WRITE_OFF,EARLY_DELINQUENCY
L0026715,2021-02,726715,2024-06,WRITE_OFF,CURRENT
L0026716,2022-10,726716,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026717,2026-05,726717,2026-10,EARLY_PREPAYMENT,CURRENT
L0026718,1998-04,726718,1999-08,EARLY_PREPAYMENT,CURRENT
L0026719,2002-05,726719,2017-11,SCHEDULED_MATURITY,CURRENT
L0026720,2003-04,726720,2008-06,SCHEDULED_MATURITY,CURRENT
L0026721,2007-10,726721,2008-01,EARLY_PREPAYMENT,CURRENT
L0026722,2010-03,726722,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0026723,2017-09,726723,,OPEN_SEVERE_AT_CUTOFF,EARLY_DELINQUENCY
L0026724,2018-03,726724,2021-10,SCHEDULED_MATURITY,EARLY_DELINQUENCY
L0026725,2023-09,726725,2026-07,WRITE_OFF,CURRENT
L0026726,2001-08,726726,2008-05,EARLY_PREPAYMENT,CURRENT
L0026727,2006-10,726727,2011-03,EARLY_PREPAYMENT,CURRENT
L0026728,2010-01,726728,2011-08,FACILITY_EXPIRY,EARLY_DELINQUENCY
L0026729,2013-06,726729,2014-10,FACILITY_EXPIRY,CURRENT
L0026730,2022-03,726730,2026-07,RESTRUCTURE_AFTER_DEFAULT,CURRENT
L0026731,2022-01,726731,2023-03,WRITE_OFF,CURRENT
L0026732,2018-02,726732,2026-11,WRITE_OFF,EARLY_DELINQUENCY
L0026733,2022-09,726733,2026-12,SCHEDULED_MATURITY,CURRENT
L0026734,2022-11,726734,2026-07,EARLY_PREPAYMENT,CURRENT
L0026735,2025-07,726735,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026736,2011-05,726736,2016-02,EARLY_PREPAYMENT,CURRENT
L0026737,2016-10,726737,2026-02,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0026738,2024-06,726738,2026-01,EARLY_PREPAYMENT,CURRENT
L0026739,2014-07,726739,2026-12,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0026740,2017-01,726740,2020-11,SCHEDULED_MATURITY,EARLY_DELINQUENCY
L0026741,2019-03,726741,2021-05,EARLY_PREPAYMENT,CURRENT
L0026742,2021-05,726742,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026743,2023-08,726743,2026-01,EARLY_PREPAYMENT,CURRENT
L0026744,2008-09,726744,2011-10,SCHEDULED_MATURITY,CURRENT
L0026745,2013-10,726745,2016-03,EARLY_PREPAYMENT,CURRENT
L0026746,2015-04,726746,2020-06,SCHEDULED_MATURITY,CURRENT
L0026747,2018-01,726747,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0026748,2019-11,726748,2023-05,EARLY_PREPAYMENT,CURRENT
L0026749,2014-09,726749,2015-01,SCHEDULED_MATURITY,CURRENT
L0026750,2015-06,726750,2018-07,SCHEDULED_MATURITY,CURRENT
L0026751,2017-05,726751,2021-08,SCHEDULED_MATURITY,CURRENT
L0026752,2022-12,726752,2023-04,EARLY_PREPAYMENT,CURRENT
L0026753,2025-01,726753,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026754,2020-05,726754,2024-01,EARLY_PREPAYMENT,CURRENT
L0026755,2026-02,726755,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026756,2023-02,726756,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026757,2026-11,726757,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026758,2005-05,726758,2006-10,EARLY_PREPAYMENT,CURRENT
L0026759,2017-05,726759,2021-01,EARLY_PREPAYMENT,CURRENT
L0026760,2018-11,726760,2022-10,SCHEDULED_MATURITY,CURRENT
L0026761,2020-07,726761,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0026762,2023-04,726762,2026-04,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0026763,2025-02,726763,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026764,2021-10,726764,2025-09,SCHEDULED_MATURITY,CURRENT
L0026765,2024-12,726765,2026-10,SCHEDULED_MATURITY,CURRENT
L0026766,2025-11,726766,2026-09,SCHEDULED_MATURITY,CURRENT
L0026767,2026-08,726767,2026-08,EARLY_PREPAYMENT,CURRENT
L0026768,2010-12,726768,2026-12,RESTRUCTURE_AFTER_DEFAULT,EARLY_DELINQUENCY
L0026769,2025-10,726769,2026-12,SCHEDULED_MATURITY,CURRENT
L0026770,2003-02,726770,2007-06,SCHEDULED_MATURITY,CURRENT
L0026771,2013-02,726771,2026-01,SEVERE_RECOGNIZED_AT_CUTOFF,EARLY_DELINQUENCY
L0026772,2016-04,726772,2017-10,SCHEDULED_MATURITY,CURRENT
L0026773,2023-10,726773,2026-04,EARLY_PREPAYMENT,CURRENT
L0026774,2016-09,726774,2022-03,WRITE_OFF,EARLY_DELINQUENCY
L0026775,2025-02,726775,2026-06,SCHEDULED_MATURITY,CURRENT
L0026776,2002-03,726776,2017-02,SCHEDULED_MATURITY,CURRENT
L0026777,2004-11,726777,2010-04,EARLY_PREPAYMENT,CURRENT
L0026778,2005-08,726778,2020-10,SCHEDULED_MATURITY,EARLY_DELINQUENCY
L0026779,2007-05,726779,2009-09,SCHEDULED_MATURITY,CURRENT
L0026780,2009-02,726780,2023-06,WRITE_OFF,EARLY_DELINQUENCY
L0026781,2012-05,726781,2017-09,SCHEDULED_MATURITY,CURRENT
L0026782,2013-04,726782,2018-09,SCHEDULED_MATURITY,CURRENT
L0026783,2016-03,726783,2017-10,EARLY_PREPAYMENT,CURRENT
L0026784,2018-12,726784,2020-01,EARLY_PREPAYMENT,CURRENT
L0026785,2022-07,726785,2022-07,EARLY_PREPAYMENT,CURRENT
L0026786,2023-10,726786,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026787,2024-10,726787,2026-08,SCHEDULED_MATURITY,CURRENT
L0026788,2026-05,726788,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026789,2025-04,726789,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026790,2024-06,726790,2026-07,SCHEDULED_MATURITY,CURRENT
L0026791,2013-09,726791,2014-04,FACILITY_EXPIRY,CURRENT
L0026792,2023-09,726792,2024-08,EARLY_PREPAYMENT,CURRENT
L0026793,2022-06,726793,2024-07,FACILITY_EXPIRY,CURRENT
L0026794,2024-07,726794,2026-02,FACILITY_EXPIRY,CURRENT
L0026795,2023-06,726795,2025-01,EARLY_PREPAYMENT,CURRENT
L0026796,2025-08,726796,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026797,2008-05,726797,2026-12,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0026798,2009-10,726798,2011-04,EARLY_PREPAYMENT,CURRENT
L0026799,2015-06,726799,2018-10,SCHEDULED_MATURITY,CURRENT
L0026800,2019-01,726800,2022-01,EARLY_PREPAYMENT,CURRENT
L0026801,2020-06,726801,2026-02,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0026802,2023-06,726802,2026-05,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0026803,2023-10,726803,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0026804,2026-07,726804,2026-12,EARLY_PREPAYMENT,CURRENT
L0026805,2015-01,726805,2016-08,SCHEDULED_MATURITY,CURRENT
L0026806,2016-07,726806,2026-06,EARLY_PREPAYMENT,CURRENT
L0026807,2018-10,726807,2022-07,EARLY_PREPAYMENT,CURRENT
L0026808,2020-08,726808,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0026809,2026-12,726809,2026-12,EARLY_PREPAYMENT,CURRENT
L0026810,2016-01,726810,2026-03,EARLY_PREPAYMENT,CURRENT
L0026811,2017-04,726811,2023-12,SCHEDULED_MATURITY,CURRENT
L0026812,2020-02,726812,2026-08,EARLY_PREPAYMENT,CURRENT
L0026813,2023-11,726813,2025-07,EARLY_PREPAYMENT,CURRENT
L0026814,2024-10,726814,2026-09,EARLY_PREPAYMENT,CURRENT
L0026815,2026-05,726815,2026-08,EARLY_PREPAYMENT,CURRENT
L0026816,2021-03,726816,2023-08,SCHEDULED_MATURITY,CURRENT
L0026817,2025-04,726817,2026-12,FACILITY_EXPIRY,CURRENT
L0026818,2018-05,726818,2019-11,FACILITY_EXPIRY,CURRENT
