idio_event_id,customer_id,agent_type,region,sector,event_type,event_name,direction,start_month,end_month,recovery_end_month,duration_months,recovery_months,raw_magnitude,mediated_share,residual_idiosyncratic_intensity,shared_stress_at_start,shared_positive_at_start,realized_probability
IE0011786,C0016015,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-09,2023-11,2024-03,3,4,0.49870458,0.12649451,-0.43562119,0.0,0.49967373,0.0037964281
IE0011787,C0016416,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-09,2023-10,2023-11,2,1,0.61642589,0.16019451,-0.51767784,0.0,0.6100341,0.0037891308
IE0011788,C0016793,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-09,2023-10,2024-01,2,3,0.12,0.13400467,-0.10391944,0.0,0.72895123,0.0037812835
IE0011789,C0016995,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-09,2023-11,2024-01,3,2,0.7127193,0.10094534,-0.64077361,0.0,0.57227726,0.0037916258
IE0011790,C0017057,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-09,2023-11,2023-12,3,1,0.37454437,0.13216214,-0.32504379,0.0,0.71446274,0.0037822387
IE0011791,C0017499,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-09,2023-10,2024-01,2,3,0.48971459,0.17155339,-0.4057024,0.0,0.74108788,0.0037804835
IE0011792,C0017824,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-09,2023-11,2024-03,3,4,0.36812745,0.197603,-0.29538436,0.0,0.77135504,0.0037784891
IE0011793,C0017999,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-09,2023-12,2024-02,4,2,0.35891343,0.14928545,-0.30533288,0.0,0.72364712,0.0037816331
IE0011794,C0018375,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-09,2023-12,2024-01,4,1,0.227475,0.12682085,-0.19862643,0.0,0.64927108,0.0037865398
IE0011795,C0018645,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-09,2023-09,2024-01,1,4,0.363419,0.15850493,-0.3058153,0.0,0.77646943,0.0037781522
IE0011796,C0018757,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-09,2023-12,2024-01,4,1,0.49715856,0.21798033,-0.38878777,0.0,0.79115375,0.0037771851
IE0011797,C0018832,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-09,2023-11,2023-12,3,1,0.23412488,0.12654975,-0.20449644,0.0,0.71376315,0.0037822848
IE0011798,C0018910,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-09,2023-11,2024-03,3,4,0.53614182,0.22816462,-0.41381322,0.0,0.55876043,0.0037925194
IE0011799,C0019363,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-09,2023-10,2024-02,2,4,0.38406558,0.14828998,-0.32711251,0.0,0.69185752,0.0037837295
IE0011800,C0019419,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-09,2023-12,2024-04,4,4,0.42999215,0.11257849,-0.38158428,0.0,0.85479289,0.0037729967
IE0011801,C0019772,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-09,2023-12,2024-02,4,2,0.36700567,0.10984892,-0.32669049,0.0,0.69122455,0.0037837713
IE0011802,C0000175,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-04,4,3,0.32337564,0.18634598,-0.26311589,0.0,0.40919087,0.0038024214
IE0011803,C0000232,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-05,4,4,0.31437385,0.13402783,-0.27223901,0.0,0.54218009,0.0037936158
IE0011804,C0000433,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-04,3,4,0.75603636,0.08967422,-0.68823939,0.0,0.4916871,0.0037969567
IE0011805,C0000733,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-04,4,3,0.23813519,0.21988491,-0.18577285,0.0,0.45226381,0.0037995672
IE0011806,C0000881,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-10,2023-12,1,2,0.23074265,0.20618763,-0.18316637,0.0,0.50824274,0.003795861
IE0011807,C0001304,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-11,2024-02,2,3,0.24738165,0.21389637,-0.19446761,0.0,0.50922454,0.003795796
IE0011808,C0001394,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-02,4,1,0.27528544,0.08644384,-0.25148871,0.0,0.53563556,0.0037940487
IE0011809,C0001832,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-03,3,3,0.29797039,0.12976232,-0.25930506,0.0,0.60012638,0.0037897854
IE0011810,C0002568,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-02,4,1,0.44678112,0.1321008,-0.38776097,0.0,0.40146151,0.0038029338
IE0011811,C0003763,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-05,4,4,0.65288269,0.15374028,-0.55250832,0.0,0.38586763,0.0038039678
IE0011812,C0004050,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-03,4,2,0.39286087,0.15986236,-0.33005721,0.0,0.58524094,0.003790769
IE0011813,C0004447,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-04,4,3,0.48077283,0.21106044,-0.3793007,0.0,0.52568557,0.0037947069
IE0011814,C0004923,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-04,3,4,0.24838288,0.20151993,-0.19832878,0.0,0.42311676,0.0038014984
IE0011815,C0004999,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-03,4,2,0.29284246,0.11598501,-0.25887713,0.0,0.50013815,0.0037963973
IE0011816,C0005558,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-05,4,4,0.12,0.12663804,-0.10480343,0.0,0.49475896,0.0037967534
IE0011817,C0005707,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-10,2024-02,1,4,0.27373484,0.20524866,-0.21755113,0.0,0.39589684,0.0038033028
IE0011818,C0006508,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-10,2024-02,1,4,0.58297513,0.17649975,-0.48008017,0.0,0.52124611,0.0037950006
IE0011819,C0006622,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-11,2024-01,2,2,0.42711443,0.09226451,-0.38770693,0.0,0.45076175,0.0037996667
IE0011820,C0006875,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-10,2023-11,1,1,0.3752519,0.24728103,-0.28245922,0.0,0.44796002,0.0037998523
IE0011821,C0007434,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-10,2023-11,1,1,0.70125139,0.12651594,-0.61253191,0.0,0.44948672,0.0037997512
IE0011822,C0007572,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-01,3,1,0.5916418,0.22850659,-0.45644775,0.0,0.44625135,0.0037999655
IE0011823,C0007643,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-03,3,3,0.38324783,0.14115659,-0.32914987,0.0,0.46563672,0.0037986815
IE0011824,C0007877,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-11,2024-01,2,2,0.58353207,0.13213272,-0.5064284,0.0,0.52347517,0.0037948531
IE0011825,C0008115,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-03,3,3,0.60626874,0.17125468,-0.50244238,0.0,0.46750998,0.0037985574
IE0011826,C0009355,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-05,4,4,0.51008884,0.17031706,-0.42321201,0.0,0.47799404,0.0037978632
IE0011827,C0009358,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-01,3,1,0.4442049,0.16920541,-0.36904303,0.0,0.44819172,0.0037998369
IE0011828,C0009915,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-11,2024-02,2,3,0.6813617,0.19566839,-0.54804075,0.0,0.44448912,0.0038000822
IE0011829,C0010465,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-10,2023-12,1,2,0.25670022,0.21105075,-0.20252345,0.0,0.45899924,0.0037991211
IE0011830,C0010591,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-11,2024-02,2,3,0.29928847,0.15170115,-0.25388607,0.0,0.41457639,0.0038020644
IE0011831,C0011254,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-02,3,2,0.41266435,0.13819928,-0.35563443,0.0,0.46461771,0.003798749
IE0011832,C0011513,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-11,2024-02,2,3,0.14349566,0.09007012,-0.13057099,0.0,0.51083054,0.0037956897
IE0011833,C0011621,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-04,4,3,0.46221196,0.07906604,-0.4256667,0.0,0.48629907,0.0037973134
IE0011834,C0011772,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-02,4,1,0.59739527,0.21016299,-0.4718449,0.0,0.47018915,0.00379838
IE0011835,C0012330,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-04,4,3,0.48002791,0.27937947,-0.34591796,0.0,0.44441163,0.0038000874
IE0011836,C0012388,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-11,2024-01,2,2,0.29392712,0.16326647,-0.24593868,0.0,0.45215828,0.0037995742
IE0011837,C0012662,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-02,3,2,0.56622032,0.12397977,-0.49602046,0.0,0.62298544,0.0037882754
IE0011838,C0012879,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-03,3,3,0.52133438,0.12842437,-0.45438235,0.0,0.43488907,0.0038007183
IE0011839,C0012930,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-11,2023-12,2,1,0.26719505,0.09958264,-0.24058706,0.0,0.38660256,0.0038039191
IE0011840,C0012980,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-03,3,3,0.3270028,0.17355017,-0.27025141,0.0,0.49616523,0.0037966603
IE0011841,C0013072,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-05,4,4,0.32243053,0.16840542,-0.26813149,0.0,0.50310095,0.0037962012
IE0011842,C0013137,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-04,3,4,0.45596305,0.15164044,-0.38682061,0.0,0.50461459,0.0037961011
IE0011843,C0013298,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-11,2024-01,2,2,0.59146751,0.18647872,-0.48117141,0.0,0.48318597,0.0037975195
IE0011844,C0013568,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-03,4,2,0.37002854,0.10439169,-0.33140064,0.0,0.48774398,0.0037972177
IE0011845,C0013609,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-03,4,2,0.45526461,0.05467936,-0.43037103,0.0,0.47594484,0.0037979989
IE0011846,C0014305,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-10,2024-01,1,3,0.38743933,0.16214987,-0.32461609,0.0,0.44625787,0.0037999651
IE0011847,C0014360,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-10,2024-01,1,3,0.36525322,0.08783633,-0.33317071,0.0,0.42230579,0.0038015521
IE0011848,C0014471,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-11,2024-03,2,4,0.67952702,0.13537642,-0.58753508,0.0,0.41687805,0.0038019119
IE0011849,C0014660,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-11,2023-12,2,1,0.31714132,0.17428638,-0.26186791,0.0,0.47780377,0.0037978758
IE0011850,C0014716,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-10,2023-12,1,2,0.39725902,0.14333955,-0.34031609,0.0,0.48322879,0.0037975166
IE0011851,C0014891,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-02,3,2,0.59485636,0.23657647,-0.45412734,0.0,0.53554958,0.0037940544
IE0011852,C0015032,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-05,4,4,0.40542487,0.09405621,-0.36729214,0.0,0.49275412,0.0037968861
IE0011853,C0015138,BUSINESS,CENTER,SME_GENERAL,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-11,2024-02,2,3,0.24041028,0.10494118,-0.21518134,0.0,0.48781781,0.0003810234
IE0011854,C0015337,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-10,2024-01,1,3,0.55328373,0.10394313,-0.49577369,0.0,0.51105218,0.0037956751
IE0011855,C0015903,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-05,4,4,0.42374182,0.19364922,-0.34168455,0.0,0.50434391,0.003796119
IE0011856,C0015986,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-11,2023-12,2,1,0.24040059,0.09178903,-0.21833446,0.0,0.41839856,0.0038018111
IE0011857,C0016467,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-10,2023-12,1,2,0.27836385,0.15893986,-0.23412073,0.0,0.49045535,0.0037970382
IE0011858,C0016500,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-10,2023-12,1,2,0.54222088,0.08170432,-0.49791909,0.0,0.50282061,0.0037962198
IE0011859,C0017129,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-01,3,1,0.54384176,0.05710778,-0.51278416,0.0,0.5228737,0.0037948929
IE0011860,C0017409,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-11,2024-03,2,4,0.48544962,0.17853412,-0.3987803,0.0,0.47858657,0.003797824
IE0011861,C0017452,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-10,2023-12,1,2,0.5190411,0.1243495,-0.4544986,0.0,0.47703922,0.0037979264
IE0011862,C0017995,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-11,2023-12,2,1,0.49341581,0.21698708,-0.38635096,0.0,0.42794987,0.0038011781
IE0011863,C0018009,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2024-01,2024-03,4,2,0.23137759,0.10005364,-0.20822742,0.0,0.59700325,0.0037899917
IE0011864,C0018270,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-02,3,2,0.57389091,0.1175066,-0.50645494,0.0,0.4503544,0.0037996937
IE0011865,C0018684,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-01,3,1,0.33975213,0.23213337,-0.26088432,0.0,0.40291156,0.0038028377
IE0011866,C0018714,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-01,3,1,0.38914641,0.03341713,-0.37614225,0.0,0.51230175,0.0037955924
IE0011867,C0018803,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-04,3,4,0.41047076,0.16888875,-0.34114686,0.0,0.47630032,0.0037979754
IE0011868,C0019197,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-11,2023-12,2,1,0.21758728,0.02946939,-0.21117512,0.0,0.44667997,0.0037999371
IE0011869,C0019407,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-10,2023-12,1,2,0.5645293,0.14436651,-0.48303018,0.0,0.58419096,0.0037908384
IE0011870,C0019749,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-02,3,2,0.29827426,0.11740725,-0.2632547,0.0,0.47483447,0.0037980724
IE0011871,C0019914,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-10,2023-12,2024-04,3,4,0.5647848,0.1229209,-0.49536094,0.0,0.47909127,0.0037977906
IE0011872,C0000024,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2023-12,2024-03,2,3,0.33485179,0.17025772,-0.27784069,0.0,0.4011024,0.0038029576
IE0011873,C0000351,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2024-02,2024-03,4,1,0.27695361,0.19052802,-0.22418619,0.0,0.37761073,0.0038045154
IE0011874,C0000718,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2024-02,2024-05,4,3,0.85,0.16728073,-0.70781138,0.0,0.31435588,0.0038087131
IE0011875,C0000762,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2024-02,2024-04,4,2,0.47719286,0.11787282,-0.42094479,0.0,0.38008108,0.0038043516
IE0011876,C0001166,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2024-01,2024-05,3,4,0.64043274,0.20435842,-0.50955492,0.0,0.33304374,0.0038074725
IE0011877,C0001592,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2024-02,2024-05,4,3,0.35336972,0.17635669,-0.2910506,0.0,0.3487893,0.0038064275
IE0011878,C0001649,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2024-02,2024-06,4,4,0.33335382,0.16227117,-0.27926011,0.0,0.35004521,0.0038063442
IE0011879,C0001663,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2023-11,2024-01,1,2,0.28610601,0.07734423,-0.26397736,0.0,0.35469649,0.0038060355
IE0011880,C0001720,BUSINESS,CENTER,SME_GENERAL,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2023-11,2024-02,1,3,0.44041441,0.11638798,-0.38915547,0.0,0.30566169,0.0003822395
IE0011881,C0001980,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2023-12,2024-01,2,1,0.41076568,0.19900191,-0.32902252,0.0,0.39188334,0.0038035689
IE0011882,C0002009,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2024-01,2024-04,3,3,0.44009077,0.18199,-0.35999865,0.0,0.34906185,0.0038064094
IE0011883,C0002068,BUSINESS,CENTER,SME_GENERAL,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2023-11,2023-12,1,1,0.36338402,0.20173202,-0.29007782,0.0,0.27538563,0.000382442
IE0011884,C0002479,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2024-02,2024-05,4,3,0.42852535,0.11000305,-0.38138625,0.0,0.27192039,0.0038115318
IE0011885,C0002522,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2023-11,2024-02,1,3,0.34355825,0.13215478,-0.29815538,0.0,0.35773121,0.0038058342
IE0011886,C0002817,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2024-02,2024-04,4,2,0.27622586,0.17333818,-0.22834537,0.0,0.35406072,0.0038060777
IE0011887,C0002851,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2023-11,2024-03,1,4,0.49825388,0.24532462,-0.37601994,0.0,0.29235539,0.0038101742
IE0011888,C0003032,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2023-11,2024-02,1,3,0.17499783,0.12381996,-0.1533296,0.0,0.38374993,0.0038041082
IE0011889,C0004034,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2023-11,2024-01,1,2,0.40353712,0.10145701,-0.36259545,0.0,0.31930125,0.0038083848
IE0011890,C0004169,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2024-01,2024-05,3,4,0.39231399,0.04890693,-0.37312712,0.0,0.39367117,0.0038034503
IE0011891,C0005248,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2024-01,2024-03,3,2,0.36342952,0.138256,-0.31318321,0.0,0.36513078,0.0038053432
IE0011892,C0005671,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2024-01,2024-04,3,3,0.41238603,0.14489675,-0.35263263,0.0,0.33855452,0.0038071067
IE0011893,C0005864,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2023-12,2024-02,2,2,0.49958221,0.07331956,-0.46295306,0.0,0.37109581,0.0038049475
IE0011894,C0005882,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2023-11,2024-03,1,4,0.4697899,0.11990254,-0.4134609,0.0,0.32177384,0.0038082206
IE0011895,C0005964,HOUSEHOLD,CENTER,HOUSEHOLD,EXTRAORDINARY_EXPENSE,Extraordinary expense,NEGATIVE,2023-11,2024-01,2024-03,3,2,0.38516073,0.09210791,-0.34968438,0.0,0.33443127,0.0038073804
