campaign_id,customer_id,selection_date,exposure_status,exposure_date,response_status,response_date
M007,C0007234,2022-09-18,NOT_EXPOSED,,,
M007,C0007434,2022-09-18,EXPOSED,2022-09-20,POSITIVE,2022-10-05
M007,C0008699,2022-09-18,EXPOSED,2022-11-08,NO_RESPONSE,
M007,C0008723,2022-09-18,EXPOSED,2022-10-24,POSITIVE,2022-10-27
M007,C0009017,2022-09-18,NOT_EXPOSED,,,
M007,C0011137,2022-09-18,EXPOSED,2022-10-17,NO_RESPONSE,
M007,C0011882,2022-09-18,EXPOSED,2022-10-05,NO_RESPONSE,
M007,C0011919,2022-09-18,EXPOSED,2022-09-23,POSITIVE,2022-09-25
M007,C0013191,2022-09-18,EXPOSED,2022-10-08,NEUTRAL,2022-10-21
M007,C0013629,2022-09-18,EXPOSED,2022-10-28,NO_RESPONSE,
M007,C0014618,2022-09-18,EXPOSED,2022-10-07,NO_RESPONSE,
M007,C0014647,2022-09-18,EXPOSED,2022-10-13,NO_RESPONSE,
M007,C0014805,2022-09-18,EXPOSED,2022-10-07,NO_RESPONSE,
M007,C0015443,2022-09-18,EXPOSED,2022-09-29,NO_RESPONSE,
M007,C0015973,2022-09-18,EXPOSED,2022-09-30,POSITIVE,2022-10-05
M007,C0016530,2022-09-18,EXPOSED,2022-10-25,NO_RESPONSE,
M007,C0017388,2022-09-18,EXPOSED,2022-10-21,NO_RESPONSE,
M007,C0018346,2022-09-18,EXPOSED,2022-11-06,NO_RESPONSE,
M007,C0019378,2022-09-18,EXPOSED,2022-11-12,NO_RESPONSE,
M007,C0019719,2022-09-18,EXPOSED,2022-09-28,POSITIVE,2022-09-29
M007,C0001615,2022-09-19,EXPOSED,2022-10-04,NO_RESPONSE,
M007,C0001654,2022-09-19,EXPOSED,2022-11-18,NO_RESPONSE,
M007,C0001662,2022-09-19,EXPOSED,2022-10-06,NO_RESPONSE,
M007,C0002853,2022-09-19,EXPOSED,2022-11-23,NO_RESPONSE,
M007,C0003932,2022-09-19,EXPOSED,2022-11-01,NEGATIVE,2022-11-02
M007,C0004526,2022-09-19,EXPOSED,2022-10-24,NO_RESPONSE,
M007,C0004748,2022-09-19,EXPOSED,2022-10-28,NO_RESPONSE,
M007,C0005091,2022-09-19,EXPOSED,2022-10-11,NO_RESPONSE,
M007,C0005156,2022-09-19,EXPOSED,2022-10-21,NO_RESPONSE,
M007,C0005269,2022-09-19,EXPOSED,2022-10-25,NO_RESPONSE,
M007,C0007043,2022-09-19,EXPOSED,2022-11-02,POSITIVE,2022-11-04
M007,C0008586,2022-09-19,EXPOSED,2022-10-14,NO_RESPONSE,
M007,C0009303,2022-09-19,EXPOSED,2022-10-05,NO_RESPONSE,
M007,C0009986,2022-09-19,EXPOSED,2022-11-06,NEGATIVE,2022-11-14
M007,C0010136,2022-09-19,EXPOSED,2022-09-26,NO_RESPONSE,
M007,C0010687,2022-09-19,EXPOSED,2022-10-23,NEUTRAL,2022-10-29
M007,C0011324,2022-09-19,EXPOSED,2022-10-05,NO_RESPONSE,
M007,C0012566,2022-09-19,EXPOSED,2022-10-05,NO_RESPONSE,
M007,C0012763,2022-09-19,EXPOSED,2022-10-19,POSITIVE,2022-10-20
M007,C0012812,2022-09-19,EXPOSED,2022-10-06,NO_RESPONSE,
M007,C0012839,2022-09-19,EXPOSED,2022-11-06,NO_RESPONSE,
M007,C0012992,2022-09-19,EXPOSED,2022-10-15,NEUTRAL,2022-10-21
M007,C0013681,2022-09-19,EXPOSED,2022-10-07,NO_RESPONSE,
M007,C0014576,2022-09-19,EXPOSED,2022-10-14,NO_RESPONSE,
M007,C0014658,2022-09-19,EXPOSED,2022-10-06,NO_RESPONSE,
M007,C0015946,2022-09-19,NOT_EXPOSED,,,
M007,C0016555,2022-09-19,EXPOSED,2022-10-15,POSITIVE,2022-10-16
M007,C0017118,2022-09-19,EXPOSED,2022-10-27,NO_RESPONSE,
M007,C0018083,2022-09-19,EXPOSED,2022-10-08,NO_RESPONSE,
M007,C0018505,2022-09-19,EXPOSED,2022-11-13,NO_RESPONSE,
M007,C0018804,2022-09-19,EXPOSED,2022-10-27,POSITIVE,2022-11-03
M007,C0019600,2022-09-19,EXPOSED,2022-11-07,NO_RESPONSE,
M007,C0000229,2022-09-20,EXPOSED,2022-09-27,NO_RESPONSE,
M007,C0000259,2022-09-20,EXPOSED,2022-10-22,NO_RESPONSE,
M007,C0001077,2022-09-20,EXPOSED,2022-09-22,NO_RESPONSE,
M007,C0002264,2022-09-20,EXPOSED,2022-10-27,NEGATIVE,2022-10-30
M007,C0002357,2022-09-20,EXPOSED,2022-11-03,NO_RESPONSE,
M007,C0002721,2022-09-20,EXPOSED,2022-10-12,NO_RESPONSE,
M007,C0003831,2022-09-20,EXPOSED,2022-10-29,NO_RESPONSE,
M007,C0003918,2022-09-20,EXPOSED,2022-11-12,NO_RESPONSE,
M007,C0003995,2022-09-20,EXPOSED,2022-11-09,NO_RESPONSE,
M007,C0004492,2022-09-20,EXPOSED,2022-09-25,NO_RESPONSE,
M007,C0004568,2022-09-20,EXPOSED,2022-09-30,NO_RESPONSE,
M007,C0005550,2022-09-20,EXPOSED,2022-11-22,NO_RESPONSE,
M007,C0006344,2022-09-20,EXPOSED,2022-11-01,NO_RESPONSE,
M007,C0006824,2022-09-20,EXPOSED,2022-10-22,NO_RESPONSE,
M007,C0007625,2022-09-20,EXPOSED,2022-10-03,NO_RESPONSE,
M007,C0008814,2022-09-20,EXPOSED,2022-10-09,NO_RESPONSE,
M007,C0009037,2022-09-20,EXPOSED,2022-09-25,NO_RESPONSE,
M007,C0009629,2022-09-20,EXPOSED,2022-09-22,NO_RESPONSE,
M007,C0009923,2022-09-20,EXPOSED,2022-11-18,NO_RESPONSE,
M007,C0010659,2022-09-20,EXPOSED,2022-11-01,NO_RESPONSE,
M007,C0013275,2022-09-20,EXPOSED,2022-10-22,NO_RESPONSE,
M007,C0015157,2022-09-20,EXPOSED,2022-10-31,NO_RESPONSE,
M007,C0015430,2022-09-20,EXPOSED,2022-11-03,NO_RESPONSE,
M007,C0015549,2022-09-20,NOT_EXPOSED,,,
M007,C0016618,2022-09-20,EXPOSED,2022-10-10,NO_RESPONSE,
M007,C0017179,2022-09-20,EXPOSED,2022-09-20,NO_RESPONSE,
M007,C0017592,2022-09-20,EXPOSED,2022-10-04,NO_RESPONSE,
M007,C0018566,2022-09-20,EXPOSED,2022-11-06,NO_RESPONSE,
M007,C0000256,2022-09-21,EXPOSED,2022-10-18,NEUTRAL,2022-10-25
M007,C0001518,2022-09-21,EXPOSED,2022-09-22,NO_RESPONSE,
M007,C0002697,2022-09-21,EXPOSED,2022-11-08,NO_RESPONSE,
M007,C0003544,2022-09-21,EXPOSED,2022-11-15,NO_RESPONSE,
M007,C0003619,2022-09-21,EXPOSED,2022-10-26,NO_RESPONSE,
M007,C0003774,2022-09-21,EXPOSED,2022-09-30,NO_RESPONSE,
M007,C0004405,2022-09-21,EXPOSED,2022-10-21,NO_RESPONSE,
M007,C0005335,2022-09-21,EXPOSED,2022-09-24,NO_RESPONSE,
M007,C0005437,2022-09-21,EXPOSED,2022-10-21,NO_RESPONSE,
M007,C0006373,2022-09-21,EXPOSED,2022-10-08,NO_RESPONSE,
M007,C0007179,2022-09-21,EXPOSED,2022-10-24,NO_RESPONSE,
M007,C0007911,2022-09-21,EXPOSED,2022-10-21,NO_RESPONSE,
M007,C0008936,2022-09-21,EXPOSED,2022-11-23,NO_RESPONSE,
M007,C0010055,2022-09-21,EXPOSED,2022-10-18,NO_RESPONSE,
M007,C0010703,2022-09-21,EXPOSED,2022-10-05,NO_RESPONSE,
M007,C0012841,2022-09-21,EXPOSED,2022-11-10,NO_RESPONSE,
M007,C0014842,2022-09-21,EXPOSED,2022-10-26,NEUTRAL,2022-11-06
M007,C0015940,2022-09-21,EXPOSED,2022-10-03,NO_RESPONSE,
M007,C0017123,2022-09-21,EXPOSED,2022-10-31,NO_RESPONSE,
M007,C0017946,2022-09-21,EXPOSED,2022-09-28,POSITIVE,2022-10-06
M007,C0018131,2022-09-21,EXPOSED,2022-10-23,NO_RESPONSE,
M007,C0018585,2022-09-21,EXPOSED,2022-11-05,NO_RESPONSE,
M007,C0018594,2022-09-21,NOT_EXPOSED,,,
M007,C0018746,2022-09-21,EXPOSED,2022-09-25,NO_RESPONSE,
M007,C0019255,2022-09-21,NOT_EXPOSED,,,
M007,C0002155,2022-09-22,NOT_EXPOSED,,,
M007,C0002623,2022-09-22,EXPOSED,2022-10-06,NO_RESPONSE,
M007,C0002933,2022-09-22,EXPOSED,2022-10-07,NO_RESPONSE,
M007,C0003054,2022-09-22,EXPOSED,2022-10-28,NEUTRAL,2022-10-31
M007,C0003071,2022-09-22,EXPOSED,2022-10-19,NO_RESPONSE,
M007,C0004481,2022-09-22,EXPOSED,2022-10-02,NO_RESPONSE,
M007,C0004645,2022-09-22,EXPOSED,2022-10-22,NO_RESPONSE,
M007,C0004863,2022-09-22,EXPOSED,2022-10-18,NO_RESPONSE,
M007,C0005288,2022-09-22,EXPOSED,2022-11-16,NO_RESPONSE,
M007,C0006018,2022-09-22,EXPOSED,2022-11-18,NO_RESPONSE,
M007,C0008555,2022-09-22,EXPOSED,2022-11-13,NO_RESPONSE,
M007,C0008896,2022-09-22,EXPOSED,2022-09-27,NO_RESPONSE,
M007,C0009069,2022-09-22,EXPOSED,2022-10-16,NO_RESPONSE,
M007,C0010224,2022-09-22,NOT_EXPOSED,,,
M007,C0010233,2022-09-22,EXPOSED,2022-10-09,NO_RESPONSE,
M007,C0010631,2022-09-22,EXPOSED,2022-10-26,NO_RESPONSE,
M007,C0011310,2022-09-22,EXPOSED,2022-10-02,NO_RESPONSE,
M007,C0011312,2022-09-22,EXPOSED,2022-10-20,NO_RESPONSE,
M007,C0012165,2022-09-22,EXPOSED,2022-11-08,NO_RESPONSE,
M007,C0012873,2022-09-22,EXPOSED,2022-10-28,NEGATIVE,2022-11-01
M007,C0014282,2022-09-22,EXPOSED,2022-10-08,NO_RESPONSE,
M007,C0014799,2022-09-22,EXPOSED,2022-10-14,NO_RESPONSE,
M007,C0015291,2022-09-22,EXPOSED,2022-10-24,NO_RESPONSE,
M007,C0017819,2022-09-22,EXPOSED,2022-10-01,NO_RESPONSE,
M007,C0017931,2022-09-22,NOT_EXPOSED,,,
M007,C0018347,2022-09-22,EXPOSED,2022-11-12,POSITIVE,2022-11-16
M007,C0018792,2022-09-22,EXPOSED,2022-10-12,NO_RESPONSE,
M007,C0019292,2022-09-22,EXPOSED,2022-09-30,NO_RESPONSE,
M007,C0019865,2022-09-22,EXPOSED,2022-11-11,NO_RESPONSE,
M007,C0000135,2022-09-23,EXPOSED,2022-10-05,NO_RESPONSE,
M007,C0001044,2022-09-23,EXPOSED,2022-09-25,NO_RESPONSE,
M007,C0001435,2022-09-23,EXPOSED,2022-09-24,NO_RESPONSE,
M007,C0001993,2022-09-23,EXPOSED,2022-11-04,NO_RESPONSE,
M007,C0002133,2022-09-23,EXPOSED,2022-10-11,NO_RESPONSE,
M007,C0002839,2022-09-23,EXPOSED,2022-10-04,NO_RESPONSE,
M007,C0002903,2022-09-23,EXPOSED,2022-10-30,NO_RESPONSE,
M007,C0003628,2022-09-23,EXPOSED,2022-11-20,NO_RESPONSE,
M007,C0003679,2022-09-23,EXPOSED,2022-09-24,NO_RESPONSE,
M007,C0004053,2022-09-23,EXPOSED,2022-09-26,NO_RESPONSE,
M007,C0004153,2022-09-23,EXPOSED,2022-10-30,NO_RESPONSE,
M007,C0004310,2022-09-23,EXPOSED,2022-10-10,NO_RESPONSE,
M007,C0004496,2022-09-23,EXPOSED,2022-10-02,NO_RESPONSE,
M007,C0005044,2022-09-23,EXPOSED,2022-10-01,NEUTRAL,2022-10-03
M007,C0007808,2022-09-23,EXPOSED,2022-10-10,NO_RESPONSE,
M007,C0007976,2022-09-23,EXPOSED,2022-10-01,NO_RESPONSE,
M007,C0009344,2022-09-23,EXPOSED,2022-10-19,NO_RESPONSE,
M007,C0009395,2022-09-23,EXPOSED,2022-10-12,NO_RESPONSE,
M007,C0009936,2022-09-23,EXPOSED,2022-11-11,NO_RESPONSE,
M007,C0010495,2022-09-23,EXPOSED,2022-10-09,NO_RESPONSE,
M007,C0012324,2022-09-23,EXPOSED,2022-10-14,NO_RESPONSE,
M007,C0012781,2022-09-23,EXPOSED,2022-11-15,NEUTRAL,2022-11-22
M007,C0013374,2022-09-23,EXPOSED,2022-11-01,NO_RESPONSE,
M007,C0014993,2022-09-23,EXPOSED,2022-09-26,NEGATIVE,2022-10-01
M007,C0015294,2022-09-23,EXPOSED,2022-10-22,POSITIVE,2022-10-27
M007,C0015408,2022-09-23,EXPOSED,2022-10-03,NO_RESPONSE,
M007,C0015761,2022-09-23,EXPOSED,2022-10-01,NO_RESPONSE,
M007,C0016651,2022-09-23,EXPOSED,2022-10-01,POSITIVE,2022-10-04
M007,C0017709,2022-09-23,NOT_EXPOSED,,,
M007,C0017812,2022-09-23,NOT_EXPOSED,,,
M007,C0000107,2022-09-24,EXPOSED,2022-10-18,POSITIVE,2022-10-24
M007,C0000516,2022-09-24,EXPOSED,2022-10-09,NO_RESPONSE,
M007,C0001022,2022-09-24,EXPOSED,2022-11-11,NEGATIVE,2022-11-16
M007,C0001292,2022-09-24,EXPOSED,2022-10-15,NO_RESPONSE,
M007,C0001752,2022-09-24,EXPOSED,2022-10-29,NO_RESPONSE,
M007,C0002396,2022-09-24,EXPOSED,2022-10-13,NO_RESPONSE,
M007,C0002608,2022-09-24,EXPOSED,2022-11-01,NO_RESPONSE,
M007,C0002838,2022-09-24,EXPOSED,2022-10-27,NO_RESPONSE,
M007,C0005010,2022-09-24,EXPOSED,2022-11-15,NO_RESPONSE,
M007,C0006071,2022-09-24,EXPOSED,2022-10-02,NO_RESPONSE,
M007,C0006229,2022-09-24,EXPOSED,2022-11-23,NO_RESPONSE,
M007,C0006300,2022-09-24,EXPOSED,2022-10-19,NO_RESPONSE,
M007,C0006837,2022-09-24,EXPOSED,2022-11-20,NO_RESPONSE,
M007,C0006865,2022-09-24,EXPOSED,2022-10-04,NO_RESPONSE,
M007,C0007282,2022-09-24,EXPOSED,2022-11-07,NO_RESPONSE,
M007,C0008020,2022-09-24,EXPOSED,2022-09-24,POSITIVE,2022-10-02
M007,C0009038,2022-09-24,EXPOSED,2022-11-17,NEUTRAL,2022-11-21
M007,C0009919,2022-09-24,EXPOSED,2022-11-26,NO_RESPONSE,
M007,C0010802,2022-09-24,EXPOSED,2022-11-01,NO_RESPONSE,
M007,C0012402,2022-09-24,EXPOSED,2022-10-17,NO_RESPONSE,
M007,C0013131,2022-09-24,EXPOSED,2022-10-31,NO_RESPONSE,
M007,C0013211,2022-09-24,EXPOSED,2022-10-27,NO_RESPONSE,
M007,C0014289,2022-09-24,EXPOSED,2022-10-08,NO_RESPONSE,
M007,C0015046,2022-09-24,EXPOSED,2022-10-28,NO_RESPONSE,
M007,C0015597,2022-09-24,EXPOSED,2022-10-30,NO_RESPONSE,
M007,C0016746,2022-09-24,NOT_EXPOSED,,,
M007,C0016911,2022-09-24,EXPOSED,2022-10-31,NO_RESPONSE,
M007,C0017338,2022-09-24,EXPOSED,2022-10-03,NO_RESPONSE,
M007,C0019202,2022-09-24,EXPOSED,2022-10-02,NEUTRAL,2022-10-02
M007,C0019206,2022-09-24,EXPOSED,2022-10-04,NO_RESPONSE,
M007,C0019746,2022-09-24,EXPOSED,2022-10-29,NO_RESPONSE,
M007,C0019761,2022-09-24,NOT_EXPOSED,,,
M007,C0019885,2022-09-24,EXPOSED,2022-10-19,POSITIVE,2022-10-25
M007,C0000540,2022-09-25,EXPOSED,2022-10-27,POSITIVE,2022-11-01
M007,C0002540,2022-09-25,EXPOSED,2022-09-27,POSITIVE,2022-09-30
M007,C0003567,2022-09-25,EXPOSED,2022-09-29,NO_RESPONSE,
M007,C0004598,2022-09-25,EXPOSED,2022-11-02,NO_RESPONSE,
M007,C0004914,2022-09-25,EXPOSED,2022-09-27,NO_RESPONSE,
M007,C0007008,2022-09-25,EXPOSED,2022-11-09,NO_RESPONSE,
M007,C0007017,2022-09-25,NOT_EXPOSED,,,
M007,C0007843,2022-09-25,EXPOSED,2022-10-04,NEGATIVE,2022-10-14
M007,C0007949,2022-09-25,EXPOSED,2022-10-23,NO_RESPONSE,
M007,C0008118,2022-09-25,EXPOSED,2022-10-12,NO_RESPONSE,
M007,C0009730,2022-09-25,EXPOSED,2022-11-13,NO_RESPONSE,
M007,C0010083,2022-09-25,EXPOSED,2022-10-27,NO_RESPONSE,
M007,C0010287,2022-09-25,EXPOSED,2022-11-01,NO_RESPONSE,
M007,C0010604,2022-09-25,EXPOSED,2022-10-14,NO_RESPONSE,
M007,C0012251,2022-09-25,NOT_EXPOSED,,,
M007,C0013967,2022-09-25,EXPOSED,2022-09-29,NEUTRAL,2022-10-04
M007,C0014002,2022-09-25,EXPOSED,2022-11-05,NO_RESPONSE,
M007,C0014547,2022-09-25,EXPOSED,2022-10-23,NO_RESPONSE,
M007,C0014671,2022-09-25,EXPOSED,2022-10-24,NO_RESPONSE,
M007,C0015099,2022-09-25,EXPOSED,2022-10-18,NO_RESPONSE,
M007,C0015609,2022-09-25,EXPOSED,2022-10-19,NO_RESPONSE,
M007,C0015669,2022-09-25,EXPOSED,2022-10-17,NO_RESPONSE,
M007,C0016369,2022-09-25,EXPOSED,2022-10-02,NO_RESPONSE,
M007,C0017605,2022-09-25,EXPOSED,2022-09-26,NO_RESPONSE,
M007,C0017699,2022-09-25,EXPOSED,2022-10-31,NO_RESPONSE,
M007,C0019195,2022-09-25,EXPOSED,2022-10-01,NO_RESPONSE,
M007,C0019491,2022-09-25,EXPOSED,2022-10-06,POSITIVE,2022-10-20
M007,C0000122,2022-09-26,EXPOSED,2022-11-14,NO_RESPONSE,
M007,C0001923,2022-09-26,EXPOSED,2022-11-20,NO_RESPONSE,
M007,C0001988,2022-09-26,EXPOSED,2022-10-19,NO_RESPONSE,
M007,C0002950,2022-09-26,EXPOSED,2022-09-28,NO_RESPONSE,
M007,C0003481,2022-09-26,EXPOSED,2022-10-11,NO_RESPONSE,
M007,C0007272,2022-09-26,EXPOSED,2022-11-13,NEUTRAL,2022-11-20
M007,C0007367,2022-09-26,EXPOSED,2022-11-06,NO_RESPONSE,
M007,C0007598,2022-09-26,EXPOSED,2022-09-30,POSITIVE,2022-10-03
M007,C0008159,2022-09-26,EXPOSED,2022-11-05,POSITIVE,2022-11-10
M007,C0008619,2022-09-26,EXPOSED,2022-10-17,NO_RESPONSE,
M007,C0009697,2022-09-26,EXPOSED,2022-10-02,NO_RESPONSE,
M007,C0010305,2022-09-26,EXPOSED,2022-10-09,NO_RESPONSE,
M007,C0011752,2022-09-26,EXPOSED,2022-10-22,NO_RESPONSE,
M007,C0012184,2022-09-26,EXPOSED,2022-10-28,NEUTRAL,2022-10-31
M007,C0015081,2022-09-26,EXPOSED,2022-10-17,NO_RESPONSE,
M007,C0015591,2022-09-26,EXPOSED,2022-10-19,NO_RESPONSE,
M007,C0015912,2022-09-26,EXPOSED,2022-10-26,NEUTRAL,2022-11-03
M007,C0017620,2022-09-26,EXPOSED,2022-10-31,NO_RESPONSE,
M007,C0017857,2022-09-26,EXPOSED,2022-11-10,NO_RESPONSE,
M007,C0017876,2022-09-26,NOT_EXPOSED,,,
M007,C0018272,2022-09-26,NOT_EXPOSED,,,
M007,C0018416,2022-09-26,EXPOSED,2022-10-04,NO_RESPONSE,
M007,C0019341,2022-09-26,NOT_EXPOSED,,,
M007,C0019356,2022-09-26,NOT_EXPOSED,,,
M007,C0000077,2022-09-27,EXPOSED,2022-11-29,POSITIVE,2022-12-03
M007,C0001745,2022-09-27,EXPOSED,2022-11-13,NEUTRAL,2022-11-19
M007,C0002487,2022-09-27,EXPOSED,2022-10-06,NO_RESPONSE,
M007,C0002520,2022-09-27,EXPOSED,2022-10-19,NO_RESPONSE,
M007,C0003110,2022-09-27,EXPOSED,2022-10-15,NO_RESPONSE,
M007,C0003241,2022-09-27,EXPOSED,2022-11-14,NO_RESPONSE,
M007,C0003513,2022-09-27,EXPOSED,2022-10-11,NO_RESPONSE,
M007,C0004341,2022-09-27,EXPOSED,2022-11-11,NO_RESPONSE,
M007,C0006487,2022-09-27,EXPOSED,2022-10-30,NO_RESPONSE,
M007,C0006869,2022-09-27,EXPOSED,2022-10-16,NO_RESPONSE,
M007,C0006927,2022-09-27,NOT_EXPOSED,,,
M007,C0007039,2022-09-27,EXPOSED,2022-10-03,NO_RESPONSE,
M007,C0007580,2022-09-27,EXPOSED,2022-10-04,NO_RESPONSE,
M007,C0008317,2022-09-27,EXPOSED,2022-10-28,NO_RESPONSE,
M007,C0008837,2022-09-27,EXPOSED,2022-10-10,NO_RESPONSE,
M007,C0009370,2022-09-27,EXPOSED,2022-09-29,NO_RESPONSE,
M007,C0010380,2022-09-27,EXPOSED,2022-11-12,NEUTRAL,2022-11-22
M007,C0014187,2022-09-27,EXPOSED,2022-10-14,NO_RESPONSE,
M007,C0014575,2022-09-27,EXPOSED,2022-10-04,NO_RESPONSE,
M007,C0014970,2022-09-27,EXPOSED,2022-09-28,NO_RESPONSE,
M007,C0015566,2022-09-27,EXPOSED,2022-10-12,POSITIVE,2022-10-14
M007,C0016831,2022-09-27,EXPOSED,2022-11-06,NO_RESPONSE,
M007,C0017303,2022-09-27,EXPOSED,2022-09-29,NO_RESPONSE,
M007,C0017315,2022-09-27,EXPOSED,2022-10-20,NO_RESPONSE,
M007,C0017328,2022-09-27,EXPOSED,2022-09-29,NO_RESPONSE,
M007,C0017435,2022-09-27,EXPOSED,2022-10-23,NO_RESPONSE,
M007,C0018099,2022-09-27,EXPOSED,2022-11-05,NO_RESPONSE,
M007,C0018963,2022-09-27,EXPOSED,2022-10-25,POSITIVE,2022-11-12
M007,C0000962,2022-09-28,EXPOSED,2022-10-05,NO_RESPONSE,
M007,C0002136,2022-09-28,EXPOSED,2022-11-04,NO_RESPONSE,
M007,C0002287,2022-09-28,NOT_EXPOSED,,,
M007,C0002560,2022-09-28,EXPOSED,2022-11-22,POSITIVE,2022-12-02
M007,C0002627,2022-09-28,EXPOSED,2022-10-20,NO_RESPONSE,
M007,C0002699,2022-09-28,EXPOSED,2022-10-22,NO_RESPONSE,
M007,C0003295,2022-09-28,EXPOSED,2022-10-19,NO_RESPONSE,
M007,C0005349,2022-09-28,EXPOSED,2022-11-05,NO_RESPONSE,
M007,C0005560,2022-09-28,EXPOSED,2022-11-09,POSITIVE,2022-11-14
M007,C0006332,2022-09-28,EXPOSED,2022-10-20,NO_RESPONSE,
M007,C0006812,2022-09-28,EXPOSED,2022-11-24,NO_RESPONSE,
M007,C0007155,2022-09-28,EXPOSED,2022-10-10,NO_RESPONSE,
M007,C0007615,2022-09-28,NOT_EXPOSED,,,
M007,C0007701,2022-09-28,EXPOSED,2022-10-04,NO_RESPONSE,
M007,C0008204,2022-09-28,EXPOSED,2022-10-16,NO_RESPONSE,
M007,C0008273,2022-09-28,EXPOSED,2022-10-22,POSITIVE,2022-10-23
M007,C0008332,2022-09-28,EXPOSED,2022-11-30,NO_RESPONSE,
M007,C0008677,2022-09-28,EXPOSED,2022-09-30,NO_RESPONSE,
M007,C0008728,2022-09-28,EXPOSED,2022-11-19,NO_RESPONSE,
M007,C0009242,2022-09-28,EXPOSED,2022-11-09,NO_RESPONSE,
M007,C0009317,2022-09-28,NOT_EXPOSED,,,
M007,C0009744,2022-09-28,NOT_EXPOSED,,,
M007,C0010792,2022-09-28,EXPOSED,2022-11-01,NO_RESPONSE,
M007,C0010921,2022-09-28,NOT_EXPOSED,,,
M007,C0010954,2022-09-28,EXPOSED,2022-10-14,NO_RESPONSE,
M007,C0011183,2022-09-28,EXPOSED,2022-11-01,NO_RESPONSE,
M007,C0011268,2022-09-28,EXPOSED,2022-11-05,NO_RESPONSE,
M007,C0011453,2022-09-28,EXPOSED,2022-10-16,NO_RESPONSE,
M007,C0011551,2022-09-28,EXPOSED,2022-11-20,NO_RESPONSE,
M007,C0011775,2022-09-28,EXPOSED,2022-10-02,NO_RESPONSE,
M007,C0011999,2022-09-28,EXPOSED,2022-10-01,NO_RESPONSE,
M007,C0012210,2022-09-28,EXPOSED,2022-10-07,NO_RESPONSE,
M007,C0013138,2022-09-28,EXPOSED,2022-10-02,NO_RESPONSE,
M007,C0013162,2022-09-28,EXPOSED,2022-10-24,NO_RESPONSE,
M007,C0013502,2022-09-28,EXPOSED,2022-10-08,POSITIVE,2022-10-12
M007,C0014242,2022-09-28,EXPOSED,2022-10-12,POSITIVE,2022-10-13
M007,C0014558,2022-09-28,EXPOSED,2022-10-23,NO_RESPONSE,
M007,C0015117,2022-09-28,EXPOSED,2022-10-07,NO_RESPONSE,
M007,C0016787,2022-09-28,EXPOSED,2022-10-31,NO_RESPONSE,
M007,C0016998,2022-09-28,EXPOSED,2022-11-04,NO_RESPONSE,
M007,C0017701,2022-09-28,EXPOSED,2022-11-08,NO_RESPONSE,
M007,C0017968,2022-09-28,EXPOSED,2022-10-30,NO_RESPONSE,
M007,C0018921,2022-09-28,EXPOSED,2022-10-11,NO_RESPONSE,
M007,C0000779,2022-09-29,EXPOSED,2022-10-10,NO_RESPONSE,
M007,C0002399,2022-09-29,EXPOSED,2022-11-09,NEUTRAL,2022-12-09
M007,C0002806,2022-09-29,EXPOSED,2022-11-10,NO_RESPONSE,
M007,C0003993,2022-09-29,EXPOSED,2022-10-05,NO_RESPONSE,
M007,C0004097,2022-09-29,EXPOSED,2022-11-07,POSITIVE,2022-11-17
M007,C0004320,2022-09-29,EXPOSED,2022-11-03,NO_RESPONSE,
M007,C0004418,2022-09-29,EXPOSED,2022-11-08,NO_RESPONSE,
M007,C0004747,2022-09-29,EXPOSED,2022-10-28,NO_RESPONSE,
M007,C0004768,2022-09-29,EXPOSED,2022-10-27,NO_RESPONSE,
M007,C0006389,2022-09-29,EXPOSED,2022-10-28,NO_RESPONSE,
M007,C0007844,2022-09-29,EXPOSED,2022-10-23,POSITIVE,2022-10-29
M007,C0009204,2022-09-29,EXPOSED,2022-11-05,NEUTRAL,2022-11-09
M007,C0009537,2022-09-29,EXPOSED,2022-10-20,NO_RESPONSE,
M007,C0010324,2022-09-29,EXPOSED,2022-10-10,NEGATIVE,2022-10-14
M007,C0011720,2022-09-29,EXPOSED,2022-10-21,NO_RESPONSE,
M007,C0013029,2022-09-29,EXPOSED,2022-09-30,NO_RESPONSE,
M007,C0013924,2022-09-29,EXPOSED,2022-10-31,NEUTRAL,2022-11-06
M007,C0015102,2022-09-29,EXPOSED,2022-10-15,NO_RESPONSE,
M007,C0015555,2022-09-29,EXPOSED,2022-10-24,NO_RESPONSE,
M007,C0015573,2022-09-29,EXPOSED,2022-09-30,NO_RESPONSE,
M007,C0016343,2022-09-29,NOT_EXPOSED,,,
M007,C0016424,2022-09-29,EXPOSED,2022-10-22,NO_RESPONSE,
M007,C0017415,2022-09-29,EXPOSED,2022-09-29,NO_RESPONSE,
M007,C0017638,2022-09-29,NOT_EXPOSED,,,
M007,C0017852,2022-09-29,EXPOSED,2022-10-17,NEGATIVE,2022-10-28
M007,C0018247,2022-09-29,NOT_EXPOSED,,,
M007,C0018645,2022-09-29,EXPOSED,2022-10-20,POSITIVE,2022-10-25
M007,C0018780,2022-09-29,EXPOSED,2022-10-08,NO_RESPONSE,
M007,C0018880,2022-09-29,EXPOSED,2022-10-15,NO_RESPONSE,
M007,C0019155,2022-09-29,NOT_EXPOSED,,,
M007,C0019858,2022-09-29,EXPOSED,2022-10-27,NO_RESPONSE,
M007,C0001483,2022-09-30,EXPOSED,2022-10-08,NO_RESPONSE,
