transaction_id,account_id,transaction_datetime,transaction_type,direction,channel,amount,counterparty_type,transfer_scope,counterparty_institution_id,transaction_branch_id,transaction_status,merchant_category,failure_reason
T0000015308,A0000039,2024-09-13 14:33:31,TRANSFER_OUT,DEBIT,MOBILE,4100.2,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015309,A0000023,2024-09-13 14:40:28,TRANSFER_OUT,DEBIT,MOBILE,1.0,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015310,A0000073,2024-09-13 14:40:28,TRANSFER_IN,CREDIT,MOBILE,1.0,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015311,A0000058,2024-09-13 14:51:23,CASH_WITHDRAWAL,DEBIT,BRANCH,4641.82,OTHER,,,027,COMPLETED,,
T0000015312,A0000013,2024-09-13 15:34:48,CASH_WITHDRAWAL,DEBIT,BRANCH,4748.62,OTHER,,,021,COMPLETED,,
T0000015313,A0000004,2024-09-13 15:52:52,TRANSFER_OUT,DEBIT,WEB,109726.98,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015314,A0000041,2024-09-13 15:52:52,TRANSFER_IN,CREDIT,WEB,109726.98,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015315,A0000004,2024-09-13 19:55:14,CASH_DEPOSIT,CREDIT,ATM,585.06,OTHER,,,,COMPLETED,,
T0000015316,A0000031,2024-09-14 09:25:47,TRANSFER_IN,CREDIT,MOBILE,27106.72,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015317,A0000066,2024-09-14 09:25:47,TRANSFER_OUT,DEBIT,MOBILE,27106.72,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015318,A0000077,2024-09-14 09:38:27,SERVICE_PAYMENT,DEBIT,AUTOMATIC,1008.54,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015319,A0000022,2024-09-14 16:04:26,TRANSFER_OUT,DEBIT,MOBILE,15398.05,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015320,A0000026,2024-09-14 16:04:26,TRANSFER_IN,CREDIT,MOBILE,15398.05,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015321,A0000034,2024-09-14 17:07:06,TRANSFER_IN,CREDIT,MOBILE,245530.15,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015322,A0000038,2024-09-14 17:07:06,TRANSFER_OUT,DEBIT,MOBILE,245530.15,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015323,A0000007,2024-09-14 17:22:43,SERVICE_PAYMENT,DEBIT,MOBILE,2671.31,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015324,A0000038,2024-09-14 18:23:24,SERVICE_PAYMENT,DEBIT,MOBILE,20315.04,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015325,A0000067,2024-09-15 06:39:30,SERVICE_PAYMENT,DEBIT,AUTOMATIC,7074.35,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015326,A0000004,2024-09-15 14:17:21,CASH_WITHDRAWAL,DEBIT,ATM,460.84,OTHER,,,,COMPLETED,,
T0000015327,A0000018,2024-09-15 15:13:00,TRANSFER_OUT,DEBIT,WEB,29871.2,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B001,,COMPLETED,,
T0000015328,A0000058,2024-09-15 16:17:08,SERVICE_PAYMENT,DEBIT,MOBILE,8808.47,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015329,A0000082,2024-09-15 17:37:51,TRANSFER_IN,CREDIT,WEB,250.61,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B009,,COMPLETED,,
T0000015330,A0000034,2024-09-15 23:15:14,TRANSFER_IN,CREDIT,MOBILE,455088.97,SUPPLIER,,,,COMPLETED,,
T0000015331,A0000022,2024-09-16 07:37:31,TRANSFER_OUT,DEBIT,WEB,8934.9,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015332,A0000064,2024-09-16 07:37:31,TRANSFER_IN,CREDIT,WEB,8934.9,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015333,A0000039,2024-09-16 07:48:40,SERVICE_PAYMENT,DEBIT,MOBILE,2085.83,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015334,A0000043,2024-09-16 08:58:56,TRANSFER_OUT,DEBIT,MOBILE,21459.36,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B007,,COMPLETED,,
T0000015335,A0000006,2024-09-16 10:11:16,TRANSFER_OUT,DEBIT,BRANCH,41239.92,SUPPLIER,,,027,COMPLETED,,
T0000015336,A0000065,2024-09-16 10:11:39,CASH_DEPOSIT,CREDIT,ATM,893.1,OTHER,,,,COMPLETED,,
T0000015337,A0000022,2024-09-16 10:58:36,TRANSFER_IN,CREDIT,MOBILE,8648.68,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015338,A0000091,2024-09-16 10:58:36,TRANSFER_OUT,DEBIT,MOBILE,8648.68,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015339,A0000013,2024-09-16 11:09:37,SERVICE_PAYMENT,DEBIT,MOBILE,6101.06,GOVERNMENT,,,,COMPLETED,,
T0000015340,A0000091,2024-09-16 11:20:25,CASH_WITHDRAWAL,DEBIT,ATM,4330.84,OTHER,,,,COMPLETED,,
T0000015341,A0000008,2024-09-16 11:45:55,TRANSFER_OUT,DEBIT,MOBILE,3603.95,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015342,A0000026,2024-09-16 11:45:55,TRANSFER_IN,CREDIT,MOBILE,3603.95,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015343,A0000064,2024-09-16 12:00:17,TRANSFER_OUT,DEBIT,BRANCH,1791.14,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B001,027,COMPLETED,,
T0000015344,A0000001,2024-09-16 14:05:21,TRANSFER_OUT,DEBIT,BRANCH,3807.84,FINANCIAL_INSTITUTION,INTERNATIONAL,BANK_B102,017,COMPLETED,,
T0000015345,A0000011,2024-09-16 14:43:56,CASH_WITHDRAWAL,DEBIT,ATM,4276.01,OTHER,,,,COMPLETED,,
T0000015346,A0000009,2024-09-16 15:18:14,CASH_DEPOSIT,CREDIT,BRANCH,2897.71,OTHER,,,009,COMPLETED,,
T0000015347,A0000034,2024-09-16 15:26:55,TRANSFER_OUT,DEBIT,MOBILE,228512.38,GOVERNMENT,,,,COMPLETED,,
T0000015348,A0000007,2024-09-16 15:41:40,SERVICE_PAYMENT,DEBIT,WEB,2724.35,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015349,A0000013,2024-09-16 18:17:40,TRANSFER_OUT,DEBIT,MOBILE,47819.61,OTHER,,,,COMPLETED,,
T0000015350,A0000034,2024-09-16 18:45:07,TRANSFER_OUT,DEBIT,MOBILE,30585.12,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B001,,COMPLETED,,
T0000015351,A0000007,2024-09-16 19:09:51,TRANSFER_IN,CREDIT,MOBILE,10779.38,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015352,A0000034,2024-09-16 19:09:51,TRANSFER_OUT,DEBIT,MOBILE,10779.38,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015353,A0000013,2024-09-17 02:02:49,LOAN_PAYMENT,DEBIT,AUTOMATIC,445427.71,LOAN_ACCOUNT,,,,FAILED,,INSUFFICIENT_FUNDS
T0000015354,A0000067,2024-09-17 07:20:08,LOAN_PAYMENT,DEBIT,AUTOMATIC,32277.41,LOAN_ACCOUNT,,,,COMPLETED,,
T0000015355,A0000004,2024-09-17 10:56:06,TRANSFER_IN,CREDIT,BRANCH,1196.9,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B006,031,COMPLETED,,
T0000015356,A0000038,2024-09-17 11:53:00,SERVICE_PAYMENT,DEBIT,MOBILE,57652.71,SERVICE_PROVIDER,,,,FAILED,,INSUFFICIENT_FUNDS
T0000015357,A0000034,2024-09-17 13:59:31,TRANSFER_IN,CREDIT,WEB,469413.38,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B001,,COMPLETED,,
T0000015358,A0000041,2024-09-17 15:13:59,TRANSFER_IN,CREDIT,MOBILE,7416.91,OTHER,,,,COMPLETED,,
T0000015359,A0000038,2024-09-17 15:44:02,TRANSFER_OUT,DEBIT,MOBILE,168695.61,SUPPLIER,,,,FAILED,,INSUFFICIENT_FUNDS
T0000015360,A0000009,2024-09-17 17:29:07,TRANSFER_IN,CREDIT,WEB,27750.01,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015361,A0000077,2024-09-17 17:29:07,TRANSFER_OUT,DEBIT,WEB,27750.01,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015362,A0000013,2024-09-17 21:20:15,SERVICE_PAYMENT,DEBIT,MOBILE,9626.31,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015363,A0000013,2024-09-18 03:13:23,SERVICE_PAYMENT,DEBIT,AUTOMATIC,7128.75,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015364,A0000066,2024-09-18 09:40:30,CASH_DEPOSIT,CREDIT,BRANCH,7874.96,OTHER,,,005,COMPLETED,,
T0000015365,A0000072,2024-09-18 09:54:03,SERVICE_PAYMENT,DEBIT,MOBILE,2048.74,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015366,A0000058,2024-09-18 13:22:03,SERVICE_PAYMENT,DEBIT,MOBILE,3404.55,GOVERNMENT,,,,COMPLETED,,
T0000015367,A0000009,2024-09-18 15:07:37,CASH_WITHDRAWAL,DEBIT,ATM,2473.1,OTHER,,,,COMPLETED,,
T0000015368,A0000067,2024-09-18 15:57:59,SERVICE_PAYMENT,DEBIT,BRANCH,5369.69,SERVICE_PROVIDER,,,034,COMPLETED,,
T0000015369,A0000034,2024-09-18 16:37:40,SERVICE_PAYMENT,DEBIT,MOBILE,57440.55,SUPPLIER,,,,COMPLETED,,
T0000015370,A0000004,2024-09-18 18:42:01,TRANSFER_OUT,DEBIT,MOBILE,142961.69,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015371,A0000041,2024-09-18 18:42:01,TRANSFER_IN,CREDIT,MOBILE,142961.69,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015372,A0000026,2024-09-18 19:04:19,TRANSFER_OUT,DEBIT,WEB,30730.54,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B009,,COMPLETED,,
T0000015373,A0000034,2024-09-18 19:47:51,TRANSFER_IN,CREDIT,MOBILE,229030.3,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B010,,COMPLETED,,
T0000015374,A0000009,2024-09-18 21:19:10,CASH_WITHDRAWAL,DEBIT,ATM,2446.36,OTHER,,,,COMPLETED,,
T0000015375,A0000058,2024-09-19 01:33:45,SERVICE_PAYMENT,DEBIT,AUTOMATIC,5900.92,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015376,A0000039,2024-09-19 01:35:16,SERVICE_PAYMENT,DEBIT,AUTOMATIC,1962.24,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015377,A0000009,2024-09-19 11:48:45,TRANSFER_OUT,DEBIT,MOBILE,1628.25,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015378,A0000013,2024-09-19 11:48:45,TRANSFER_IN,CREDIT,MOBILE,1628.25,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015379,A0000007,2024-09-19 11:56:02,CASH_DEPOSIT,CREDIT,BRANCH,1295.8,OTHER,,,015,COMPLETED,,
T0000015380,A0000009,2024-09-19 12:05:39,TRANSFER_IN,CREDIT,MOBILE,16565.79,OTHER,,,,COMPLETED,,
T0000015381,A0000006,2024-09-19 12:55:36,CASH_DEPOSIT,CREDIT,BRANCH,93900.93,OTHER,,,022,COMPLETED,,
T0000015382,A0000041,2024-09-19 15:43:05,SERVICE_PAYMENT,DEBIT,WEB,38863.1,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015383,A0000039,2024-09-19 15:53:21,SERVICE_PAYMENT,DEBIT,BRANCH,1558.54,SERVICE_PROVIDER,,,029,COMPLETED,,
T0000015384,A0000026,2024-09-19 19:19:48,TRANSFER_IN,CREDIT,MOBILE,28282.9,BTYT_CUSTOMER,INTERNAL,BANK_B000,,FAILED,,INSUFFICIENT_FUNDS
T0000015385,A0000058,2024-09-19 19:35:20,TRANSFER_OUT,DEBIT,WEB,10158.71,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B001,,FAILED,,INSUFFICIENT_FUNDS
T0000015386,A0000013,2024-09-20 07:06:45,SERVICE_PAYMENT,DEBIT,AUTOMATIC,10556.75,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015387,A0000013,2024-09-20 09:24:31,SERVICE_PAYMENT,DEBIT,AUTOMATIC,6208.42,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015388,A0000034,2024-09-20 10:00:29,TRANSFER_OUT,DEBIT,MOBILE,722155.46,SUPPLIER,,,,COMPLETED,,
T0000015389,A0000013,2024-09-20 10:01:20,TRANSFER_OUT,DEBIT,MOBILE,26835.6,OTHER,,,,FAILED,,INSUFFICIENT_FUNDS
T0000015390,A0000067,2024-09-20 10:11:12,TRANSFER_IN,CREDIT,BRANCH,143904.61,EMPLOYER,,,005,COMPLETED,,
T0000015391,A0000018,2024-09-20 12:40:13,CASH_DEPOSIT,CREDIT,BRANCH,33451.56,OTHER,,,012,COMPLETED,,
T0000015392,A0000026,2024-09-20 12:45:02,CASH_DEPOSIT,CREDIT,BRANCH,14654.28,OTHER,,,010,COMPLETED,,
T0000015393,A0000058,2024-09-20 12:57:39,CASH_DEPOSIT,CREDIT,BRANCH,1855.1,OTHER,,,019,COMPLETED,,
T0000015394,A0000081,2024-09-20 13:23:51,TRANSFER_IN,CREDIT,MOBILE,41353.98,EMPLOYER,,,,COMPLETED,,
T0000015395,A0000034,2024-09-20 13:37:47,TRANSFER_OUT,DEBIT,WEB,443220.93,SUPPLIER,,,,COMPLETED,,
T0000015396,A0000004,2024-09-20 13:48:52,CASH_WITHDRAWAL,DEBIT,ATM,528.39,OTHER,,,,COMPLETED,,
T0000015397,A0000091,2024-09-20 14:05:08,CASH_DEPOSIT,CREDIT,BRANCH,1528.11,OTHER,,,020,COMPLETED,,
T0000015398,A0000009,2024-09-20 14:13:04,SERVICE_PAYMENT,DEBIT,WEB,2327.94,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015399,A0000081,2024-09-20 16:02:23,TRANSFER_IN,CREDIT,WEB,9262.45,FINANCIAL_INSTITUTION,INTERNATIONAL,BANK_B107,,COMPLETED,,
T0000015400,A0000031,2024-09-20 16:32:57,TRANSFER_OUT,DEBIT,WEB,8219.14,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015401,A0000038,2024-09-20 16:32:57,TRANSFER_IN,CREDIT,WEB,8219.14,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015402,A0000013,2024-09-20 18:55:21,TRANSFER_IN,CREDIT,MOBILE,63923.18,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015403,A0000091,2024-09-20 18:55:21,TRANSFER_OUT,DEBIT,MOBILE,63923.18,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015404,A0000067,2024-09-21 15:53:56,CASH_DEPOSIT,CREDIT,ATM,14507.41,OTHER,,,,COMPLETED,,
T0000015405,A0000064,2024-09-21 17:05:48,TRANSFER_OUT,DEBIT,MOBILE,385.73,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015406,A0000091,2024-09-21 17:05:48,TRANSFER_IN,CREDIT,MOBILE,385.73,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015407,A0000081,2024-09-21 17:56:27,TRANSFER_OUT,DEBIT,MOBILE,5138.69,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B007,,COMPLETED,,
T0000015408,A0000032,2024-09-21 19:05:49,TRANSFER_IN,CREDIT,WEB,10897.97,OTHER,,,,COMPLETED,,
T0000015409,A0000026,2024-09-21 19:11:25,TRANSFER_IN,CREDIT,WEB,23086.01,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B001,,COMPLETED,,
T0000015410,A0000013,2024-09-21 19:54:39,CASH_WITHDRAWAL,DEBIT,ATM,11046.67,OTHER,,,,COMPLETED,,
T0000015411,A0000032,2024-09-21 20:45:37,TRANSFER_IN,CREDIT,MOBILE,27176.99,OTHER,,,,COMPLETED,,
T0000015412,A0000013,2024-09-22 01:46:52,SERVICE_PAYMENT,DEBIT,AUTOMATIC,8913.35,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015413,A0000007,2024-09-22 06:40:05,TRANSFER_IN,CREDIT,WEB,6980.24,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015414,A0000026,2024-09-22 06:40:05,TRANSFER_OUT,DEBIT,WEB,6980.24,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015415,A0000058,2024-09-22 11:38:11,CASH_WITHDRAWAL,DEBIT,ATM,5690.22,OTHER,,,,COMPLETED,,
T0000015416,A0000060,2024-09-22 12:24:53,TRANSFER_OUT,DEBIT,WEB,24480.87,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,IEDE_MERCADO_PAGO,,COMPLETED,,
T0000015417,A0000081,2024-09-22 12:47:04,SERVICE_PAYMENT,DEBIT,MOBILE,4575.93,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015418,A0000026,2024-09-22 14:12:46,SERVICE_PAYMENT,DEBIT,MOBILE,1329.27,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015419,A0000007,2024-09-22 14:20:22,LOAN_PAYMENT,DEBIT,MOBILE,50362.82,LOAN_ACCOUNT,,,,COMPLETED,,
T0000015420,A0000034,2024-09-22 14:28:16,TRANSFER_OUT,DEBIT,WEB,418388.59,SUPPLIER,,,,COMPLETED,,
T0000015421,A0000092,2024-09-22 18:51:33,TRANSFER_IN,CREDIT,MOBILE,4454.29,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B002,,COMPLETED,,
T0000015422,A0000013,2024-09-22 20:24:26,SERVICE_PAYMENT,DEBIT,MOBILE,8436.89,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015423,A0000009,2024-09-22 23:20:34,CASH_WITHDRAWAL,DEBIT,ATM,4229.28,OTHER,,,,COMPLETED,,
T0000015424,A0000013,2024-09-23 07:13:38,SERVICE_PAYMENT,DEBIT,AUTOMATIC,10001.45,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015425,A0000081,2024-09-23 08:21:04,SERVICE_PAYMENT,DEBIT,MOBILE,1573.97,GOVERNMENT,,,,COMPLETED,,
T0000015426,A0000065,2024-09-23 09:16:39,CASH_WITHDRAWAL,DEBIT,BRANCH,1213.2,OTHER,,,021,COMPLETED,,
T0000015427,A0000060,2024-09-23 09:26:42,CASH_WITHDRAWAL,DEBIT,ATM,10076.12,OTHER,,,,COMPLETED,,
T0000015428,A0000004,2024-09-23 12:19:52,TRANSFER_IN,CREDIT,BRANCH,374.17,BTYT_CUSTOMER,INTERNAL,BANK_B000,017,COMPLETED,,
T0000015429,A0000021,2024-09-23 12:19:52,TRANSFER_OUT,DEBIT,BRANCH,374.17,BTYT_CUSTOMER,INTERNAL,BANK_B000,017,COMPLETED,,
T0000015430,A0000004,2024-09-23 12:34:31,TRANSFER_OUT,DEBIT,WEB,2207.84,OTHER,,,,COMPLETED,,
T0000015431,A0000034,2024-09-23 12:59:33,TRANSFER_IN,CREDIT,MOBILE,506112.57,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B005,,COMPLETED,,
T0000015432,A0000034,2024-09-23 13:05:29,CASH_WITHDRAWAL,DEBIT,BRANCH,179500.47,OTHER,,,023,COMPLETED,,
T0000015433,A0000034,2024-09-23 14:30:04,CASH_DEPOSIT,CREDIT,ATM,173083.6,OTHER,,,,COMPLETED,,
T0000015434,A0000008,2024-09-23 15:34:56,TRANSFER_OUT,DEBIT,MOBILE,1249.52,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B010,,COMPLETED,,
T0000015435,A0000056,2024-09-23 15:50:27,CASH_DEPOSIT,CREDIT,ATM,216.21,OTHER,,,,COMPLETED,,
T0000015436,A0000018,2024-09-23 16:07:47,SERVICE_PAYMENT,DEBIT,MOBILE,16240.43,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015437,A0000004,2024-09-23 16:28:46,TRANSFER_IN,CREDIT,BRANCH,3437.67,FINANCIAL_INSTITUTION,INTERNATIONAL,BANK_B101,032,COMPLETED,,
T0000015438,A0000063,2024-09-23 16:44:43,TRANSFER_OUT,DEBIT,WEB,5718.96,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015439,A0000066,2024-09-23 16:44:43,TRANSFER_IN,CREDIT,WEB,5718.96,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015440,A0000041,2024-09-23 17:20:02,SERVICE_PAYMENT,DEBIT,WEB,24630.46,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015441,A0000018,2024-09-23 21:50:51,CASH_WITHDRAWAL,DEBIT,ATM,17648.27,OTHER,,,,COMPLETED,,
T0000015442,A0000004,2024-09-24 09:42:23,TRANSFER_IN,CREDIT,BRANCH,4267.32,FINANCIAL_INSTITUTION,INTERNATIONAL,BANK_B107,005,COMPLETED,,
T0000015443,A0000038,2024-09-24 10:31:16,TRANSFER_IN,CREDIT,BRANCH,175152.3,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B011,019,COMPLETED,,
T0000015444,A0000022,2024-09-24 11:32:24,TRANSFER_IN,CREDIT,BRANCH,46145.91,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,IEDE_MERCADO_PAGO,012,COMPLETED,,
T0000015445,A0000058,2024-09-24 11:37:14,TRANSFER_OUT,DEBIT,MOBILE,9581.69,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B001,,FAILED,,INSUFFICIENT_FUNDS
T0000015446,A0000034,2024-09-24 12:18:34,TRANSFER_IN,CREDIT,WEB,243971.15,OTHER,,,,COMPLETED,,
T0000015447,A0000034,2024-09-24 12:41:01,TRANSFER_IN,CREDIT,BRANCH,170324.72,FINANCIAL_INSTITUTION,INTERNATIONAL,BANK_B104,019,COMPLETED,,
T0000015448,A0000026,2024-09-24 12:50:34,TRANSFER_OUT,DEBIT,WEB,15376.92,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,IEDE_MIDINERO,,COMPLETED,,
T0000015449,A0000011,2024-09-24 14:26:26,SERVICE_PAYMENT,DEBIT,WEB,3362.68,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015450,A0000022,2024-09-24 14:38:37,TRANSFER_OUT,DEBIT,MOBILE,24960.08,GOVERNMENT,,,,COMPLETED,,
T0000015451,A0000004,2024-09-24 14:51:05,TRANSFER_OUT,DEBIT,BRANCH,2762.85,BTYT_CUSTOMER,INTERNAL,BANK_B000,031,COMPLETED,,
T0000015452,A0000029,2024-09-24 14:51:05,TRANSFER_IN,CREDIT,BRANCH,2762.85,BTYT_CUSTOMER,INTERNAL,BANK_B000,031,COMPLETED,,
T0000015453,A0000011,2024-09-24 15:35:54,TRANSFER_OUT,DEBIT,BRANCH,2520.43,BTYT_CUSTOMER,INTERNAL,BANK_B000,030,COMPLETED,,
T0000015454,A0000060,2024-09-24 15:35:54,TRANSFER_IN,CREDIT,BRANCH,2520.43,BTYT_CUSTOMER,INTERNAL,BANK_B000,030,COMPLETED,,
T0000015455,A0000066,2024-09-24 16:05:59,SERVICE_PAYMENT,DEBIT,WEB,2851.2,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015456,A0000034,2024-09-24 17:49:19,TRANSFER_IN,CREDIT,WEB,1227060.33,FINANCIAL_INSTITUTION,INTERNATIONAL,BANK_B102,,COMPLETED,,
T0000015457,A0000058,2024-09-24 18:20:39,TRANSFER_OUT,DEBIT,MOBILE,50270.31,BTYT_CUSTOMER,INTERNAL,BANK_B000,,FAILED,,INSUFFICIENT_FUNDS
T0000015458,A0000044,2024-09-24 20:35:58,TRANSFER_OUT,DEBIT,MOBILE,28582.73,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B011,,COMPLETED,,
T0000015459,A0000039,2024-09-24 21:25:22,TRANSFER_OUT,DEBIT,MOBILE,2806.9,SUPPLIER,,,,COMPLETED,,
T0000015460,A0000067,2024-09-24 23:02:50,SERVICE_PAYMENT,DEBIT,MOBILE,14301.05,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015461,A0000067,2024-09-24 23:36:08,TRANSFER_IN,CREDIT,MOBILE,41182.87,BTYT_CUSTOMER,INTERNAL,BANK_B000,,FAILED,,INSUFFICIENT_FUNDS
T0000015462,A0000092,2024-09-25 06:10:00,TRANSFER_IN,CREDIT,MOBILE,7338.08,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B001,,COMPLETED,,
T0000015463,A0000011,2024-09-25 09:06:34,TRANSFER_IN,CREDIT,MOBILE,10084.48,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015464,A0000077,2024-09-25 09:06:34,TRANSFER_OUT,DEBIT,MOBILE,10084.48,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015465,A0000004,2024-09-25 09:24:44,TRANSFER_IN,CREDIT,MOBILE,2944.82,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015466,A0000041,2024-09-25 09:24:44,TRANSFER_OUT,DEBIT,MOBILE,2944.82,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000015467,A0000058,2024-09-25 12:10:28,LOAN_PAYMENT,DEBIT,MOBILE,4393.74,LOAN_ACCOUNT,,,,FAILED,,INSUFFICIENT_FUNDS
T0000015468,A0000038,2024-09-25 14:46:46,SERVICE_PAYMENT,DEBIT,WEB,25544.17,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015469,A0000080,2024-09-25 15:18:03,SERVICE_PAYMENT,DEBIT,MOBILE,6338.14,SERVICE_PROVIDER,,,,COMPLETED,,
T0000015470,A0000090,2024-09-25 15:29:53,TRANSFER_IN,CREDIT,MOBILE,2724.84,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B006,,COMPLETED,,
T0000015471,A0000077,2024-09-25 17:37:32,CASH_WITHDRAWAL,DEBIT,ATM,7242.75,OTHER,,,,COMPLETED,,
T0000015472,A0000066,2024-09-25 17:44:13,TRANSFER_OUT,DEBIT,WEB,20966.29,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,IEDE_MIDINERO,,COMPLETED,,
T0000015473,A0000058,2024-09-25 18:22:49,TRANSFER_OUT,DEBIT,MOBILE,16300.61,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B007,,FAILED,,INSUFFICIENT_FUNDS
