loan_id,origination_month_internal,lifecycle_seed,resolution_month_internal,terminal_event_internal,pre2021_inherited_state
L0011088,2026-12,2518371513,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011089,2023-08,2519371516,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011090,2023-11,2520371519,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011091,2021-12,2521371522,2024-12,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011092,2022-07,2522371525,2026-07,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011093,2026-02,2523371528,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011094,2024-02,2524371531,2025-02,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011095,2025-07,2525371534,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011096,2026-01,2526371537,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011097,2026-04,2527371540,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011098,2019-01,2528371543,2020-07,PAID_OFF,COMPRESSED_CURRENT
L0011099,2018-12,2529371546,2023-01,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011100,2019-01,2530371549,2021-01,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011101,2020-01,2531371552,2025-01,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011102,2013-05,2532371555,2016-05,PAID_OFF,COMPRESSED_CURRENT
L0011103,2021-11,2533371558,2022-05,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011104,2020-05,2534371561,2020-11,PAID_OFF,COMPRESSED_CURRENT
L0011105,2021-09,2535371564,2022-09,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011106,2017-08,2536371567,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0011107,2015-04,2537371570,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0011108,2017-07,2538371573,2022-07,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011109,2018-09,2539371576,2023-10,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011110,2017-06,2540371579,2024-01,RELATIONSHIP_EXIT_RESOLUTION,INHERITED_SEVERE
L0011111,2009-10,2541371582,2011-10,PAID_OFF,COMPRESSED_CURRENT
L0011112,2005-09,2542371585,2007-03,PAID_OFF,COMPRESSED_CURRENT
L0011113,2019-09,2543371588,2024-09,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011114,2022-11,2544371591,2023-08,RESTRUCTURE,NOT_APPLICABLE
L0011115,2024-10,2545371594,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011116,2007-04,2546371597,2011-04,PAID_OFF,COMPRESSED_CURRENT
L0011117,2009-02,2547371600,2010-08,PAID_OFF,COMPRESSED_CURRENT
L0011118,2015-12,2548371603,2017-12,PAID_OFF,COMPRESSED_CURRENT
L0011119,2005-07,2549371606,2010-07,PAID_OFF,COMPRESSED_CURRENT
L0011120,2021-07,2550371609,2022-07,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011121,2026-01,2551371612,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011122,2018-05,2552371615,2019-05,PAID_OFF,COMPRESSED_CURRENT
L0011123,2025-12,2553371618,2026-06,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011124,2026-12,2554371621,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011125,2020-12,2555371624,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0011126,2021-07,2556371627,2023-12,EARLY_PREPAYMENT,NOT_APPLICABLE
L0011127,2025-04,2557371630,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011128,2025-07,2558371633,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011129,2026-04,2559371636,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011130,2010-06,2560371639,2011-06,PAID_OFF,COMPRESSED_CURRENT
L0011131,2015-12,2561371642,2019-12,PAID_OFF,COMPRESSED_CURRENT
L0011132,2012-03,2562371645,2017-03,PAID_OFF,COMPRESSED_CURRENT
L0011133,2007-10,2563371648,2009-04,PAID_OFF,COMPRESSED_CURRENT
L0011134,2001-06,2564371651,2011-06,DEFAULTED,COMPRESSED_DEFAULTED
L0011135,2014-09,2565371654,2022-06,RELATIONSHIP_EXIT_RESOLUTION,INHERITED_CURRENT
L0011136,2009-12,2566371657,2010-12,PAID_OFF,COMPRESSED_CURRENT
L0011137,2002-07,2567371660,2008-07,PAID_OFF,COMPRESSED_RECOVERED
L0011138,2015-06,2568371663,2018-06,PAID_OFF,COMPRESSED_CURRENT
L0011139,2006-08,2569371666,2010-08,PAID_OFF,COMPRESSED_CURRENT
L0011140,2018-11,2570371669,2021-11,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011141,2019-11,2571371672,2022-11,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011142,2022-08,2572371675,2026-08,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011143,2023-05,2573371678,2025-05,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011144,2016-11,2574371681,2021-11,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011145,2014-11,2575371684,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0011146,1997-12,2576371687,2007-12,WRITTEN_OFF,COMPRESSED_WRITTEN_OFF
L0011147,1997-07,2577371690,2001-07,PAID_OFF,COMPRESSED_RECOVERED
L0011148,2003-11,2578371693,2004-05,PAID_OFF,COMPRESSED_CURRENT
L0011149,2010-08,2579371696,2012-08,PAID_OFF,COMPRESSED_CURRENT
L0011150,2004-05,2580371699,2005-05,PAID_OFF,COMPRESSED_CURRENT
L0011151,2020-04,2581371702,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0011152,2020-12,2582371705,2022-12,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011153,2020-01,2583371708,2021-07,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011154,2025-12,2584371711,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011155,2013-01,2585371714,2018-01,PAID_OFF,COMPRESSED_CURRENT
L0011156,2023-11,2586371717,2024-11,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011157,2024-04,2587371720,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011158,2025-12,2588371723,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011159,2025-06,2589371726,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011160,2025-06,2590371729,2026-12,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011161,2025-06,2591371732,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011162,2026-09,2592371735,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011163,2025-06,2593371738,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011164,2020-10,2594371741,2022-07,EARLY_PREPAYMENT,INHERITED_EARLY
L0011165,2020-08,2595371744,2024-08,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011166,2020-05,2596371747,2024-05,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011167,2020-05,2597371750,2022-05,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011168,2025-10,2598371753,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011169,2013-11,2599371756,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0011170,2015-10,2600371759,2021-10,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011171,2006-01,2601371762,2009-01,PAID_OFF,COMPRESSED_CURRENT
L0011172,2006-12,2602371765,2009-12,PAID_OFF,COMPRESSED_CURRENT
L0011173,2007-07,2603371768,2009-07,PAID_OFF,COMPRESSED_CURRENT
L0011174,2015-09,2604371771,2020-09,PAID_OFF,COMPRESSED_CURRENT
L0011175,2026-09,2605371774,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011176,2019-03,2606371777,2022-03,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011177,2019-10,2607371780,2023-10,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011178,2016-04,2608371783,,OPEN_EARLY_AT_CUTOFF,INHERITED_CURRENT
L0011179,2018-03,2609371786,,OPEN_EARLY_AT_CUTOFF,INHERITED_CURRENT
L0011180,2020-03,2610371789,2021-09,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011181,2019-01,2611371792,2020-01,PAID_OFF,COMPRESSED_CURRENT
L0011182,2010-06,2612371795,2012-06,PAID_OFF,COMPRESSED_CURRENT
L0011183,2025-10,2613371798,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011184,2025-02,2614371801,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011185,2003-11,2615371804,2006-11,PAID_OFF,COMPRESSED_CURRENT
L0011186,2011-11,2616371807,2021-11,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011187,2010-05,2617371810,2010-11,PAID_OFF,COMPRESSED_CURRENT
L0011188,2010-12,2618371813,2015-12,PAID_OFF,COMPRESSED_CURRENT
L0011189,2023-02,2619371816,2025-02,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011190,2026-01,2620371819,,OPEN_SEVERE_AT_CUTOFF,NOT_APPLICABLE
L0011191,2010-02,2621371822,2011-02,PAID_OFF,COMPRESSED_CURRENT
L0011192,2014-06,2622371825,2019-06,PAID_OFF,COMPRESSED_CURRENT
L0011193,2010-07,2623371828,2014-07,PAID_OFF,COMPRESSED_CURRENT
L0011194,2012-11,2624371831,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0011195,2016-11,2625371834,2020-11,PAID_OFF,COMPRESSED_CURRENT
L0011196,2020-12,2626371837,2024-12,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011197,2016-08,2627371840,2020-08,PAID_OFF,COMPRESSED_CURRENT
L0011198,2023-11,2628371843,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011199,2025-08,2629371846,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011200,2025-09,2630371849,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011201,2025-03,2631371852,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011202,2026-04,2632371855,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011203,2019-12,2633371858,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0011204,2023-05,2634371861,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011205,2024-11,2635371864,2026-05,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011206,2020-08,2636371867,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0011207,2020-07,2637371870,2022-07,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011208,2024-11,2638371873,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011209,2012-12,2639371876,2013-12,PAID_OFF,COMPRESSED_CURRENT
L0011210,2008-11,2640371879,2010-05,PAID_OFF,COMPRESSED_CURRENT
L0011211,2022-04,2641371882,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011212,2024-03,2642371885,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011213,2021-04,2643371888,2025-04,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011214,2025-06,2644371891,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011215,2023-04,2645371894,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011216,2025-10,2646371897,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011217,2025-10,2647371900,2026-10,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011218,2026-05,2648371903,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011219,2022-07,2649371906,2026-07,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011220,2023-09,2650371909,2025-09,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011221,2003-04,2651371912,2003-10,PAID_OFF,COMPRESSED_CURRENT
L0011222,2009-03,2652371915,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0011223,2019-04,2653371918,2022-04,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011224,2023-09,2654371921,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011225,2020-11,2655371924,2022-05,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011226,2019-06,2656371927,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0011227,2004-07,2657371930,2005-01,PAID_OFF,COMPRESSED_CURRENT
L0011228,2006-11,2658371933,2009-11,PAID_OFF,COMPRESSED_CURRENT
L0011229,1998-08,2659371936,1999-08,PAID_OFF,COMPRESSED_CURRENT
L0011230,2022-11,2660371939,2025-11,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011231,2022-01,2661371942,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011232,2023-10,2662371945,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011233,2025-06,2663371948,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011234,2026-06,2664371951,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011235,2021-11,2665371954,2022-05,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011236,2020-01,2666371957,2025-01,SCHEDULED_MATURITY,INHERITED_EARLY
L0011237,2018-07,2667371960,2022-07,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011238,2020-03,2668371963,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0011239,2019-05,2669371966,2025-05,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011240,2020-01,2670371969,2023-03,SCHEDULED_MATURITY,INHERITED_SEVERE
L0011241,2023-03,2671371972,2026-03,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011242,2025-06,2672371975,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011243,2001-06,2673371978,2003-06,PAID_OFF,COMPRESSED_CURRENT
L0011244,2018-12,2674371981,2021-12,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011245,2019-05,2675371984,2021-05,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011246,2018-03,2676371987,2022-03,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011247,2022-03,2677371990,2023-03,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011248,2024-12,2678371993,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011249,2021-06,2679371996,2023-06,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011250,2023-12,2680371999,2024-12,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011251,2025-01,2681372002,,OPEN_EARLY_AT_CUTOFF,NOT_APPLICABLE
L0011252,2026-01,2682372005,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011253,2018-06,2683372008,2022-06,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011254,2019-11,2684372011,2020-11,PAID_OFF,COMPRESSED_CURRENT
L0011255,2025-05,2685372014,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011256,2026-05,2686372017,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011257,2023-05,2687372020,2024-05,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011258,2016-02,2688372023,2018-02,PAID_OFF,COMPRESSED_CURRENT
L0011259,2017-01,2689372026,2018-01,PAID_OFF,COMPRESSED_CURRENT
L0011260,2014-08,2690372029,2016-02,PAID_OFF,COMPRESSED_CURRENT
L0011261,2004-03,2691372032,2004-09,PAID_OFF,COMPRESSED_CURRENT
L0011262,2008-02,2692372035,2009-02,PAID_OFF,COMPRESSED_CURRENT
L0011263,2007-04,2693372038,2008-10,PAID_OFF,COMPRESSED_CURRENT
L0011264,2020-10,2694372041,2023-01,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011265,2018-01,2695372044,2019-01,PAID_OFF,COMPRESSED_CURRENT
L0011266,2022-01,2696372047,2025-01,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011267,2026-04,2697372050,2026-10,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011268,2016-11,2698372053,2021-11,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011269,2025-11,2699372056,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011270,2017-04,2700372059,2020-04,PAID_OFF,COMPRESSED_CURRENT
L0011271,2020-01,2701372062,2023-01,SCHEDULED_MATURITY,INHERITED_EARLY
L0011272,2024-08,2702372065,2025-02,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011273,2026-08,2703372068,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011274,2019-04,2704372071,2020-04,PAID_OFF,COMPRESSED_REVOLVING
L0011275,2022-07,2705372074,2023-07,FACILITY_EXPIRY,NOT_APPLICABLE
L0011276,2023-11,2706372077,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011277,2019-09,2707372080,2022-11,SCHEDULED_MATURITY,INHERITED_EARLY
L0011278,1999-10,2708372083,2001-04,DEFAULTED,COMPRESSED_DEFAULTED
L0011279,2023-03,2709372086,2026-03,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011280,2024-06,2710372089,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011281,2026-12,2711372092,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011282,2020-01,2712372095,2026-01,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011283,2017-03,2713372098,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0011284,2013-12,2714372101,2015-06,PAID_OFF,COMPRESSED_CURRENT
L0011285,2015-09,2715372104,2021-07,RELATIONSHIP_EXIT_RESOLUTION,INHERITED_CURRENT
L0011286,2020-02,2716372107,2025-02,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011287,2020-04,2717372110,2020-10,PAID_OFF,COMPRESSED_CURRENT
L0011288,2023-06,2718372113,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011289,2025-06,2719372116,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011290,2020-12,2720372119,2026-12,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011291,2025-06,2721372122,2025-12,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011292,2026-12,2722372125,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011293,2023-01,2723372128,2025-01,FACILITY_EXPIRY,NOT_APPLICABLE
L0011294,2023-05,2724372131,2026-05,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011295,2021-05,2725372134,2025-05,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011296,2026-08,2726372137,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011297,2018-10,2727372140,2022-10,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011298,2025-11,2728372143,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011299,2026-12,2729372146,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011300,2026-06,2730372149,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011301,2011-04,2731372152,2012-04,PAID_OFF,COMPRESSED_CURRENT
L0011302,2013-09,2732372155,2014-09,PAID_OFF,COMPRESSED_CURRENT
L0011303,2025-05,2733372158,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011304,2026-02,2734372161,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011305,2024-12,2735372164,,OPEN_EARLY_AT_CUTOFF,NOT_APPLICABLE
L0011306,2026-10,2736372167,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011307,2026-07,2737372170,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011308,2026-08,2738372173,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011309,2026-05,2739372176,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011310,2023-03,2740372179,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011311,2026-07,2741372182,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011312,2011-01,2742372185,2013-01,PAID_OFF,COMPRESSED_CURRENT
L0011313,2017-08,2743372188,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0011314,2019-10,2744372191,2022-10,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011315,2022-09,2745372194,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011316,2024-12,2746372197,2025-12,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011317,2010-06,2747372200,2013-06,PAID_OFF,COMPRESSED_CURRENT
L0011318,2024-09,2748372203,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011319,2026-04,2749372206,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011320,2022-03,2750372209,2023-03,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011321,2006-03,2751372212,2007-03,PAID_OFF,COMPRESSED_CURRENT
L0011322,2004-03,2752372215,2009-03,RESTRUCTURED,COMPRESSED_RESTRUCTURED
L0011323,2026-02,2753372218,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011324,2020-06,2754372221,2023-06,SCHEDULED_MATURITY,INHERITED_EARLY
L0011325,2024-03,2755372224,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011326,2025-04,2756372227,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011327,2014-04,2757372230,2023-08,RESTRUCTURE,INHERITED_CURRENT
L0011328,2013-10,2758372233,2014-10,PAID_OFF,COMPRESSED_CURRENT
L0011329,2004-09,2759372236,2008-09,PAID_OFF,COMPRESSED_CURRENT
L0011330,2023-09,2760372239,2025-09,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011331,2025-05,2761372242,2026-11,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011332,2025-08,2762372245,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011333,2023-07,2763372248,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011334,2020-11,2764372251,2025-11,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011335,2020-04,2765372254,2020-10,PAID_OFF,COMPRESSED_CURRENT
L0011336,2021-10,2766372257,2024-10,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011337,2024-02,2767372260,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011338,2026-07,2768372263,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011339,2026-06,2769372266,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011340,2022-06,2770372269,2024-06,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011341,2025-09,2771372272,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011342,2026-05,2772372275,,OPEN_EARLY_AT_CUTOFF,NOT_APPLICABLE
L0011343,2026-12,2773372278,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011344,2009-07,2774372281,2014-07,PAID_OFF,COMPRESSED_CURRENT
L0011345,2011-11,2775372284,2026-11,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011346,2010-04,2776372287,2013-04,PAID_OFF,COMPRESSED_CURRENT
L0011347,2014-12,2777372290,2018-12,PAID_OFF,COMPRESSED_CURRENT
L0011348,2022-12,2778372293,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011349,2025-01,2779372296,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011350,2026-07,2780372299,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011351,2024-07,2781372302,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011352,2023-02,2782372305,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011353,2001-09,2783372308,2002-09,PAID_OFF,COMPRESSED_REVOLVING
L0011354,2002-07,2784372311,2007-07,DEFAULTED,COMPRESSED_DEFAULTED
L0011355,2003-12,2785372314,2008-12,PAID_OFF,COMPRESSED_CURRENT
L0011356,2001-01,2786372317,2008-01,PAID_OFF,COMPRESSED_CURRENT
L0011357,1997-10,2787372320,2001-10,PAID_OFF,COMPRESSED_CURRENT
L0011358,1997-01,2788372323,1998-01,PAID_OFF,COMPRESSED_CURRENT
L0011359,2011-07,2789372326,2014-07,PAID_OFF,COMPRESSED_CURRENT
L0011360,2020-07,2790372329,2022-07,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011361,2025-11,2791372332,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011362,2025-05,2792372335,,OPEN_EARLY_AT_CUTOFF,NOT_APPLICABLE
L0011363,2026-07,2793372338,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011364,2019-10,2794372341,2022-10,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011365,2020-07,2795372344,2022-07,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011366,2021-08,2796372347,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011367,2022-06,2797372350,2026-06,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011368,2024-09,2798372353,2025-03,RESTRUCTURE,NOT_APPLICABLE
L0011369,2024-07,2799372356,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011370,2026-07,2800372359,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011371,2008-07,2801372362,2012-07,PAID_OFF,COMPRESSED_CURRENT
L0011372,2011-08,2802372365,2014-08,PAID_OFF,COMPRESSED_CURRENT
L0011373,2017-04,2803372368,2019-04,PAID_OFF,COMPRESSED_REVOLVING
L0011374,1990-11,2804372371,1992-05,PAID_OFF,COMPRESSED_CURRENT
L0011375,1982-12,2805372374,1983-06,PAID_OFF,COMPRESSED_CURRENT
L0011376,2020-02,2806372377,2020-08,PAID_OFF,COMPRESSED_CURRENT
L0011377,2022-05,2807372380,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011378,2013-03,2808372383,2015-03,PAID_OFF,COMPRESSED_CURRENT
L0011379,2013-02,2809372386,2014-02,PAID_OFF,COMPRESSED_CURRENT
L0011380,2019-07,2810372389,2022-07,SCHEDULED_MATURITY,INHERITED_CURRENT
L0011381,2007-09,2811372392,2008-09,PAID_OFF,COMPRESSED_CURRENT
L0011382,2016-09,2812372395,2021-09,SCHEDULED_MATURITY,INHERITED_EARLY
L0011383,2021-02,2813372398,2021-09,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011384,2022-09,2814372401,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011385,2024-08,2815372404,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011386,2025-04,2816372407,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011387,2026-11,2817372410,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0011388,2024-03,2818372413,2026-03,SCHEDULED_MATURITY,NOT_APPLICABLE
L0011389,2026-09,2819372416,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
