world,eligible_relationships,selected_relationships,exposed_relationships,responding_relationships,positive_responses,neutral_responses,negative_responses,exposure_events,overall_selection_rate,overall_exposure_rate,overall_response_rate_exposed,events_per_exposed_relationship
6322,50109,17054,15232,2447,1263,824,360,24979,0.3403380630226107,0.8931628943356398,0.16064863445378152,1.6399028361344539
6323,50109,17552,15245,2705,1434,852,419,25150,0.35027639745355127,0.8685619872379216,0.1774352246638242,1.6497212200721547
6324,50109,17157,14707,2457,1357,720,380,24096,0.3423935819912591,0.8572011423908609,0.16706330318895765,1.6384034813354185
6325,50109,17152,14834,2626,1323,883,420,24818,0.3422937995170528,0.8648554104477612,0.17702575165161116,1.6730484023189969
6326,50109,18041,15403,3021,1552,954,515,26227,0.3600351234309206,0.8537775067900892,0.1961306239044342,1.702720249302084
6327,50109,17729,15548,2510,1373,676,461,25753,0.3538086970404518,0.8769812172147329,0.16143555441214305,1.6563545150501673
6328,50109,16570,14187,2204,1163,682,359,23998,0.3306791195194476,0.856185878092939,0.15535349263410164,1.6915486008317473
6329,50109,17860,15474,2266,1211,631,424,26049,0.35642299786465503,0.8664053751399776,0.1464391883158847,1.6834044203179528
6330,50109,16287,14101,2487,1257,881,349,23550,0.32503143147937497,0.8657825259409345,0.1763704701794199,1.6700943195518048
6331,50109,17492,15110,2611,1394,739,478,25668,0.3490790077630765,0.8638234621541276,0.17279947054930508,1.6987425545996029
6332,50109,16361,14135,2337,1224,695,418,23781,0.32650821209762715,0.8639447466536275,0.1653342766183233,1.6824195259992925
6333,50109,15511,13471,2395,1325,681,389,21973,0.309545191482568,0.8684804332409258,0.1777893252171331,1.6311335461361443
6334,50109,16836,14596,2471,1159,794,518,24055,0.33598754714721907,0.866951770016631,0.16929295697451358,1.6480542614414908
6335,50109,15715,13839,1999,1030,611,358,21863,0.31361631643018223,0.8806236080178174,0.144446853096322,1.579810679962425
6336,50109,16665,14665,2417,1310,683,424,24047,0.33257498652936596,0.87998799879988,0.16481418342993523,1.6397545175588135
6337,50109,17456,15364,2664,1444,797,423,26805,0.3483605739487916,0.8801558203483043,0.173392345743296,1.7446628482166102
6338,50109,17350,14912,2045,1087,638,320,24939,0.34624518549561956,0.8594812680115274,0.13713787553648069,1.6724114806866952
6339,50109,15739,13270,2338,1229,718,391,21570,0.31409527230637213,0.843128534214372,0.1761868877166541,1.6254709871891484
6340,50109,17311,14924,2476,1375,727,374,24785,0.34546688219681093,0.8621107966033158,0.16590726346823909,1.6607477887965694
6341,50109,16321,14284,2645,1432,858,355,23857,0.3257099523039773,0.8751914711108388,0.18517222066647998,1.670190422850742
6342,50109,16625,14013,2374,1250,733,391,22842,0.3317767267357161,0.8428872180451128,0.1694141154642118,1.630057803468208
6343,50109,15676,13655,2075,1091,685,299,22633,0.3128380131313736,0.8710768053074764,0.15195898938117905,1.6574880995972172
6344,50109,16819,14646,2566,1263,892,411,24808,0.33564828673491787,0.8708008799571912,0.17520142018298512,1.6938413218626247
6345,50109,17535,15064,2504,1387,774,343,25466,0.34993713704125007,0.8590818363273454,0.16622411046202867,1.6905204460966543
6346,50109,18502,15926,2759,1478,849,432,26590,0.36923506755273505,0.8607718084531402,0.17323872912219013,1.669596885595881
6347,50109,17114,14866,2590,1371,820,399,24320,0.3415354527130855,0.868645553348136,0.1742230593300148,1.6359478003497914
6348,50109,17121,14390,2825,1526,853,446,23898,0.3416751481769742,0.8404882892354418,0.19631688672689368,1.6607366226546212
6349,50109,17239,14898,2809,1466,829,514,24916,0.3440300145682412,0.8642032600498869,0.1885487984964425,1.6724392535910861
6350,50109,16975,14582,2509,1301,771,437,24135,0.33876149993015225,0.8590279823269514,0.17206144561788506,1.655122754080373
6351,50109,16150,14220,2273,1138,783,352,23854,0.32229739168612426,0.8804953560371517,0.159845288326301,1.6774964838255977
6352,50109,16026,13950,2416,1260,749,407,23485,0.31982278632580974,0.8704605016847623,0.1731899641577061,1.6835125448028674
6353,50109,18137,15954,2720,1308,970,442,25803,0.3619509469356802,0.8796383084302807,0.1704901592077222,1.6173373448664912
6354,50109,17757,15209,2709,1420,793,496,26038,0.3543674788960067,0.8565072928985752,0.17811821947531067,1.712012624104149
6355,50109,17388,14866,2631,1358,853,420,25614,0.3470035322995869,0.8549574419139636,0.17698103053948608,1.722992062424324
6356,50109,18001,15389,2671,1424,840,407,24355,0.35923686363727075,0.854896950169435,0.1735655338228605,1.5826239521736305
6357,50109,17430,15226,2480,1342,710,428,25265,0.34784170508291923,0.8735513482501435,0.1628792854328123,1.6593327203467751
6358,50109,16058,14106,2665,1390,788,487,23588,0.3204613941607296,0.878440652634201,0.18892669785906707,1.6721962285552248
6359,50109,15378,13092,2344,1089,862,393,21793,0.3068909776686823,0.85134607881389,0.179040635502597,1.664604338527345
6360,50109,16144,14261,2129,1197,635,297,23476,0.32217765271707677,0.8833622398414271,0.1492882687048594,1.6461678704158194
6361,50109,16933,14761,2502,1285,859,358,24944,0.33792332714681994,0.8717297584598122,0.16950071133392047,1.6898584106767833
6362,50109,15214,13443,2286,1162,795,329,22155,0.30361811251471793,0.8835940581043775,0.17005132782860968,1.6480696273153315
6363,50109,17963,15568,2662,1345,852,465,25599,0.3584785168333034,0.8666703779992206,0.1709917780061665,1.6443345323741008
6364,50109,18389,15588,3002,1572,912,518,25739,0.36697998363567425,0.8476806786665941,0.19258403900436233,1.651206055940467
6365,50109,16821,14824,2318,1218,720,380,25364,0.33568819972460034,0.8812793531894656,0.1563680518078791,1.7110091743119267
6366,50109,17528,15000,2342,1291,692,359,25344,0.34979744157736137,0.8557736193518941,0.15613333333333335,1.6896
6367,50109,16441,14099,2550,1362,814,374,23603,0.3281047316849269,0.8575512438416155,0.18086389105610326,1.674090361018512
6368,50109,17937,15712,2487,1426,712,349,25878,0.357959647967431,0.8759547304454479,0.1582866598778004,1.647021384928717
6369,50109,16701,14220,2487,1213,822,452,23588,0.33329342034365084,0.8514460211963355,0.1748945147679325,1.6587904360056258
6370,50109,16419,14212,2713,1597,745,371,23437,0.32766568879841945,0.8655825567939582,0.1908950182943991,1.6490993526597242
6371,50109,16211,13917,2333,1233,693,407,23539,0.32351473787144025,0.8584911479859355,0.1676367033124955,1.6913846374937127
6372,50109,17007,14823,2354,1259,804,291,24945,0.3394001077650721,0.8715822896454402,0.15880725898940834,1.6828577211090872
6373,50109,16222,14119,2659,1435,823,401,23490,0.32373425931469396,0.8703612378251757,0.18832778525391317,1.66371556059211
6374,50109,17009,14806,2645,1373,758,514,24614,0.33944002075475466,0.8704803339408549,0.17864379305686884,1.6624341483182494
6375,50109,16766,14590,2908,1412,1020,476,24016,0.33459059250833184,0.8702135273768341,0.19931459904043866,1.6460589444825222
6376,50109,16960,14473,2629,1360,800,469,24131,0.3384621525075336,0.8533608490566038,0.18164858702411388,1.667311545636703
6377,50109,16918,15027,2777,1463,875,439,25107,0.3376239797242012,0.8882255585766639,0.18480069208757569,1.6707925733679376
6378,50109,17739,15543,2689,1362,922,405,27115,0.35400826198886426,0.8762049720953831,0.17300392459628128,1.7445152158527955
6379,50109,16847,14664,2704,1527,752,425,25279,0.3362070685904728,0.8704220335964861,0.18439716312056736,1.7238816148390617
6380,50109,15353,13266,2236,1130,795,311,22102,0.3063920652976511,0.8640656549208624,0.16855118347655662,1.666063621287502
6381,50109,16202,14169,2380,1303,640,437,24557,0.32333512941786907,0.8745216639920997,0.16797233396852282,1.7331498341449643
6382,50109,16027,14103,2141,1142,627,372,23815,0.319842742820651,0.8799525800212142,0.15181167127561512,1.6886478054314684
6383,50109,17104,14859,2341,1151,821,369,24478,0.341335887764673,0.868744153414406,0.15754761424052763,1.6473517733360252
6384,50109,16839,14809,2798,1502,875,421,24415,0.3360474166317428,0.8794465229526695,0.18893915861975827,1.6486595988925654
6385,50109,17044,14665,2609,1336,848,425,24705,0.34013849807419827,0.8604200891809435,0.17790658029321513,1.6846232526423457
6386,50109,16153,14008,2228,1186,705,337,23003,0.322357261170648,0.8672073299077571,0.15905197030268417,1.6421330668189607
6387,50109,16899,14652,2356,1246,687,423,24595,0.33724480632221754,0.8670335522812,0.1607971607971608,1.6786104286104286
6388,50109,17599,14932,2825,1420,907,498,24573,0.3512143527110898,0.848457298710154,0.18919099919635682,1.6456603268148942
6389,50109,16374,13957,2505,1269,826,410,22501,0.3267676465305634,0.8523879320874557,0.17947983090922118,1.6121659382388764
6390,50109,17836,15728,2926,1625,833,468,26387,0.35594404198846513,0.8818120654855349,0.1860376398779247,1.677708545269583
6391,50109,18175,15602,2596,1268,915,413,25607,0.36270929373964755,0.8584319119669876,0.16638892449685938,1.641263940520446
6392,50109,16668,14910,2389,1227,760,402,24305,0.3326348560138897,0.894528437724982,0.1602280348759222,1.6301140174379611
6393,50109,16358,14239,2898,1491,935,472,23927,0.32644834261310346,0.8704609365448098,0.20352552847812347,1.6803848584872534
6394,50109,16677,14187,2922,1550,899,473,23105,0.33281446446746094,0.8506925706062242,0.20596320575174457,1.6286036512299993
6395,50109,17424,14698,2398,1300,663,435,23936,0.34772196611387174,0.8435491276400368,0.16315144917675875,1.6285208871955368
6396,50109,17551,15015,2468,1244,728,496,24499,0.35025644095871,0.8555068087288473,0.16436896436896437,1.6316350316350317
6397,50109,18004,15781,2359,1273,735,351,25825,0.3592967331217945,0.876527438347034,0.14948355617514733,1.6364615677080032
6398,50109,16390,14083,2441,1213,824,404,23353,0.32708695044802333,0.8592434411226357,0.17332954626144997,1.6582404317261947
6399,50109,18196,16172,3061,1606,967,488,27316,0.3631283801313137,0.8887667619256979,0.18927776403660648,1.689092258224091
6400,50109,17127,14988,2505,1345,739,421,24739,0.3417948871460217,0.8751094762655456,0.16713370696557245,1.6505871363757674
6401,50109,15561,13465,2221,1224,670,327,22244,0.3105430162246303,0.8653042863569179,0.16494615670256219,1.651986632008912
6402,50109,17712,15034,2756,1439,859,458,24293,0.3534694366281506,0.848803071364047,0.1833178129572968,1.61587069309565
6403,50109,17054,14809,2820,1491,893,436,23868,0.3403380630226107,0.8683593291896329,0.19042474171112161,1.61172260112094
6404,50109,17446,15076,2457,1287,778,392,25331,0.34816100900037916,0.8641522412014215,0.16297426373043247,1.6802202175643406
6405,50109,16874,14716,2281,1151,792,338,25228,0.3367458939511864,0.8721109399075501,0.15500135906496332,1.7143245447132374
6406,50109,14453,12450,2236,1152,783,301,20496,0.28843121994052967,0.8614128554625338,0.1795983935742972,1.6462650602409639
6407,50109,17864,15667,2811,1580,809,422,26727,0.35650282384402004,0.8770152261531572,0.17942171443160784,1.7059424267568775
6408,50109,16790,14605,2412,1277,711,424,23998,0.33506954838452174,0.8698630136986302,0.16514892160219102,1.6431359123587812
6409,50109,16787,14738,3057,1673,933,451,24901,0.335009678899998,0.8779412640733901,0.20742298819378477,1.6895779617315783
6410,50109,16412,14333,2780,1252,943,585,23500,0.3275259933345307,0.8733243967828418,0.1939579990232331,1.6395730133258912
6411,50109,16486,14187,2682,1378,834,470,24206,0.32900277395278293,0.8605483440494965,0.1890463100021146,1.7062099104814266
6412,50109,16614,14389,2723,1362,979,382,23349,0.3315572052924624,0.866076802696521,0.18924178191674196,1.622697894224755
6413,50109,17002,14952,2822,1388,901,533,25738,0.3393003252908659,0.8794259498882484,0.18873729266987693,1.7213750668806849
6414,50109,16477,14377,2664,1394,819,451,23942,0.3288231654992117,0.8725496146143109,0.18529595882312025,1.6652987410447242
6415,50109,16332,14244,2661,1352,896,413,23440,0.325929473747231,0.8721528288023512,0.18681550126368998,1.6456051670878966
6416,50109,17180,14847,2259,1186,711,362,24429,0.3428525813726077,0.8642025611175785,0.15215194988886643,1.6453829056375024
6417,50109,17657,15535,2802,1359,977,466,26173,0.3523718294118821,0.8798210341507617,0.18036691342130673,1.6847763115545542
6418,50109,17592,15638,2813,1396,1017,400,25302,0.3510746572472011,0.8889267849022283,0.17988233789487146,1.6179818391098606
6419,50109,16323,14242,2634,1376,798,460,23918,0.32574986529365985,0.8725111805427924,0.18494593455975283,1.6793989608201096
6420,50109,15944,14073,2608,1394,726,488,23079,0.31818635374882753,0.8826517812343201,0.18531940595466495,1.63994883820081
6421,50109,16879,14310,2134,1167,618,349,23388,0.33684567642539265,0.8477990402275016,0.14912648497554157,1.6343815513626834
6422,50109,17991,15695,2631,1349,919,363,25718,0.3590372986888583,0.8723806347618254,0.16763300414144633,1.6386110226186683
6423,50109,17717,15446,2598,1405,768,425,25295,0.35356921910235684,0.8718180278828244,0.16819888644309205,1.6376408131555096
6424,50109,16647,14527,2677,1474,797,406,24505,0.33221576962222354,0.8726497266774794,0.18427755214428307,1.6868589522957251
6425,50109,17014,14722,2569,1310,873,386,24805,0.3395398032289609,0.8652874103679323,0.17450074718108952,1.6848933568808586
6426,50109,17573,15248,2578,1383,774,421,25534,0.3506954838452174,0.8676947590052922,0.1690713536201469,1.6745802728226653
6427,50109,18306,16297,3273,1872,904,497,26877,0.36532359456385083,0.8902545613460068,0.20083450941891146,1.649199239123765
6428,50109,16423,14475,2212,1128,754,330,24082,0.3277455147777844,0.8813858612920904,0.15281519861830742,1.6636960276338515
6429,50109,16896,14671,2472,1213,803,456,24251,0.33718493683769385,0.8683120265151515,0.1684956717333515,1.6529888896462408
6430,50109,17387,14934,2301,1175,804,322,24674,0.34698357580474565,0.8589175821015701,0.1540779429489755,1.652203026650596
6431,50109,16898,14730,2810,1481,886,443,24828,0.3372248498273763,0.8717007929932536,0.19076714188730481,1.685539714867617
6432,50109,16722,14417,2451,1234,780,437,24156,0.333712506735317,0.8621576366463342,0.17000762988139004,1.675521953249636
6433,50109,16179,14160,2393,1177,820,396,23807,0.3228761300365204,0.8752086037455962,0.16899717514124293,1.6812853107344632
6434,50109,17520,15094,2445,1287,804,354,24733,0.3496377896186314,0.8615296803652968,0.16198489466012986,1.6385981184576652
6435,50109,17862,15320,2834,1394,889,551,26130,0.35646291085433757,0.8576867092150935,0.18498694516971279,1.7056135770234986
6436,50109,16860,14897,2662,1284,902,476,25335,0.33646650302340897,0.883570581257414,0.17869369671745988,1.7006779888568169
6437,50109,17261,15186,2635,1291,877,467,25176,0.34446905745474865,0.87978680261862,0.1735150796786514,1.6578427499012247
6438,50109,16425,14090,2182,1247,587,348,23193,0.32778542776746694,0.8578386605783866,0.15486160397444995,1.6460610361958836
6439,50109,18258,15780,2905,1490,926,489,26224,0.36436568281147097,0.8642786723627999,0.1840937896070976,1.661850443599493
6440,50109,17807,15193,2768,1395,842,531,26453,0.355365303638069,0.8532037962598978,0.18218916606331864,1.7411307839136445
6441,50109,17922,15594,2653,1355,786,512,25601,0.3576603005448123,0.8701037830599263,0.17012953700141079,1.6417211748108247
6442,50109,15825,13691,2475,1291,837,347,22384,0.3158115308627193,0.8651500789889416,0.1807756920604777,1.6349426630633264
6443,50109,17044,14743,2609,1383,776,450,24248,0.34013849807419827,0.864996479699601,0.17696533948314455,1.6447127450315404
6444,50109,16817,14476,2510,1313,780,417,23762,0.3356083737452354,0.8607956234762443,0.17339043934788614,1.641475545730865
6445,50109,17687,15442,2963,1544,915,504,26286,0.3529705242571195,0.8730706168372251,0.1918792902473773,1.7022406424038337
6446,50109,16796,14506,2351,1294,708,349,23720,0.33518928735356923,0.8636580138128126,0.1620708672273542,1.6351854405073762
6447,50109,17028,14744,2523,1274,728,521,24537,0.33981919415673834,0.865867982147052,0.1711204557786218,1.6642023874118286
6448,50109,16563,14599,2480,1231,875,374,24881,0.33053942405555886,0.8814224476242226,0.1698746489485581,1.7042948147133365
6449,50109,17400,14902,2861,1614,795,452,24669,0.34724301023768184,0.8564367816091955,0.19198765266407194,1.655415380485841
6450,50109,16622,14291,2736,1486,830,420,23355,0.3317168572511924,0.85976416797016,0.19144916380939053,1.6342453292281856
6451,50109,17688,15824,2856,1417,917,522,26318,0.3529904807519607,0.8946178199909544,0.18048533872598585,1.663169868554095
6452,50109,17546,15240,2415,1337,670,408,25836,0.3501566584845038,0.8685740339678559,0.15846456692913385,1.6952755905511812
6453,50109,16574,14193,2436,1238,765,433,23936,0.3307589454988126,0.8563412573910945,0.17163390403720144,1.6864651588811386
6454,50109,17118,14684,2762,1386,947,429,24532,0.34161527869245045,0.8578104918798926,0.1880958866793789,1.6706619449741216
6455,50109,17005,14383,2472,1306,837,329,24086,0.33936019477538965,0.8458100558659218,0.17186956824028365,1.674615865952861
6456,50109,15556,13314,2635,1308,891,436,22060,0.3104432337504241,0.8558755464129596,0.1979119723599219,1.6569025086375244
6457,50109,15737,13625,2492,1254,781,457,23049,0.3140553593166896,0.8657939886890766,0.18289908256880735,1.6916697247706423
6458,50109,17315,14846,2902,1578,828,496,25114,0.34554670817617594,0.8574068726537684,0.1954735282230904,1.6916341101980332
6459,50109,17421,14906,2325,1266,771,288,24061,0.347662096629348,0.8556340049365708,0.1559774587414464,1.6141822085066415
6460,50109,16694,14400,2219,1255,591,373,23638,0.33315372487976214,0.8625853600095843,0.15409722222222222,1.6415277777777777
6461,50109,16721,14160,2550,1510,764,276,23257,0.3336925502404758,0.8468393038693858,0.18008474576271186,1.6424435028248587
6462,50109,17294,15254,2832,1465,908,459,24790,0.3451276217845098,0.8820400138776454,0.18565622131899828,1.6251475022944801
6463,50109,16958,14369,2156,1088,663,405,24060,0.3384222395178511,0.8473286944215119,0.15004523627253114,1.6744380263066323
6464,50109,16994,14617,2145,1229,618,298,24793,0.33914067333213593,0.8601271036836531,0.14674693849627146,1.6961756858452486
6465,50109,16793,14625,2496,1209,854,433,24142,0.3351294178690455,0.8708985886976717,0.17066666666666666,1.6507350427350427
6466,50109,16580,14467,2414,1150,740,524,24431,0.33087868446786006,0.8725572979493366,0.16686251468860164,1.6887398907859266
6467,50109,17904,15759,2809,1504,771,534,26890,0.3573010836376699,0.8801943699731903,0.17824735072022335,1.7063265435624089
6468,50109,18888,16376,2468,1360,751,357,27498,0.376938274561456,0.8670055061414654,0.1507083536883244,1.6791646311675623
6469,50109,18228,15878,3190,1555,1080,555,26055,0.36376698796623363,0.8710774632433619,0.20090691522861823,1.6409497417810808
6470,50109,16592,14187,2861,1541,822,498,24087,0.33111816240595504,0.8550506268081003,0.20166349474871362,1.697821949672235
6471,50109,17764,15325,2766,1432,864,470,24884,0.3545071743598954,0.8626998423778428,0.180489396411093,1.6237520391517128
6472,50109,16298,14321,2602,1372,766,464,23694,0.3252509529226287,0.8786967726101362,0.18169122267998045,1.654493401298792
6473,50109,17083,14834,2953,1594,919,440,24385,0.34091680137300684,0.8683486507053796,0.19906970473237157,1.6438587029796414
6474,50109,16953,14585,2518,1315,765,438,24080,0.33832245704364483,0.8603197074264142,0.1726431264998286,1.6510113129928008
6475,50109,16598,14277,2383,1239,798,346,23931,0.3312379013750025,0.8601638751656826,0.1669118162078868,1.676192477411221
6476,50109,17231,15009,2786,1549,787,450,24987,0.34387036260951126,0.8710463699146886,0.185621960157239,1.664801119328403
6477,50109,17527,15368,3041,1852,786,403,26362,0.3497774850825201,0.8768186226964112,0.19787870900572618,1.71538261322228
6478,50109,16279,14134,2744,1410,848,486,23362,0.324871779520645,0.8682351495792124,0.1941417857648224,1.6528937314277627
6479,50109,17266,14669,2761,1437,931,393,24707,0.3445688399289549,0.8495887872118615,0.1882200559001977,1.6843002249642103
6480,50109,17589,15174,2690,1319,799,572,24959,0.35101478776267736,0.8626982773324237,0.17727692104916304,1.6448530380914723
6481,50109,16348,14156,2393,1195,844,354,23286,0.32624877766469096,0.8659163200391485,0.16904492794574738,1.6449562023170388
6482,50109,17707,15597,2767,1480,871,416,25450,0.3533696541539444,0.8808380866324053,0.17740591139321665,1.631724049496698
6483,50109,17019,14338,2089,1117,655,317,23496,0.3396395857031671,0.8424701803866267,0.1456967498953829,1.6387222764681266
6484,50109,16315,14259,2504,1372,751,381,24181,0.3255902133349299,0.8739809990806007,0.1756083876849709,1.695841223087173
6485,50109,17862,15546,2969,1526,975,468,26314,0.35646291085433757,0.8703392677191804,0.1909816029846906,1.6926540589219092
6486,50109,16191,14273,2375,1243,735,397,24426,0.32311560797461536,0.8815391266753134,0.1663980943039305,1.7113430953548658
6487,50109,17718,15276,2713,1386,869,458,25358,0.3535891755971981,0.8621740602776837,0.1775988478659335,1.6599895260539408
6488,50109,16721,14562,2423,1240,740,443,24048,0.3336925502404758,0.8708809281741523,0.16639197912374673,1.6514215080346106
6489,50109,16796,14459,2696,1439,808,449,24722,0.33518928735356923,0.8608597285067874,0.18645826129054568,1.709800124489937
6490,50109,16640,14588,2608,1335,878,395,24596,0.33207607415833484,0.8766826923076924,0.17877707704962983,1.6860433232794076
6491,50109,17655,15047,3038,1549,906,583,24777,0.35233191642219963,0.8522798074199943,0.2019007111052037,1.6466405263507675
6492,50109,16556,14459,2398,1166,844,388,23739,0.33039972859167016,0.8733389707658855,0.16584826059893493,1.6418147866380801
6493,50109,16976,14919,2635,1435,754,446,24267,0.3387814564249935,0.8788289349670122,0.176620416918024,1.6265835511763522
6494,50109,16616,14428,2635,1284,845,506,23813,0.33159711828214494,0.8683196918632643,0.18263099528694204,1.6504713057942888
6495,50109,16428,14425,2195,1074,711,410,23895,0.3278452972519907,0.8780740199659118,0.15216637781629117,1.6564991334488735
6496,50109,15020,13132,2218,1129,734,355,22270,0.2997465525155162,0.8743009320905459,0.16890039597928724,1.6958574474565946
6497,50109,17071,14727,2204,1194,701,309,24599,0.3406773234349119,0.8626911135844415,0.14965709241529165,1.6703334012358253
6498,50109,17959,15476,3319,1557,1126,636,25264,0.35839869085393844,0.8617406314382761,0.21446110105970534,1.6324631687774618
6499,50109,16104,14038,2655,1322,847,486,23513,0.32137939292342693,0.8717088922006955,0.18912950562758227,1.67495369710785
6500,50109,17036,14880,2366,1211,764,391,24654,0.3399788461154683,0.873444470532989,0.159005376344086,1.6568548387096773
6501,50109,15595,13650,2018,1082,624,312,22725,0.31122153704923267,0.8752805386341777,0.14783882783882785,1.664835164835165
6502,50109,17976,15500,2787,1371,907,509,26447,0.3587379512662396,0.8622607921673342,0.17980645161290323,1.706258064516129
6503,50109,17360,14663,2679,1382,792,505,24370,0.346444750444032,0.8446428571428571,0.18270476710086614,1.6620064106935826
6504,50109,15792,13552,2532,1286,778,468,22725,0.31515296653295816,0.8581560283687943,0.18683589138134593,1.676874262101535
6505,50109,16979,14858,2777,1554,784,439,24851,0.33884132590951727,0.8750809823900112,0.18690267869161395,1.6725669672903487
6506,50109,18001,15808,3018,1575,950,493,26938,0.35923686363727075,0.8781734348091773,0.190915991902834,1.704073886639676
6507,50109,16354,14039,2199,1070,774,355,22563,0.32636851663373845,0.8584444172679466,0.15663508796922856,1.6071657525464778
6508,50109,18287,15856,2917,1458,978,481,25899,0.36494442116186715,0.86706403456007,0.18396821392532794,1.6333879919273462
6509,50109,16262,14189,2082,1039,673,370,23896,0.3245325191083438,0.8725249046857705,0.14673338501656213,1.6841215025724152
6510,50109,16329,13659,2240,1201,679,360,22679,0.3258696042627073,0.8364872313062649,0.1639944359030676,1.6603704517168167
6511,50109,15990,13936,2368,1272,767,329,23119,0.31910435251152486,0.8715447154471545,0.16991963260619977,1.6589408725602754
6512,50109,17268,14816,2381,1165,823,393,24869,0.34460875291863735,0.858003242992819,0.16070464362850972,1.6785232181425487
6513,50109,17384,14843,2482,1193,819,470,25218,0.3469237063202219,0.8538311090658076,0.16721686990500573,1.6989826854409487
6514,50109,16095,13904,2455,1316,680,459,23135,0.3211997844698557,0.8638707673190432,0.17656789413118526,1.663909666283084
6515,50109,17249,14796,2833,1612,814,407,23636,0.34422957951665367,0.8577888573250623,0.19147066774804,1.5974587726412544
6516,50109,16794,14605,2725,1392,815,518,24173,0.33514937436388675,0.8696558294629034,0.18657993837726805,1.6551181102362205
6517,50109,17215,14739,2454,1252,806,396,24105,0.3435510586920513,0.8561719430729016,0.1664970486464482,1.6354569509464685
6518,50109,17737,14863,2932,1496,959,477,24324,0.3539683489991818,0.8379658341320404,0.1972683845791563,1.6365471304581847
6519,50109,16742,14617,2281,1207,583,491,24369,0.33411163663214194,0.8730737068450604,0.15605117329137305,1.6671683656016967
6520,50109,18318,15809,2991,1459,1092,440,26601,0.36556307250194575,0.8630308985697128,0.18919602757922702,1.6826491239167563
6521,50109,17825,15753,2470,1279,784,407,26448,0.3557245205452114,0.8837587657784011,0.15679553100996635,1.6789183012759474
6522,50109,16950,14792,2725,1402,854,469,23701,0.33826258755912114,0.8726843657817109,0.18422120064899947,1.6022850189291509
6523,50109,17094,14703,2177,1189,662,326,24130,0.34113632281626055,0.8601263601263601,0.14806502074406583,1.6411616676868666
6524,50109,16507,13870,2319,1302,614,403,23006,0.3294218603444491,0.840249591082571,0.16719538572458545,1.6586878154289835
6525,50109,18142,15463,2566,1355,779,432,24983,0.3620507294098865,0.8523316062176166,0.16594451270775398,1.615663196016297
6526,50109,17604,15444,2716,1414,838,464,25331,0.35131413518529603,0.8773006134969326,0.17586117586117586,1.64018389018389
6527,50109,17624,15479,2576,1358,689,529,26539,0.351713265082121,0.8782909668633682,0.1664190193164933,1.7145164416305962
6528,50109,16360,14349,2658,1349,819,490,23480,0.32648825560278594,0.8770782396088019,0.1852393895044951,1.6363509652240573
6529,50109,17497,14882,2411,1234,780,397,24164,0.3491787902372827,0.8505458078527748,0.16200779465125656,1.6237064910630292
6530,50109,17346,15037,2467,1292,735,440,25695,0.34616535951625454,0.8668857373457858,0.1640619804482277,1.7087849970073818
6531,50109,17946,15597,2885,1411,999,475,25838,0.3581392564210022,0.8691073219658977,0.18497146887221902,1.6566006283259602
6532,50109,18367,16249,3058,1652,877,529,26640,0.3665409407491668,0.8846844884847825,0.188196196689027,1.6394855068004184
6533,50109,16644,14935,2679,1457,751,471,24250,0.3321559001376998,0.8973203556837299,0.1793773016404419,1.6237027117509206
6534,50109,16569,14408,2405,1284,696,425,23262,0.33065916302460635,0.8695757136821776,0.1669211549139367,1.6145197112715157
6535,50109,15972,13605,2742,1534,793,415,22717,0.31874513560438245,0.8518031555221638,0.20154355016538036,1.6697537669974274
6536,50109,17474,15385,2797,1505,859,433,25496,0.3487197908559341,0.8804509557056198,0.1818004549886253,1.657198570035749
6537,50109,16675,14222,2847,1481,1001,365,24035,0.33277455147777846,0.8528935532233883,0.20018281535648993,1.689987343552243
6538,50109,17039,14858,2752,1448,879,425,24471,0.340038715599992,0.8719995304888785,0.18522008345672364,1.6469915197200162
6539,50109,18361,16102,3442,1817,1018,607,26908,0.36642120178011933,0.8769674854310767,0.21376226555707364,1.6710967581666873
6540,50109,16615,14201,2700,1438,846,416,23441,0.3315771617873037,0.8547095997592536,0.1901274558129709,1.6506584043377226
6541,50109,17359,14869,2747,1469,869,409,24477,0.3464247939491908,0.8565585575205945,0.18474678862062008,1.6461766090523908
6542,50109,16881,14598,2899,1555,944,400,24879,0.3368855894150751,0.8647591967300515,0.19858884778736813,1.7042745581586518
6543,50109,16471,14401,2848,1447,973,428,23371,0.32870342653016427,0.8743245704571672,0.19776404416359974,1.622873411568641
6544,50109,17245,15097,2764,1383,940,441,24530,0.3441497535372887,0.8754421571469991,0.1830827316685434,1.6248261243955753
6545,50109,17324,15146,2618,1352,793,473,25420,0.3457263166297472,0.8742784576310321,0.1728509177340552,1.6783309124521326
6546,50109,17599,15111,2349,1251,678,420,24667,0.3512143527110898,0.8586283311551792,0.15544967242406194,1.6323870028456091
6547,50109,17374,15176,2946,1590,850,506,25399,0.34672414137180946,0.8734891216760677,0.1941222983658408,1.6736294148655773
6548,50109,18797,16332,2894,1557,838,499,27434,0.3751222335309026,0.868862052455179,0.1771981386235611,1.6797697771246631
6549,50109,16609,14340,2351,1194,834,323,23812,0.3314574228182562,0.8633873201276416,0.16394700139470014,1.6605299860529985
6550,50109,17572,14924,2486,1229,903,354,25264,0.35067552735037616,0.8493057136353289,0.1665773251139105,1.6928437416242295
