realized_shocks,systemic_shocks,regional_shocks,sectoral_shocks,positive_shocks,negative_shocks,active_months,quiet_months,overlap_months,max_simultaneous_shocks,mean_abs_net_intensity,audit_world,world_seed
5,3,2,0,2,3,36,36,11,3,0.13975225305555558,5186,61321016
7,3,2,2,3,4,51,21,13,2,0.28620907124999995,5187,61328935
5,3,2,0,2,3,31,41,9,3,0.16015871541666668,5188,61336854
9,3,4,2,4,5,48,24,34,4,0.20229566097222224,5189,61344773
7,5,1,1,3,4,49,23,29,3,0.24156197180555555,5190,61352692
7,3,2,2,4,3,45,27,18,2,0.14976870888888888,5191,61360611
11,5,4,2,4,7,62,10,34,4,0.5658464911111111,5192,61368530
4,2,2,0,1,3,50,22,5,2,0.20548298458333336,5193,61376449
6,5,1,0,5,1,49,23,24,3,0.22148262222222226,5194,61384368
8,4,3,1,2,6,46,26,16,3,0.25743593805555554,5195,61392287
10,4,3,3,4,6,59,13,28,3,0.4048005365277778,5196,61400206
6,2,2,2,2,4,52,20,13,2,0.28380653125,5197,61408125
6,1,4,1,2,4,40,32,15,2,0.18045831930555556,5198,61416044
10,4,4,2,1,9,57,15,34,3,0.33551251402777776,5199,61423963
8,6,1,1,3,5,51,21,23,3,0.28488148055555557,5200,61431882
5,2,0,3,4,1,49,23,9,2,0.3085996391666666,5201,61439801
7,4,0,3,3,4,43,29,16,3,0.19546370138888886,5202,61447720
10,4,4,2,5,5,64,8,37,4,0.18458532194444444,5203,61455639
6,4,2,0,3,3,39,33,3,3,0.13253969624999998,5204,61463558
4,1,2,1,0,4,28,44,9,2,0.18415987027777778,5205,61471477
7,4,1,2,0,7,46,26,16,5,0.3200716633333333,5206,61479396
7,4,2,1,4,3,48,24,19,3,0.1926080436111111,5207,61487315
4,3,0,1,1,3,24,48,12,2,0.11999389777777776,5208,61495234
6,4,1,1,2,4,49,23,14,2,0.19077862763888886,5209,61503153
5,3,1,1,1,4,28,44,4,2,0.1287805901388889,5210,61511072
4,3,0,1,2,2,36,36,5,2,0.18262059263888888,5211,61518991
4,1,2,1,0,4,24,48,18,3,0.26359784652777773,5212,61526910
5,1,2,2,3,2,42,30,12,3,0.29150513305555553,5213,61534829
10,6,2,2,3,7,59,13,45,3,0.2569035180555555,5214,61542748
6,2,1,3,4,2,51,21,18,2,0.22220472111111111,5215,61550667
6,3,2,1,3,3,52,20,19,2,0.16686302416666665,5216,61558586
2,1,1,0,1,1,17,55,13,2,0.031757731111111104,5217,61566505
6,4,1,1,4,2,47,25,8,2,0.19833541722222223,5218,61574424
3,2,0,1,1,2,23,49,6,2,0.08511286805555557,5219,61582343
5,1,3,1,2,3,32,40,17,3,0.16287314708333334,5220,61590262
4,2,2,0,3,1,44,28,2,2,0.12619007361111112,5221,61598181
7,3,1,3,4,3,43,29,15,3,0.27865457180555553,5222,61606100
6,2,2,2,1,5,36,36,13,2,0.22744428097222225,5223,61614019
5,3,1,1,3,2,40,32,14,3,0.10160066444444443,5224,61621938
4,2,1,1,1,3,37,35,6,2,0.17377591819444443,5225,61629857
9,5,3,1,2,7,50,22,35,3,0.2316232320833333,5226,61637776
4,3,0,1,1,3,44,28,3,2,0.2074573025,5227,61645695
6,2,2,2,2,4,34,38,16,3,0.1796539875,5228,61653614
7,4,1,2,4,3,51,21,19,3,0.16320226166666668,5229,61661533
8,7,1,0,4,4,50,22,18,2,0.28373595402777785,5230,61669452
9,4,2,3,4,5,58,14,31,3,0.23217189069444444,5231,61677371
4,2,0,2,1,3,44,28,6,2,0.23662442722222218,5232,61685290
8,2,2,4,3,5,41,31,25,3,0.12977955638888888,5233,61693209
7,4,3,0,1,6,41,31,14,4,0.20641304138888886,5234,61701128
8,5,2,1,3,5,53,19,18,3,0.24603159958333334,5235,61709047
5,2,0,3,2,3,34,38,22,3,0.11695460083333334,5236,61716966
7,5,2,0,2,5,49,23,28,3,0.35728152708333333,5237,61724885
3,0,0,3,0,3,20,52,7,2,0.07322844152777777,5238,61732804
6,4,1,1,2,4,49,23,11,2,0.17991874902777777,5239,61740723
5,3,0,2,1,4,36,36,12,3,0.14510691597222222,5240,61748642
6,3,3,0,3,3,39,33,17,2,0.15751475486111108,5241,61756561
7,5,0,2,3,4,47,25,22,5,0.23682038180555556,5242,61764480
3,0,2,1,1,2,22,50,12,2,0.1350304886111111,5243,61772399
11,7,3,1,5,6,64,8,42,4,0.2805554791666667,5244,61780318
5,3,2,0,2,3,25,47,11,2,0.08123910166666665,5245,61788237
8,3,1,4,4,4,60,12,22,3,0.26745083555555554,5246,61796156
9,7,1,1,5,4,53,19,25,4,0.21480977722222225,5247,61804075
2,1,1,0,0,2,19,53,0,1,0.08283184541666667,5248,61811994
9,5,2,2,4,5,55,17,28,3,0.3000711298611111,5249,61819913
5,3,0,2,2,3,32,40,5,2,0.13614333902777778,5250,61827832
9,4,4,1,3,6,47,25,24,4,0.19328185833333333,5251,61835751
5,3,0,2,2,3,35,37,13,3,0.17431034125,5252,61843670
6,4,0,2,4,2,46,26,7,3,0.18688147777777775,5253,61851589
6,3,2,1,4,2,39,33,18,3,0.24290210833333337,5254,61859508
2,1,1,0,1,1,12,60,0,1,0.043453746527777774,5255,61867427
6,3,3,0,2,4,39,33,10,2,0.18868880861111112,5256,61875346
8,3,4,1,3,5,54,18,17,4,0.2680995540277778,5257,61883265
6,3,3,0,2,4,51,21,18,2,0.27370985166666667,5258,61891184
4,2,1,1,0,4,29,43,5,2,0.1805610790277778,5259,61899103
7,3,1,3,3,4,37,35,11,3,0.22728970777777777,5260,61907022
9,3,5,1,3,6,53,19,27,3,0.3145004447222222,5261,61914941
10,5,2,3,4,6,57,15,23,4,0.3343987888888889,5262,61922860
7,6,0,1,4,3,47,25,15,4,0.3058054575,5263,61930779
5,2,2,1,2,3,29,43,18,2,0.09623716333333333,5264,61938698
8,5,2,1,3,5,54,18,25,3,0.22788376680555558,5265,61946617
9,3,3,3,2,7,46,26,27,4,0.29227500222222225,5266,61954536
5,3,1,1,2,3,37,35,15,3,0.19980157805555557,5267,61962455
7,4,2,1,3,4,57,15,22,3,0.2569219283333333,5268,61970374
3,3,0,0,3,0,45,27,0,1,0.14404999541666666,5269,61978293
8,5,2,1,4,4,40,32,23,3,0.22279280111111108,5270,61986212
7,4,2,1,2,5,49,23,25,3,0.31950649694444444,5271,61994131
7,5,2,0,2,5,44,28,16,2,0.27509407152777776,5272,62002050
9,2,5,2,2,7,51,21,24,4,0.2793341743055555,5273,62009969
10,4,4,2,4,6,60,12,21,4,0.2962144780555555,5274,62017888
8,5,2,1,2,6,69,3,26,2,0.30936390291666666,5275,62025807
7,4,3,0,2,5,49,23,12,2,0.18510043486111108,5276,62033726
5,3,2,0,2,3,45,27,4,2,0.15097183013888887,5277,62041645
1,0,0,1,0,1,5,67,0,1,0.03272675013888889,5278,62049564
7,3,2,2,4,3,35,37,15,3,0.19633530041666666,5279,62057483
10,7,2,1,4,6,55,17,15,4,0.2823748348611111,5280,62065402
6,4,2,0,4,2,42,30,17,2,0.23141252347222224,5281,62073321
7,4,3,0,1,6,41,31,13,4,0.20460252041666668,5282,62081240
3,3,0,0,1,2,47,25,0,1,0.17517858458333332,5283,62089159
8,2,2,4,3,5,46,26,22,3,0.2819157072222222,5284,62097078
7,4,2,1,5,2,59,13,22,2,0.33880332069444447,5285,62104997
8,4,2,2,1,7,47,25,24,3,0.3145060416666667,5286,62112916
3,2,1,0,1,2,28,44,0,1,0.08442814333333333,5287,62120835
3,1,1,1,0,3,20,52,7,2,0.09459491791666667,5288,62128754
2,1,1,0,1,1,17,55,0,1,0.09889732402777779,5289,62136673
7,4,3,0,2,5,49,23,25,3,0.34854956375,5290,62144592
8,4,2,2,1,7,48,24,21,3,0.28370307305555553,5291,62152511
6,3,2,1,1,5,41,31,14,2,0.2716133248611111,5292,62160430
3,2,1,0,0,3,24,48,0,1,0.09207778236111111,5293,62168349
10,4,3,3,2,8,61,11,35,5,0.40050334874999993,5294,62176268
6,3,2,1,1,5,41,31,13,3,0.21632910458333335,5295,62184187
10,5,2,3,5,5,60,12,19,3,0.30871235388888896,5296,62192106
10,6,2,2,4,6,55,17,39,4,0.34822599375,5297,62200025
2,1,1,0,1,1,21,51,0,1,0.11864603666666668,5298,62207944
9,4,3,2,4,5,57,15,19,3,0.3108623584722222,5299,62215863
5,3,1,1,3,2,49,23,4,2,0.19526611138888889,5300,62223782
6,4,0,2,4,2,50,22,15,3,0.21776854041666668,5301,62231701
7,6,1,0,4,3,45,27,27,3,0.25523033083333335,5302,62239620
4,2,0,2,2,2,27,45,14,3,0.07731489222222222,5303,62247539
5,1,3,1,3,2,38,34,3,2,0.17382096972222222,5304,62255458
6,2,0,4,3,3,48,24,6,2,0.22929151722222219,5305,62263377
4,4,0,0,2,2,45,27,5,2,0.11641099347222222,5306,62271296
4,2,1,1,0,4,26,46,0,1,0.12221031875,5307,62279215
6,2,3,1,2,4,41,31,2,2,0.2053772748611111,5308,62287134
6,2,3,1,0,6,24,48,13,3,0.17099287083333334,5309,62295053
5,2,2,1,2,3,43,29,4,2,0.17321611472222223,5310,62302972
9,7,1,1,4,5,64,8,34,4,0.2607071294444444,5311,62310891
7,5,1,1,1,6,44,28,28,3,0.12427450708333335,5312,62318810
7,4,1,2,3,4,50,22,10,2,0.22297839208333337,5313,62326729
6,2,3,1,2,4,40,32,10,2,0.24680101819444447,5314,62334648
6,3,2,1,2,4,40,32,23,3,0.27277620458333335,5315,62342567
2,2,0,0,1,1,13,59,0,1,0.09233290749999999,5316,62350486
3,2,1,0,1,2,30,42,11,2,0.22758881305555553,5317,62358405
7,4,1,2,4,3,54,18,19,2,0.2842216713888889,5318,62366324
4,0,2,2,0,4,37,35,1,2,0.11773862236111111,5319,62374243
7,2,3,2,1,6,42,30,16,3,0.17036641805555555,5320,62382162
9,3,5,1,2,7,46,26,19,3,0.18620287666666668,5321,62390081
4,2,1,1,1,3,28,44,5,2,0.09574348263888889,5322,62398000
6,3,0,3,2,4,39,33,26,4,0.12331186888888888,5323,62405919
9,5,2,2,1,8,60,12,18,3,0.29374145194444445,5324,62413838
9,1,5,3,3,6,37,35,30,4,0.20799103694444446,5325,62421757
8,3,2,3,6,2,56,16,18,2,0.3098898261111111,5326,62429676
3,1,1,1,2,1,35,37,13,2,0.12159187472222222,5327,62437595
6,3,1,2,1,5,32,40,14,4,0.17649072319444445,5328,62445514
6,5,0,1,2,4,53,19,20,2,0.23053257069444444,5329,62453433
7,3,2,2,4,3,45,27,18,3,0.20014455083333332,5330,62461352
6,2,2,2,2,4,37,35,9,2,0.15137889694444445,5331,62469271
5,2,2,1,1,4,25,47,7,3,0.13229065625000003,5332,62477190
6,4,1,1,3,3,48,24,13,2,0.1680737601388889,5333,62485109
6,2,3,1,0,6,42,30,13,3,0.19393159833333332,5334,62493028
4,3,1,0,2,2,42,30,13,3,0.1626945309722222,5335,62500947
5,2,1,2,4,1,34,38,9,2,0.14896435444444445,5336,62508866
2,0,0,2,2,0,21,51,0,1,0.11002605944444444,5337,62516785
8,6,1,1,3,5,61,11,26,3,0.22062065375,5338,62524704
2,0,1,1,1,1,11,61,0,1,0.04160798736111111,5339,62532623
8,3,4,1,0,8,46,26,9,2,0.27775845236111113,5340,62540542
2,2,0,0,2,0,20,52,0,1,0.08959032819444444,5341,62548461
13,4,7,2,1,12,61,11,35,4,0.5594823698611111,5342,62556380
7,1,4,2,1,6,28,44,14,4,0.19143037638888888,5343,62564299
4,1,1,2,1,3,34,38,9,2,0.12052581833333334,5344,62572218
4,1,2,1,4,0,34,38,6,2,0.10641027041666666,5345,62580137
5,2,1,2,2,3,25,47,20,3,0.2312677327777778,5346,62588056
7,3,1,3,2,5,58,14,21,3,0.329643325,5347,62595975
8,2,3,3,2,6,48,24,30,4,0.2516376559722222,5348,62603894
9,5,3,1,3,6,46,26,22,3,0.1840111709722222,5349,62611813
10,5,2,3,5,5,50,22,43,5,0.19485979611111112,5350,62619732
6,4,0,2,0,6,42,30,7,3,0.21018944736111111,5351,62627651
8,3,2,3,1,7,56,16,11,3,0.36630903666666664,5352,62635570
9,6,2,1,1,8,68,4,39,3,0.3235681916666666,5353,62643489
7,4,1,2,3,4,39,33,21,3,0.20747993972222226,5354,62651408
6,3,3,0,1,5,55,17,6,2,0.19550617125,5355,62659327
5,0,2,3,2,3,43,29,8,2,0.14840368958333333,5356,62667246
3,1,2,0,0,3,27,45,11,2,0.15607578611111111,5357,62675165
3,0,1,2,2,1,23,49,0,1,0.08687794902777778,5358,62683084
6,4,1,1,1,5,33,39,12,3,0.1589560736111111,5359,62691003
3,3,0,0,1,2,24,48,8,2,0.09761022180555555,5360,62698922
9,6,2,1,3,6,64,8,24,3,0.36623826388888886,5361,62706841
9,3,4,2,3,6,55,17,16,3,0.25102711958333335,5362,62714760
6,1,4,1,3,3,30,42,13,4,0.11452137083333334,5363,62722679
3,3,0,0,0,3,24,48,5,2,0.11685545708333334,5364,62730598
5,2,3,0,3,2,44,28,16,2,0.23574878361111112,5365,62738517
4,2,2,0,1,3,36,36,7,3,0.16086919916666664,5366,62746436
4,1,3,0,0,4,44,28,4,2,0.1867078686111111,5367,62754355
5,4,1,0,3,2,47,25,14,2,0.26733737569444443,5368,62762274
7,1,4,2,0,7,45,27,11,3,0.2566822705555556,5369,62770193
4,1,1,2,0,4,35,37,5,2,0.16722092111111111,5370,62778112
6,1,4,1,2,4,44,28,28,2,0.1153435075,5371,62786031
3,1,2,0,0,3,17,55,5,2,0.14229665319444443,5372,62793950
11,7,2,2,4,7,65,7,37,4,0.37047415777777776,5373,62801869
7,4,2,1,2,5,55,17,30,3,0.2628723465277778,5374,62809788
11,2,7,2,2,9,55,17,28,4,0.32842449347222225,5375,62817707
5,3,1,1,4,1,28,44,15,2,0.13885419,5376,62825626
9,4,3,2,3,6,39,33,34,3,0.22461033472222228,5377,62833545
6,2,3,1,2,4,51,21,15,2,0.2786026281944445,5378,62841464
6,2,2,2,2,4,39,33,20,3,0.23318843388888888,5379,62849383
4,2,0,2,1,3,29,43,4,2,0.1473158020833333,5380,62857302
4,2,1,1,3,1,23,49,4,2,0.13171812708333333,5381,62865221
14,4,8,2,3,11,69,3,36,5,0.3658761663888889,5382,62873140
8,2,6,0,2,6,49,23,13,3,0.2045447825,5383,62881059
0,0,0,0,0,0,0,72,0,0,0.0,5384,62888978
11,3,5,3,4,7,57,15,35,5,0.32131017444444443,5385,62896897
9,6,2,1,3,6,51,21,19,3,0.2763282627777778,5386,62904816
1,0,0,1,0,1,8,64,0,1,0.016077727083333333,5387,62912735
7,1,4,2,1,6,22,50,15,5,0.14505191722222222,5388,62920654
5,3,2,0,0,5,37,35,18,2,0.199963795,5389,62928573
12,6,5,1,2,10,68,4,37,3,0.40398258930555553,5390,62936492
3,1,2,0,2,1,24,48,10,2,0.07758039763888888,5391,62944411
8,5,2,1,2,6,31,41,14,5,0.26142803972222217,5392,62952330
5,3,1,1,2,3,36,36,12,2,0.21121681222222222,5393,62960249
10,6,4,0,5,5,51,21,24,4,0.25848376930555556,5394,62968168
4,1,2,1,1,3,24,48,2,2,0.13624659402777778,5395,62976087
4,4,0,0,3,1,40,32,17,3,0.16289952208333333,5396,62984006
4,4,0,0,2,2,39,33,16,2,0.2176898288888889,5397,62991925
7,3,2,2,4,3,37,35,25,3,0.14769434902777778,5398,62999844
3,2,0,1,2,1,39,33,10,2,0.26400432902777776,5399,63007763
7,3,3,1,1,6,43,29,17,2,0.24414698694444445,5400,63015682
6,4,2,0,1,5,40,32,20,3,0.1881086676388889,5401,63023601
8,3,3,2,3,5,59,13,37,4,0.2888549066666667,5402,63031520
8,2,2,4,4,4,42,30,17,3,0.1874180513888889,5403,63039439
7,4,1,2,3,4,50,22,26,2,0.2190812947222222,5404,63047358
8,5,1,2,3,5,48,24,21,4,0.20424346569444446,5405,63055277
12,7,2,3,3,9,53,19,33,4,0.37736827402777773,5406,63063196
8,6,0,2,4,4,49,23,27,2,0.27905543833333335,5407,63071115
7,3,2,2,2,5,42,30,24,3,0.31246404930555555,5408,63079034
9,3,3,3,1,8,51,21,24,4,0.2543118543055556,5409,63086953
6,4,1,1,1,5,36,36,13,4,0.1725675801388889,5410,63094872
2,1,1,0,2,0,13,59,5,2,0.0984561726388889,5411,63102791
8,2,3,3,3,5,46,26,20,3,0.19611133472222222,5412,63110710
12,7,3,2,5,7,59,13,32,4,0.42926108513888894,5413,63118629
2,2,0,0,1,1,19,53,0,1,0.08648923138888888,5414,63126548
4,3,0,1,0,4,50,22,14,2,0.24566006472222224,5415,63134467
7,5,2,0,4,3,48,24,20,3,0.18142471208333333,5416,63142386
3,2,0,1,1,2,43,29,0,1,0.12530139,5417,63150305
8,5,2,1,4,4,42,30,19,4,0.16526009499999997,5418,63158224
4,2,1,1,0,4,29,43,5,2,0.1614271277777778,5419,63166143
8,4,3,1,1,7,39,33,19,4,0.2580588775,5420,63174062
6,5,1,0,1,5,25,47,21,3,0.19843274986111112,5421,63181981
8,3,3,2,5,3,54,18,21,3,0.2686394480555555,5422,63189900
8,3,3,2,3,5,50,22,26,4,0.19974881708333334,5423,63197819
8,3,3,2,2,6,49,23,19,4,0.22874208194444445,5424,63205738
7,1,4,2,2,5,43,29,9,4,0.200067335,5425,63213657
7,2,3,2,3,4,39,33,21,3,0.28669208180555555,5426,63221576
8,4,2,2,2,6,42,30,24,3,0.22430879180555557,5427,63229495
9,1,4,4,5,4,37,35,28,3,0.17426665694444443,5428,63237414
9,4,2,3,3,6,56,16,22,3,0.3563678988888889,5429,63245333
8,3,3,2,4,4,56,16,29,2,0.26716516999999995,5430,63253252
6,3,2,1,1,5,67,5,16,2,0.2066982247222222,5431,63261171
2,1,0,1,2,0,16,56,0,1,0.039745032500000006,5432,63269090
7,6,0,1,4,3,52,20,28,3,0.23605654277777777,5433,63277009
5,3,1,1,2,3,35,37,2,2,0.17613197319444446,5434,63284928
9,3,3,3,5,4,59,13,21,4,0.2409231479166666,5435,63292847
4,1,0,3,1,3,33,39,1,2,0.13924112638888891,5436,63300766
4,4,0,0,0,4,39,33,13,3,0.24619255652777777,5437,63308685
5,5,0,0,2,3,30,42,13,3,0.1442764625,5438,63316604
3,3,0,0,1,2,34,38,1,2,0.1243233761111111,5439,63324523
3,2,1,0,1,2,35,37,6,2,0.2023774461111111,5440,63332442
9,4,2,3,2,7,41,31,34,4,0.3009555536111111,5441,63340361
2,1,1,0,0,2,16,56,0,1,0.04188141361111111,5442,63348280
4,2,2,0,2,2,29,43,12,3,0.15241846388888888,5443,63356199
9,6,2,1,3,6,55,17,32,4,0.2848638420833333,5444,63364118
6,4,1,1,3,3,38,34,13,3,0.22608005513888893,5445,63372037
8,5,1,2,2,6,54,18,20,4,0.20001257666666664,5446,63379956
6,2,2,2,2,4,39,33,9,3,0.2082241068055556,5447,63387875
5,2,2,1,1,4,46,26,9,2,0.24213909541666664,5448,63395794
6,3,3,0,0,6,36,36,13,2,0.27843810402777774,5449,63403713
3,1,2,0,0,3,26,46,0,1,0.15835908916666666,5450,63411632
7,5,1,1,4,3,41,31,25,3,0.14306416722222223,5451,63419551
4,2,2,0,2,2,34,38,8,2,0.20838803833333333,5452,63427470
4,1,0,3,2,2,40,32,5,2,0.17901463138888887,5453,63435389
6,4,1,1,3,3,43,29,22,3,0.35944198916666664,5454,63443308
7,4,3,0,2,5,58,14,22,3,0.2940524738888889,5455,63451227
7,3,2,2,3,4,58,14,13,3,0.22971177652777777,5456,63459146
5,4,1,0,3,2,34,38,14,3,0.232784205,5457,63467065
3,1,2,0,0,3,28,44,2,2,0.14285042874999998,5458,63474984
9,2,4,3,2,7,54,18,21,3,0.21673498805555555,5459,63482903
6,3,2,1,4,2,45,27,16,3,0.15570872416666667,5460,63490822
1,0,1,0,0,1,9,63,0,1,0.05305129125,5461,63498741
5,1,3,1,1,4,49,23,12,3,0.21528487541666666,5462,63506660
9,2,4,3,4,5,49,23,24,3,0.29205973569444443,5463,63514579
5,2,1,2,2,3,49,23,4,2,0.20438629180555556,5464,63522498
5,3,1,1,2,3,39,33,9,3,0.2590502588888889,5465,63530417
3,1,1,1,0,3,19,53,0,1,0.09363186902777779,5466,63538336
10,4,4,2,4,6,45,27,24,5,0.3052651748611111,5467,63546255
2,1,1,0,2,0,13,59,8,2,0.058443384027777774,5468,63554174
12,6,2,4,4,8,69,3,43,5,0.3666184766666667,5469,63562093
7,5,0,2,3,4,43,29,21,4,0.3027989044444444,5470,63570012
6,4,1,1,3,3,38,34,10,3,0.1521133754166667,5471,63577931
5,4,0,1,3,2,51,21,19,2,0.13549209097222223,5472,63585850
5,2,1,2,1,4,39,33,8,2,0.2299641486111111,5473,63593769
8,4,3,1,3,5,39,33,25,3,0.18702255166666668,5474,63601688
4,3,0,1,1,3,40,32,1,2,0.13532044652777778,5475,63609607
4,2,2,0,2,2,29,43,14,3,0.1456845501388889,5476,63617526
3,3,0,0,1,2,23,49,0,1,0.11979396,5477,63625445
3,3,0,0,0,3,23,49,8,2,0.12390216527777777,5478,63633364
4,0,2,2,3,1,23,49,11,2,0.10981116569444445,5479,63641283
5,3,1,1,3,2,34,38,5,2,0.16348033486111113,5480,63649202
7,2,2,3,0,7,24,48,16,4,0.2897634726388889,5481,63657121
6,3,1,2,3,3,55,17,18,2,0.24343518319444446,5482,63665040
5,4,0,1,1,4,46,26,5,2,0.23272210319444447,5483,63672959
3,2,0,1,0,3,30,42,0,1,0.09474064347222222,5484,63680878
5,1,4,0,0,5,48,24,1,2,0.22010937986111112,5485,63688797
6,3,1,2,4,2,40,32,9,2,0.22170387625,5486,63696716
8,4,3,1,2,6,41,31,26,3,0.22216315666666667,5487,63704635
7,5,2,0,3,4,55,17,20,4,0.39963986083333336,5488,63712554
4,1,2,1,3,1,33,39,1,2,0.11899384416666667,5489,63720473
6,2,1,3,4,2,37,35,6,2,0.1612392340277778,5490,63728392
6,3,2,1,2,4,33,39,11,2,0.1634536736111111,5491,63736311
6,5,0,1,2,4,50,22,21,3,0.2005264661111111,5492,63744230
4,2,2,0,0,4,30,42,4,2,0.13619879972222224,5493,63752149
9,5,2,2,3,6,44,28,24,4,0.28325968625,5494,63760068
4,2,2,0,0,4,32,40,4,2,0.14411723375,5495,63767987
9,4,1,4,2,7,59,13,18,5,0.27667363777777776,5496,63775906
4,2,2,0,1,3,17,55,3,2,0.08854330833333333,5497,63783825
7,5,2,0,2,5,53,19,19,3,0.28418834027777773,5498,63791744
13,5,4,4,2,11,65,7,49,5,0.4098562233333334,5499,63799663
3,0,2,1,1,2,18,54,0,1,0.1036052548611111,5500,63807582
8,5,2,1,2,6,52,20,17,4,0.21820867819444445,5501,63815501
8,4,1,3,5,3,55,17,34,3,0.23342080708333335,5502,63823420
5,4,1,0,3,2,28,44,11,3,0.07905569055555556,5503,63831339
7,2,4,1,1,6,57,15,10,2,0.22808132041666665,5504,63839258
12,5,5,2,7,5,56,16,37,4,0.36266804069444447,5505,63847177
8,3,3,2,5,3,40,32,15,3,0.2740352601388889,5506,63855096
12,4,6,2,6,6,58,14,51,4,0.3053122988888889,5507,63863015
5,3,2,0,1,4,40,32,7,2,0.21347314819444443,5508,63870934
11,6,0,5,2,9,59,13,39,4,0.3504712015277778,5509,63878853
7,5,1,1,2,5,41,31,13,3,0.1952310640277778,5510,63886772
9,4,5,0,3,6,45,27,20,4,0.2380945004166667,5511,63894691
11,6,2,3,6,5,36,36,18,5,0.22820040069444442,5512,63902610
9,5,2,2,4,5,50,22,23,3,0.24122792652777778,5513,63910529
6,3,2,1,2,4,50,22,19,2,0.16142001875,5514,63918448
3,3,0,0,0,3,23,49,7,2,0.12892404402777777,5515,63926367
4,2,1,1,1,3,40,32,0,1,0.16807647458333333,5516,63934286
4,0,1,3,2,2,29,43,2,2,0.1379749025,5517,63942205
5,0,4,1,0,5,28,44,6,3,0.14372535055555558,5518,63950124
7,4,0,3,3,4,45,27,23,3,0.19938170569444444,5519,63958043
8,4,3,1,4,4,55,17,25,3,0.21552288263888889,5520,63965962
5,1,3,1,0,5,34,38,16,2,0.21982547472222225,5521,63973881
5,2,1,2,0,5,31,41,23,3,0.28946943375,5522,63981800
4,1,3,0,0,4,20,52,9,3,0.17264803375,5523,63989719
4,3,0,1,3,1,38,34,4,2,0.20253663444444445,5524,63997638
7,6,1,0,3,4,43,29,19,3,0.13205924027777777,5525,64005557
8,3,3,2,1,7,39,33,24,3,0.24068329208333333,5526,64013476
9,3,3,3,4,5,43,29,26,5,0.2072201920833333,5527,64021395
13,6,3,4,5,8,64,8,38,3,0.3289573148611111,5528,64029314
4,3,0,1,3,1,29,43,12,3,0.12478521819444444,5529,64037233
8,5,2,1,2,6,59,13,28,3,0.36886460694444445,5530,64045152
3,2,1,0,1,2,34,38,1,2,0.12366314263888888,5531,64053071
5,4,0,1,1,4,31,41,16,3,0.22690251972222222,5532,64060990
5,4,1,0,0,5,41,31,18,3,0.16157682125000003,5533,64068909
6,3,1,2,2,4,41,31,16,2,0.20163838499999998,5534,64076828
7,2,4,1,2,5,44,28,15,4,0.18372286777777777,5535,64084747
5,3,2,0,0,5,52,20,11,2,0.21528634708333333,5536,64092666
7,3,4,0,2,5,41,31,16,3,0.19740135708333337,5537,64100585
2,2,0,0,0,2,18,54,0,1,0.12256171791666665,5538,64108504
6,4,1,1,2,4,31,41,23,4,0.12290157125,5539,64116423
7,2,4,1,1,6,39,33,17,3,0.3018895595833333,5540,64124342
6,3,1,2,3,3,46,26,5,2,0.23790630694444445,5541,64132261
7,3,3,1,4,3,48,24,14,3,0.11573569013888887,5542,64140180
7,5,2,0,2,5,49,23,30,3,0.2368923141666667,5543,64148099
7,3,2,2,2,5,39,33,23,3,0.38701278166666664,5544,64156018
7,3,1,3,2,5,33,39,18,4,0.18559592902777777,5545,64163937
4,0,3,1,1,3,38,34,3,2,0.21179176958333334,5546,64171856
8,2,3,3,3,5,52,20,15,4,0.27590240736111116,5547,64179775
6,4,0,2,2,4,42,30,14,2,0.20098306791666667,5548,64187694
7,3,2,2,1,6,43,29,25,4,0.20636072888888887,5549,64195613
5,3,1,1,1,4,57,15,3,2,0.2788296508333333,5550,64203532
7,4,1,2,5,2,59,13,30,2,0.26673404833333336,5551,64211451
10,5,2,3,4,6,53,19,35,4,0.24967345194444443,5552,64219370
10,5,2,3,1,9,60,12,33,3,0.32070053819444444,5553,64227289
4,1,1,2,2,2,24,48,9,3,0.10538134319444444,5554,64235208
7,1,5,1,3,4,47,25,19,3,0.2638702740277778,5555,64243127
4,2,2,0,0,4,42,30,0,1,0.15920724888888887,5556,64251046
7,4,3,0,3,4,61,11,23,2,0.31877192055555553,5557,64258965
5,2,3,0,1,4,26,46,15,2,0.12463167083333333,5558,64266884
6,2,1,3,0,6,41,31,10,3,0.18168964541666666,5559,64274803
9,5,2,2,2,7,62,10,22,3,0.2943693866666667,5560,64282722
5,4,1,0,2,3,50,22,16,2,0.24998886375,5561,64290641
7,2,2,3,4,3,43,29,23,3,0.15961449402777778,5562,64298560
10,3,4,3,1,9,45,27,28,3,0.3457981383333333,5563,64306479
6,2,1,3,2,4,46,26,10,3,0.23738349250000004,5564,64314398
6,2,2,2,2,4,48,24,8,2,0.18956861375,5565,64322317
8,3,4,1,3,5,55,17,28,3,0.26976172319444447,5566,64330236
8,5,3,0,2,6,45,27,20,3,0.22190961583333332,5567,64338155
5,4,0,1,1,4,43,29,16,2,0.22294374027777777,5568,64346074
5,1,3,1,1,4,48,24,3,2,0.13371199152777777,5569,64353993
5,2,2,1,1,4,38,34,12,2,0.14966365652777777,5570,64361912
3,1,2,0,2,1,18,54,0,1,0.08335068166666665,5571,64369831
5,4,1,0,3,2,33,39,10,2,0.18035880291666667,5572,64377750
7,3,3,1,1,6,48,24,9,2,0.27829771875,5573,64385669
